"adhdia1bio","Integer","","Recommended","Difficulty sustaining  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1bcb","Integer","","Recommended","Difficulty sustaining  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1bib","Integer","","Recommended","Difficulty sustaining  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ccp","Integer","","Recommended","Does not seem to listen  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1cip","Integer","","Recommended","Does not seem to listen  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ccc","Integer","","Recommended","Does not seem to listen  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1cic","Integer","","Recommended","Does not seem to listen  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1cco","Integer","","Recommended","Does not seem to listen  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1cio","Integer","","Recommended","Does not seem to listen  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ccb","Integer","","Recommended","Does not seem to listen  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1cib","Integer","","Recommended","Does not seem to listen  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dcp","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dip","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dcc","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dic","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dco","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dio","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dcb","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1dib","Integer","","Recommended","Fails to finish schoolwork, chores, or duties in the workplace  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ecp","Integer","","Recommended","Has difficulty organizing tasks and activities  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1eip","Integer","","Recommended","Has difficulty organizing tasks and activities  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ecc","Integer","","Recommended","Has difficulty organizing tasks and activities  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1eic","Integer","","Recommended","Has difficulty organizing tasks and activities  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1eco","Integer","","Recommended","Has difficulty organizing tasks and activities  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1eio","Integer","","Recommended","Has difficulty organizing tasks and activities  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ecb","Integer","","Recommended","Has difficulty organizing tasks and activities  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1eib","Integer","","Recommended","Has difficulty organizing tasks and activities  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fcp","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fip","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fcc","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fic","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fco","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fio","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fcb","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1fib","Integer","","Recommended","Avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gcp","Integer","","Recommended","Loses things necessary for tasks or activities  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gip","Integer","","Recommended","Loses things necessary for tasks or activities  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gcc","Integer","","Recommended","Loses things necessary for tasks or activities  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gic","Integer","","Recommended","Loses things necessary for tasks or activities  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gco","Integer","","Recommended","Loses things necessary for tasks or activities  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gio","Integer","","Recommended","Loses things necessary for tasks or activities  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gcb","Integer","","Recommended","Loses things necessary for tasks or activities  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1gib","Integer","","Recommended","Loses things necessary for tasks or activities  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hcp","Integer","","Recommended","Easily distracted by extraneous stimuli  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hip","Integer","","Recommended","Easily distracted by extraneous stimuli  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hcc","Integer","","Recommended","Easily distracted by extraneous stimuli  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hic","Integer","","Recommended","Easily distracted by extraneous stimuli  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hco","Integer","","Recommended","Easily distracted by extraneous stimuli  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hio","Integer","","Recommended","Easily distracted by extraneous stimuli  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hcb","Integer","","Recommended","Easily distracted by extraneous stimuli  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1hib","Integer","","Recommended","Easily distracted by extraneous stimuli  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1icp","Integer","","Recommended","Forgetful in daily activities  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1iip","Integer","","Recommended","Forgetful in daily activities  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1icc","Integer","","Recommended","Forgetful in daily activities  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1iic","Integer","","Recommended","Forgetful in daily activities  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1ico","Integer","","Recommended","Forgetful in daily activities  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1iio","Integer","","Recommended","Forgetful in daily activities  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1icb","Integer","","Recommended","Forgetful in daily activities  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia1iib","Integer","","Recommended","Forgetful in daily activities  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2acp","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2aip","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2acc","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2aic","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2aco","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2aio","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2acb","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2aib","Integer","","Recommended","Fidgets with hands or feet or squirms in seat  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bcp","Integer","","Recommended","Leaves seat in classroom inappropriately (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bip","Integer","","Recommended","Leaves seat in classroom inappropriately (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bcc","Integer","","Recommended","Leaves seat in classroom inappropriately (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bic","Integer","","Recommended","Leaves seat in classroom inappropriately (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bco","Integer","","Recommended","Leaves seat in classroom inappropriately (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bio","Integer","","Recommended","Leaves seat in classroom inappropriately (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bcb","Integer","","Recommended","Leaves seat in classroom inappropriately (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2bib","Integer","","Recommended","Leaves seat in classroom inappropriately (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ccp","Integer","","Recommended","Runs about or climbs excessively inappropriately (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2cip","Integer","","Recommended","Runs about or climbs excessively inappropriately (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ccc","Integer","","Recommended","Runs about or climbs excessively inappropriately (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2cic","Integer","","Recommended","Runs about or climbs excessively inappropriately (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2cco","Integer","","Recommended","Runs about or climbs excessively inappropriately (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2cio","Integer","","Recommended","Runs about or climbs excessively inappropriately (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ccb","Integer","","Recommended","Runs about or climbs excessively inappropriately (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2cib","Integer","","Recommended","Runs about or climbs excessively inappropriately (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dcp","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dip","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dcc","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dic","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dco","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dio","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dcb","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2dib","Integer","","Recommended","Difficulty playing or engaging in leisure activities quietly   (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ecp","Integer","","Recommended","On the go, driven by a motor  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2eip","Integer","","Recommended","On the go, driven by a motor  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ecc","Integer","","Recommended","On the go, driven by a motor  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2eic","Integer","","Recommended","On the go, driven by a motor  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2eco","Integer","","Recommended","On the go, driven by a motor  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2eio","Integer","","Recommended","On the go, driven by a motor  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ecb","Integer","","Recommended","On the go, driven by a motor  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2eib","Integer","","Recommended","On the go, driven by a motor  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fcp","Integer","","Recommended","Talks excessively  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fip","Integer","","Recommended","Talks excessively  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fcc","Integer","","Recommended","Talks excessively  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fic","Integer","","Recommended","Talks excessively  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fco","Integer","","Recommended","Talks excessively  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fio","Integer","","Recommended","Talks excessively  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fcb","Integer","","Recommended","Talks excessively  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2fib","Integer","","Recommended","Talks excessively  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gcp","Integer","","Recommended","Blurts out answers   (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gip","Integer","","Recommended","Blurts out answers   (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gcc","Integer","","Recommended","Blurts out answers   (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gic","Integer","","Recommended","Blurts out answers   (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gco","Integer","","Recommended","Blurts out answers   (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gio","Integer","","Recommended","Blurts out answers   (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gcb","Integer","","Recommended","Blurts out answers   (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2gib","Integer","","Recommended","Blurts out answers   (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hcp","Integer","","Recommended","Difficulty awaiting turn  (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hip","Integer","","Recommended","Difficulty awaiting turn  (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hcc","Integer","","Recommended","Difficulty awaiting turn  (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hic","Integer","","Recommended","Difficulty awaiting turn  (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hco","Integer","","Recommended","Difficulty awaiting turn  (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hio","Integer","","Recommended","Difficulty awaiting turn  (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hcb","Integer","","Recommended","Difficulty awaiting turn  (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2hib","Integer","","Recommended","Difficulty awaiting turn  (Interim - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2icp","Integer","","Recommended","Interrupts or intrudes on others   (Current - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2iip","Integer","","Recommended","Interrupts or intrudes on others   (Interim - Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2icc","Integer","","Recommended","Interrupts or intrudes on others   (Current - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2iic","Integer","","Recommended","Interrupts or intrudes on others   (Interim - Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2ico","Integer","","Recommended","Interrupts or intrudes on others   (Current - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2iio","Integer","","Recommended","Interrupts or intrudes on others   (Interim - Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"adhdia2icb","Integer","","Recommended","Interrupts or intrudes on others   (Current - Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
