"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"bkgrnd_concern","String","1020","Recommended","","Current Concerns (specify)","","","ADI_2003_bkgrnd_concern,ADI_R_Diagnostic_ADI_R_Raw_1,DEVELOP_CONCERN_SPFY,WPS_ADI_Q1A,current_concern_2nd_pri,current_concerns_specify,q01_concerns"
"develop_concern","Integer","","Recommended","","Do you have any concerns about [child's] behavior or development now?","0;1","1 = Yes; 0 = No","current_concern_3rd_pri"
"general_pic","String","1020","Recommended","","General picture","","","current_concern_4th_pri"
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","ADI_2003_gender,ADI_2003_intro_gender,ProbandGender,SEX,adir_gender,child_gender,gender"
"relationship","Integer","","Recommended","","Relationship of respondent to individual","1::95;-999","1 = Biological mom; 2 = Biological dad; 3 = Grandparent; 4 = Special education (sped) teacher; 5 = General education teacher; 6 = Occupational therapist; 7 = Speech and language therapist; 8 = Behavioral therapist; 9 = Paraprofessional; 10 = Aide; 11 = Principal; 12 = Administrator; 14 = Content teacher; 15 = Parent center director; 16 = Self; 17 = Adoptive mother; 18 = Adoptive father; 19 = Foster mother; 20 = Foster father; 21 = Grandmother; 22 = Grandfather; 23 = Step-mother; 24 = Step-father; 25 = Aunt; 26 = Uncle; 28 = Both parents; 31 = Grandmother from mother side; 32 = Grandfather from mother side; 33 = Grandmother from father side; 34 = Grandfather from father side; 36 = Brother; 37 = Sister; 38 = Cousin; 39 = Female caregiver; 40 = Male caregiver; 41 = Female child; 42 = Male child; 43 = Spouse/Mate; 44 = Friend; 45 = Parent; 46 = Significant other; 47 = Sibling; 48 = Son/Daughter; 49 = Son-in-law/Daughter-in law; 50 = Other Relative; 51 = Paid caregiver; 52 = Friends; 53 = Roommate; 54 = Supervisor; 55 = Mother's boyfriend; 56 = Other parental figure; 57 = Summary; 58 = Counselor; 59 = Other female relative; 60 = Other male relative; 61 = Non-relative ; 62 = Maternal Aunt; 63 = Maternal Uncle; 64 = Maternal Cousin; 65 = Paternal Aunt; 66 = Paternal Uncle; 67 = Paternal Cousin; 68 = Biological/Adoptive Mother and Grandmother; 69 = Biological/Adoptive Mother and Stepmother and Grandmother; 70 = Biological/Adoptive Mother and Grandmother and Foster Father; 71 = Biological/Adoptive Mother and Stepmother and Foster Mother; 72 = Biological/Adoptive Mother and Foster Mother; 73 = Biological/Adoptive Mother and Biological/Adoptive Father; 74 = Biological/Adoptive Mother and Stepmother and Biological/Adoptive Father; 75 = Biological/Adoptive Mother and Other; 76 = Biological/Adoptive Mother and Stepmother and Stepfather; 77 = Biological/Adoptive Mother and Stepfather; 78 = Biological/Adoptive Mother and Grandfather; 79 = Biological/Adoptive Mother and Stepmother and Foster Father; 80 = Biological/Adoptive Mother and Stepmother; 81 = Guardian, female; 82 = Other female; 83 = Guardian, male; 84 = Other male; 85 = Other/Grandparent/Nanny; 86 = Mother, Father, Guardian; 87 = Daughter, son, grandchild; 88 = Professional (e.g., social worker, nurse, therapist, psychiatrist, or group home staff); -999 = Missing; 89 = Biological parent; 90 = Other; 91 = Stepparent; 92 = Adoptive parent; 93 = Foster parent; 94 = Co-worker; 95 = Independent Evaluator","ADI_2003_relationship,ADI_INFORM,adir_relationship,inform,informant_relation,parent_relationship"
"bkgrnd_family_dev_delay","String","1020","Recommended","","Family history of developmental delays","","","ADI_2003_bkgrnd_family_dev_delay"
"bkgrnd_education","String","1020","Recommended","","Subject's education (school and preschool)","","","ADI_2003_bkgrnd_education"
"earlydev_acon","Integer","","Recommended","","Age (in months) when parents first noticed that something is not quite right in language, relationships or behavior(in months)","0 :: 400;991;992;996;997;998;999","991 = Parents not concerned although child was referred by professional; 992 = Parents have been worried since birth (e.g., if baby premature or very ill at birth); 996 = Can't recall but before 3 years; 997 = Can't recall but 3 years or later; 998=N/A; 999=N/K or not asked","ADI_2003_earlydev_acon,ADI_R_Diagnostic_ADI_R_Raw_2a,DEVELOP_CONCERN_AGE_MNTH,WPS_ADI_Q2,acon,adi_ea,adir_earlydev_acon,age_parents_first_noticed,ageparentsfirstnoticed,develop_concern_age,ea,q02_age,q_2_age_first_noticed_code"
"earlydev_fsymc","String","1020","Recommended","","First symptoms to arouse parental concern (specify)","","","ADI_2003_earlydev_fsymc,ADI_2003_earlydev_fsymc_1,ADI_R_Diagnostic_ADI_R_Raw_3,DEVELOP_SYMP_1,WPS_ADI_Q3A,adir_earlydev_fsymc,fsymc,fsymc_specify,q03_first_symptoms,q_3_first_symptoms_text,symptoms_concern_1st_pri"
"earlydev_hind","Integer","","Recommended","","Onset as perceived with hindsight","0::9","0 = Problems present in first 12 months; 1 = Problems not present before first birthday, but were noted before second birthday; 2 = Problems not present before second birthday, but were noted at or before third birthday; 3 = Problems not present before third birthday, but were noted at or before fourth birthday; 4 = Problems not present before fourth birthday, but were noted at or before fifth birthday; 5 = Problems not present before fifth birthday, but were noted at or before sixth birthday; 6 = Problems not present before sixth birthday, but were noted at a later date; 7 = Child always ""different,"" but differences were not perceived by parents as any kind of abnormality; 8 = No problems were noted by parents; 9 = N/K or not asked","ADI_2003_earlydev_hind,ADI_R_Diagnostic_ADI_R_Raw_4,DEVELOP_HINDSIGHT,WPS_ADI_Q4,adir_earlydev_hind,hind,onset_hindsight,q04_perceived_hindsight,q_4_onset_as_perceived_code"
"earlydev_hind_cmt","String","1020","Recommended","","Onset as perceived with hindsight - Comment","","","ADI_2003_earlydev_hind_cmt,q_4_specify"
"develop_hindsight_date","Date","","Recommended","","If noted at a later date please specify (mm/dd/yyyy)","","",""
"earlydev_walk","Integer","","Recommended","","Age when first walked unaided (in months)","","995 = Still not reached; 996 = N/K, but apparently normal; 997 = N/K, but apparently delayed; 998 = N/A; 999 = N/K or not asked","ADI_2003_earlydev_walk,ADI_R_Diagnostic_ADI_R_Raw_5a,WALK_ALONE_AGE,WPS_ADI_Q5,adir_earlydev_walk,q05_walked_unaided,q_5_first_walked_code,walk,walk_unaided"
"earlydev_walk_cmt","String","1020","Recommended","","First walked unaided - Comment","","","ADI_2003_earlydev_walk_cmt,WALK_ALONE,old_sat_unaided,walk_cmt"
"earlydev_drydz","Integer","","Recommended","","Acquisition of bladder control: Daytime (in months)","0 :: 600;993;994;995;996;997;998;999","993 = Successfully toilet trained for a period of 12 months but has relapsed and now regularly wets; 994 = Never achieved continence; 995 = Still not reached; 996 = N/K but apparently normal; 997 = N/K but apparently delayed; 998 = N/A; 999 = N/K or not asked","ADI_2003_earlydev_dryda,ADI_2003_earlydev_drydz,ADI_R_Diagnostic_ADI_R_Raw_6a,TOILET_TRAIN_DAY_AGE,WPS_ADI_Q6,adir_earlydev_drydz,drydz,q06_bladder_daytime,q_6_bladder_daytime_code,toilet_train_day,toilet_train_daytime"
"earlydev_drynz","Integer","","Recommended","","Acquisition of bladder control: Night (in months)","0 :: 600;993;994;995;996;997;998;999","993 = Successfully toilet trained for a period of 12 months but has relapsed and now regularly wets; 994 = Never achieved continence; 995 = Still not reached, i.e., continent for period of less than 12 months; 996 = N/K but apparently normal; 997 = N/K but apparently delayed; 998 = N/A; 999 = N/K or not asked","ADI_2003_earlydev_drynn,ADI_2003_earlydev_drynz,ADI_R_Diagnostic_ADI_R_Raw_7a,TOILET_TRAIN_NIGHT_AGE,WPS_ADI_Q7,adir_earlydev_drynz,drynz,q07_bladder_nighttime,q_7_bladder_nighttime_code,toilet_train_night,toilet_train_nighttime"
"earlydev_bowel","Integer","","Recommended","","Acquisition of bowel control (in months)","0 :: 900;993;994;995;996;997;998;999","993 = Achieved bowel control for a period of 12 months but has relapsed and now regularly soils; 994 = Never achieved continence; 995 = Still not reached, i.e., continent for period of less than 12 months; 996 = N/K but apparently normal; 997 = N/K but apparently delayed; 998 = N/A; 999 = N/K or not asked","ADI_2003_earlydev_bowel,ADI_R_Diagnostic_ADI_R_Raw_8a,BOWEL_CONTROL_AGE,WPS_ADI_Q8,adir_earlydev_bowel,bowel,q08_bowel_control,q_8_bowel_control_code"
"earlydev_bowel_cmt","String","1020","Recommended","","Acquisition of bowel control - Comment","","","ADI_2003_earlydev_bowel_cmt,ADI_2003_earlydev_bowelc,BOWEL_CONTROL,bowel_cmt,old_bowel_control"
"acqorlossoflang_aword","Integer","","Recommended","","Age of first single words (If ever used) - In months","0 :: 900;993;994;996;997;999","993 = Had some words, then lost and not yet regained; 994 = Milestone not reached; 996 = N/K, but apparently normal; 997 = N/K, but apparently delayed; 999 = N/K or not asked","ADI_2003_acqorlossoflang_aword,ADI_R_Diagnostic_ADI_R_Raw_9a,SPCH_SINGLE_WORD_AGE,WPS_ADI_Q9,adi_ed,adir_acqorlossoflang_aword,age_first_single_words,ageoffirstsinglewords,aword,q09_single_words,q_9_first_single_words_code"
"acqorlossoflang_aword_cmt","String","1020","Recommended","","Single words examples","","993 = Had some words then lost and not yet regained; 994 = Milestone not reached; 996 = N/K but apparently normal; 997 = N/K but apparently delayed; 999 = N/K or not asked","ADI_2003_acqorlossoflang_aword_cmt,SPCH_SINGLE_WORD,aword_cmt"
"lang_loss_duration","Integer","","Recommended","","19. Duration of loss of language skills","","993 = Loss still present without recovery of language functions; 994 = Progressive deterioration continuing; 998 = No loss; 999 = N/K or not asked",""
"loss_skills_phys_ill_spfy","String","1020","Recommended","","Specify loss of skills due to physical illness","","",""
"acqorlossoflang_aphrase","Integer","","Recommended","","Age of first phrases (if ever used) - in months","0 :: 900;993;994;996;997;999","993 = Had some phrases, then lost. Not yet regained; 994 = Milestone not reached; 996 = N/K, but apparently normal; 997 = N/K, but apparently delayed; 999 = N/K or not asked","ADI_2003_acqorlossoflang_aphrase,ADI_R_Diagnostic_ADI_R_Raw_10a,PHRASE_AGE,WPS_ADI_Q10,adi_ee,adir_acqorlossoflang_aphrase,age_first_phrase,ageoffirstphrases,aphrase,q10_first_phrases,q_10_first_phrases_code"
"acqorlossoflang_aphrase_cmt","String","1020","Recommended","","First phrases examples","","993 = Had some phrases then lost; not yet regained; 994 = Milestone not reached; 996 = N/K but apparently normal; 997 = N/K but apparently delayed; 999 = N/K or not asked","ADI_2003_acqorlossoflang_aphrase_cmt,PHRASE,aphrase_cmt,old_unusual_fears_curr"
"acqorlossoflang_loslang","Integer","","Recommended","","Loss of language skills after acquisition","0;1;9;999","0 = No; 1 = Yes; 9 = Unknown; 999 = Not answered","ADI_2003_acqorlossoflang_loslang,ADI_R_Diagnostic_ADI_R_Raw_11,LANG_LOSS,WPS_ADI_11E,WPS_ADI_Q11E,adir_acqorlossoflang_loslang,loslang,old_unusual_fears_ever,q11_loss_language,q_11_loss_of_language"
"acqorlossoflang_levlang","Integer","","Recommended","","Level of communicative language before loss","0;1;2;3;8;9; 999","0 = Daily spontaneous and meaningful speech used communicatively, with at least five different words used at some point before change (and any of the other skills listed below); 1 = Occasional and/or fewer than five words used spontaneously and communicatively (alone or in combination with imitative abilities); 2 = Produced speech or sounds upon request (may or may not have also spontaneously imitated); 3 = Spontaneous imitations of vocalization (without ever having any completely spontaneous speech), with no elicited imitation or spontaneous communicative speech; 8 = No change or loss; 9 = N/K or not asked; 999=missing","ADI_2003_acqorlossoflang_levlang,ADI_R_Diagnostic_ADI_R_Raw_12,LANG_LOSS_LEVEL,WPS_ADI_Q12E,adir_acqorlossoflang_levlang,level_loss_language,levlang,q12_level_communication,q_12_level_before_loss_code"
"acqorlossoflang_lossp","Integer","","Recommended","","Loss of spontaneous use of at least 5 meaningful words","0;1;2;8;9","0 = No definite loss; 1 = Probable loss of specified skill; 2 = Definite loss of specified skill; 8 = Insufficient language to show change specified; 9 = N/K or not asked","ADI_2003_acqorlossoflang_lossp,ADI_R_Diagnostic_ADI_R_Raw_13,LOSS_5_WORD,WPS_ADI_Q13E,adir_acqorlossoflang_lossp,loss_words,lossp,q13_loss_meaningful,q_13_loss_of_spontaneous_use_code"
"acqorlossoflang_losword","Integer","","Recommended","","Loss of communicative intent","0;1;2;8;9","0 = No definite loss; 1 = Probable loss of specified skill; 2 = Definite loss of specified skill; 8 = Insufficient language to show change specified; 9 = N/K or not asked","ADI_2003_acqorlossoflang_losword,ADI_R_Diagnostic_ADI_R_Raw_14,LOSS_COMMUN_INTENT,WPS_ADI_Q14E,adir_acqorlossoflang_losword,loss_communication,losword,q14_loss_intent,q_14_loss_of_intent_code"
"acqorlossoflang_losssyn","Integer","","Recommended","","Loss of syntactical skills","0;1;2;8;9","0 = No definite loss; 1 = Probable loss of specified skill; 2 = Definite loss of specified skill; 8 = Insufficient language to show change specified; 9 = N/K or not asked","ADI_2003_acqorlossoflang_losssyn,ADI_R_Diagnostic_ADI_R_Raw_15,LOSS_GRAMMAR,WPS_ADI_Q15E,adir_acqorlossoflang_losssyn,loss_syntax,losssyn,q15_loss_syntactical,q_15_loss_of_syntactical_code"
"acqorlossoflang_lossart","Integer","","Recommended","","Loss of Articulation","0;1;2;8;9","0 = No definite loss; 1 = Probable loss of specified skill; 2 = Definite loss of specified skill; 8 = Insufficient language to show change specified; 9 = N/K or not asked","ADI_2003_acqorlossoflang_lossart,ADI_R_Diagnostic_ADI_R_Raw_16,LOSS_ARTICULATION,WPS_ADI_Q16E,adir_acqorlossoflang_lossart,lossart,q16_loss_articulation,q_16_loss_of_articulation_code"
"acqorlossoflang_aloslan","Integer","","Recommended","","Age when main loss of language skills first apparent (in months)","0 :: 900;998;999","998 = No loss; 999 = N/K or not asked","ADI_2003_acqorlossoflang_aloslan,ADI_R_Diagnostic_ADI_R_Raw_17a,LANG_LOSS_MAIN_AGE,WPS_ADI_Q17,adir_acqorlossoflang_aloslan,aloslan,lang_loss_main,old_hypervent_current,q17_age_language,q_17_main_loss_apparent_code"
"acqorlossoflang_losphys","Integer","","Recommended","","Association of loss with physical illness","0;1;2;8;9","0 = Loss of skills but no possibly relevant association with a definite physical illness; 1 = Loss associated with a definite illness (e.g., high fever with ear infection), but no clear evidence of meningeal or encephalitic involvement; 2 = Loss associated with impaired consciousness/epileptic attacks or other definitive evidence of meningeal or encephalic involvement; 8 = No loss of skills; 9 = N/K or not asked","ADI_2003_acqorlossoflang_losphys,LANG_LOSS_PHYS_ILL,WPS_ADI_Q18E,adir_acqorlossoflang_losphys,losphys,old_hypervent_ever,q18_physical_illness,q_18_loss_due_to_illness"
"skill_loss_duration","Integer","","Recommended","","28. Duration of loss of skills","0 :: 900; 993;994;998;999","993 = Loss still present; 994 = Progressive deterioration continuing; 998 = No loss; 999 = N/K or not asked","adir_skill_loss_duration"
"acqorlossoflang_losphys_cmt","String","1020","Recommended","","Association of loss with physical illness - Comment","","","ADI_2003_acqorlossoflang_losphys_cmt,ADI_R_Diagnostic_ADI_R_Raw_18,LANG_LOSS_PHYS_ILL_SPFY"
"acqorlossoflang_losdurn","Integer","","Recommended","","Duration of loss of Language skills (in months)","0 :: 900;993;994;998;999","993 = Loss still present without recovery of language functions; 994 = Progressive deterioration continuing; 998 = No loss; 999 = N/K or not asked","ADI_2003_acqorlossoflang_losdurn,ADI_R_Diagnostic_ADI_R_Raw_19a,LANG_LOSS_DURATION_MNTH,WPS_ADI_Q19,losdurn,q19_duration_loss,q_19_duration_of_loss_code"
"acqorlossoflang_elskil","Integer","","Required","","Loss of skills (for at least 3 months)","0;1;2;8; 9; 998","0, 8, 998 = No consistent loss of skills (although behavior may vary at times); 1 = Probable loss of skill, but of a degree that falls short of specififed criteria; 2 = Account of definite loss of skills over a period of time; 9 = N/K or not asked","ADI_2003_acqorlossoflang_elskil,ADI_R_Diagnostic_ADI_R_Raw_20,SKILL_LOSS_GEN,WPS_ADI_Q20E,adir_acqorlossoflang_elskil,elskil,q20_loss_skills,q_20_loss_of_skills_code"
"acqorlossoflang_elhand","Integer","","Recommended","","Purposive hand movements","0;1;2;9;8","0 = None; 1 = Possible loss; 2 = Definite loss; 8 = N/A; 9 = N/K or not asked","ADI_2003_acqorlossoflang_elhand,ADI_R_Diagnostic_ADI_R_Raw_21,SKILL_LOSS_HAND_MOVE,WPS_ADI_Q21E,adir_acqorlossoflang_elhand,elhand,q21_hand_movements,q_21_puposive_hand_movements_code"
"acqorlossoflang_elmotr","Integer","","Recommended","","Motor skills","0;1;2;8;9","0 = None; 1 = Possible loss; 2 = Definite loss; 8 = N/A; 9 = N/K or not asked","ADI_2003_acqorlossoflang_elmotr,ADI_R_Diagnostic_ADI_R_Raw_22,SKILL_LOSS_MOTOR,WPS_ADI_Q22E,adir_acqorlossoflang_elmotr,elmotr,q22_motor_skills,q_22_motor_skills_code"
"acqorlossoflang_losshlp","Integer","","Recommended","","Self help skills","0;1;2;8;9","0 = None; 1 = Possible loss; 2 = Definite loss; 8 = N/A; 9 = N/K or not asked","ADI_2003_acqorlossoflang_losshlp,ADI_R_Diagnostic_ADI_R_Raw_23,SKILL_LOSS_SELF_HELP,WPS_ADI_Q23E,adir_acqorlossoflang_losshlp,losshlp,q23_self_help,q_23_self_help_skills_code"
"acqorlossoflang_elplay","Integer","","Recommended","","Constructive or Imaginative play","0;1;2;8;9","0 = None; 1 = Possible loss; 2 = Definite loss; 8 = N/A; 9 = N/K or not asked","ADI_2003_acqorlossoflang_elplay,ADI_R_Diagnostic_ADI_R_Raw_24,SKILL_LOSS_PLAY,WPS_ADI_Q24E,adir_acqorlossoflang_elplay,elplay,q24_constructive_play,q_24_constructive_play_code"
"acqorlossoflang_elsoc","Integer","","Recommended","","Social engagement and responsiveness","0;1;2;8;9","0 = None; 1 = Possible loss; 2 = Definite loss; 8 = N/A; 9 = N/K or not asked","ADI_2003_acqorlossoflang_elsoc,ADI_R_Diagnostic_ADI_R_Raw_25,SKILL_LOSS_SOCIAL,WPS_ADI_Q25E,adir_acqorlossoflang_elsoc,elsoc,q25_social_engagement,q_25_social_engagement_code"
"skill_loss_main","Integer","","Recommended","","26. Age when main loss of skill first apparent","0 :: 900;998;999","998 = No loss at either ""1"" or ""2"" level of skills; 999 = N/K or not asked","adi_age_abnormality,adir_skill_loss_main,loss_skill_1st_apparent,q26_loss_first"
"acqorlossoflang_ageloss","Integer","","Recommended","","Age when main loss of skill first apparent (Code in months)","0 :: 900;998;999","998 = No loss at either ""1"" or ""2"" level of skills; 999 = N/K or not asked","ADI_2003_acqorlossoflang_ageloss,ADI_R_Diagnostic_ADI_R_Raw_26a,SKILL_LOSS_MAIN_AGE,WPS_ADI_Q26,ageloss,q_26_loss_first_apparent_code"
"acqorlossoflang_elskph","Integer","","Recommended","","Association of loss with physical illness","0;1;2;8;9","0 = Loss of skills, but no possibly relevant association with a definite physical illness; 1 = Loss associated with definite illness (e.g., high fever with ear infection), but no clear evidence of meningeal or encephalitic involvement; 2 = Loss associated with impaired consciousness/epileptic attacks or other definite evidence of meningeal or encephalitic involvement; 8 = No loss of skills; 9 = N/K or not asked","ADI_2003_acqorlossoflang_elskph,ADI_R_Diagnostic_ADI_R_Raw_27,LOSS_SKILLS_PHYS_ILL,WPS_ADI_Q27E,adir_acqorlossoflang_elskph,elskph,q27_association_illness,q_27_physical_illness_code"
"acqorlossoflang_durdet","Integer","","Recommended","","Duration of loss of Skills (in months)","0 :: 900;993;994;998;999","993 = Loss still present; 994 = Progressive deterioration continuing; 998 = No loss; 999 = N/K or not asked","ADI_2003_acqorlossoflang_durdet,ADI_R_Diagnostic_ADI_R_Raw_28a,SKILL_LOSS_DURATION_MNTH,WPS_ADI_Q28,adir_acqorlossoflang_durdet,duration_deterioration,durdet,q28_duration_loss_skills,q_28_duration_of_loss_code"
"funccom_ccompsl","Integer","","Required","","Comprehension of simple language - Current","0;1;2;3;4;8;9","0 = In response to a request can usually perform an unexpected action with an unexpected object; or could place an object, other than something to be used by self (such as boots or a toy), in an unexpected location in a different room (""Put the keys on the kitchen table""); 1 = In response to a request can usually get an object, other than something for self or something highly contextualized, from another room (""Get the keys from the kitchen table""), but usually cannot carry out a new action on this object or put it in a ""new"" place; 2 = Understands many words (more than 50), including ""yes"" and names of familiar people, toys, or foods, but does not meet criteria for ""0"" or ""1""; 3 = Understands fewer than 50 words, but some comprehension of ""no"" and names of a few favorite objects, foods, or people, or words within familiar routines; 4 = Little or no comprehension of words, even in context; 8 = N/A (e.g., deaf); 9 = N/K or not asked","ADI_2003_funccom_ccompsl,ADI_R_Diagnostic_ADI_R_Raw_29a,COMPREHEND_SIMPLE_LANG,WPS_ADI_Q29,WPS_ADI_Q29C,adir_funccom_ccompsl,ccompsl,comp_simple_language,q29_simple_language_current,q_29_compreh_simple_current"
"funccom_compsl5","Integer","","Required","","Comprehension of simple language - Most Abnormal","0;1;2;3;4;8;9","0 = In response to a request can usually perform an unexpected action with an unexpected object; or could place an object, other than something to be used by self (such as boots or a toy), in an unexpected location in a different room (""Put the keys on the kitchen table""); 1 = In response to a request can usually get an object, other than something for self or something highly contextualized, from another room (""Get the keys from the kitchen table""), but usually cannot carry out a new action on this object or put it in a ""new"" place; 2 = Understands many words (more than 50), including ""yes"" and names of familiar people, toys, or foods, but does not meet criteria for ""0"" or ""1""; 3 = Understands fewer than 50 words, but some comprehension of ""no"" and names of a few favorite objects, foods, or people, or words within familiar routines; 4 = Little or no comprehension of words, even in context; 8 = N/A (e.g., deaf); 9 = N/K or not asked","ADI_2003_funccom_compsl5,ADI_R_Diagnostic_ADI_R_Raw_29,ADI_R_Diagnostic_ADI_R_Raw_29b,COMPREHEND_SIMPLE_LANG_ABNRM,WPS_ADI_Q29E,WPS_ADI_Q29MA,adir_funccom_compsl5,comp_simp_lang_abnormal,compsl5,q29_simple_language_abnormal,q_29_compreh_simple_most_abnormal"
"communicate_spch_5yr","Integer","","Recommended","","Current communicative speech at 5.0 years","","0 = Speech used frequently and communicatively in a variety of contexts; 1 = Some communicative use of words; 2 = Some spontaneous words and/or echolalic language; 3 = Little or no communicative language; 8 = N/A; 9 = N/K or not asked","old_comm_speech_5_yrs,q41_communication_speech_5_years"
"funccom_levell","Integer","","Required","","Overall level of language","0;1;2;9","0 = Functional use of spontaneous echoed or stereotyped language that, on a daily basis, involves phrases of three words or more that at least sometimes include a verb and are comprehensible to other people; 1 = No functional use of three-word phrases in spontaneous, echoed, or stereotyped speech, but uses speech on a daily basis with at least five different words in the last month; 2 = Fewer than five words total or speech not used on a daily basis; 9 = N/K or not asked","ADI_2003_funccom_levell,ADI_R_Diagnostic_ADI_R_Raw_30,LANGUAGE_LEVEL,WPS_ADI_Q30,WPS_ADI_Q30C,adir_funccom_levell,levell,overall_lang_current,q30_overall_language,q_30_overall_level_of_language"
