"is_pal21","Integer","","Recommended","Please answer this question about yourself in the past year. I never get mad enough to throw things.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal22","Integer","","Recommended","Please answer this question about yourself in the past year. When someone raises their voice I raise mine higher.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal23","Integer","","Recommended","Please answer this question about yourself in the past year. Sometimes people bother me just by being around.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal24","Integer","","Recommended","Please answer this question about yourself in the past year. Some people irritate me if they just open their mouth.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal25","Integer","","Recommended","Please answer this question about yourself in the past year. Sometimes I shout, hit and kick to let off steam.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal26","Integer","","Recommended","Please answer this question about yourself in the past year. I don't think I am a very tolerant person.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal27","Integer","","Recommended","Please answer this question about yourself in the past year. Even when I am irritated I never swear.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal28","Integer","","Recommended","Please answer this question about yourself in the past year. It is others who provoke my aggression (make me fight).","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal29","Integer","","Recommended","Please answer this question about yourself in the past year. Whoever insults me or my family is looking for trouble.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
"is_pal30","Integer","","Recommended","Please answer this question about yourself in the past year. It takes very little for things to bug me.","0::4","0 = strongly agree; 1 = agree; 2 = neither agree nor disagree; 3 = disagree; 4 = strongly disagree",""
