"q33_revhw_int_likely","Integer","","Recommended","How likely is it that you will review homework with each of your clients receiving CBT?","1::7","1 = Very Unlikely; 7 = Very Likely",""
"q34_revskill_se_time","Integer","","Recommended","It would be hard to find the time needed to teach, review, or practice a skill with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q35_revskill_norm_client","Integer","","Recommended","Most of my clients would want me to teach, review, or practice a skill in session with them","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q36_revskill_norm_superv","Integer","","Recommended","My supervisor would want me to teach, review, or practice a skill in each of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q37_revskill_se_uptome","Integer","","Recommended","It is up to me whether I teach, review, or practice a skill in session in each of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q2_agen_norm_client","Integer","","Recommended","Most of my clients would want me to set an agenda in most sessions with them","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q38_revskill_norm_clini","Integer","","Recommended","Most other clinicians like me probably teach, review, or practice a skill in each of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q39_revskill_att_stress","Integer","","Recommended","Teaching, reviewing, or practicing a skill in each of my CBT sessions would be stressful for me","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q40_revskill_att_useful","Integer","","Recommended","Teaching, reviewing, or practicing a skill in each of my CBT sessions would be clinically useful","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q41_revskill_se_want","Integer","","Recommended","If I wanted to, I could teach, review, or practice a skill in each of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q42_revskill_se_skills","Integer","","Recommended","I have the skills needed to teach, review, or practice a skill in each of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q43_revskill_int","Integer","","Recommended","I intend to teach, review, or practice a skill in each of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q44_revskill_int_likely","Integer","","Recommended","How likely is it that you will teach, review, or practice a skill in each of your CBT sessions?","1::7","1 = Very Unlikely; 7 = Very Likely",""
"q45_plan_hw_se_time","Integer","","Recommended","It would be hard to find the time needed to plan homework with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q46_plan_hw_norm_client","Integer","","Recommended","Most of my clients would want me to plan homework in most sessions with them","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q47_plan_hw_norm_superv","Integer","","Recommended","My supervisor would want me to plan homework in most of my CBT sessions","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q3_agen_norm_superv","Integer","","Recommended","My supervisor would want me to set an agenda with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q48_plan_hw_se_uptome","Integer","","Recommended","It is up to me whether I plan homework with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q49_plan_hw_norm_clini","Integer","","Recommended","Most other clinicians like me probably plan homework in most sessions with each of their clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q50_plan_hw_att_stress","Integer","","Recommended","Planning homework with each of my clients receiving CBT would be stressful for me","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q51_plan_hw_att_useful","Integer","","Recommended","Planning homework with each of my clients receiving CBT would be clinically useful","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q52_plan_hw_se_want","Integer","","Recommended","If I wanted to, I could plan homework with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q53_plan_hw_se_skills","Integer","","Recommended","I have the skills needed to plan homework with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q54_plan_hw_int","Integer","","Recommended","I intend to plan homework with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q55_plan_hw_int_likely","Integer","","Recommended","How likely is it that you will plan homework with each of your clients receiving CBT?","1::7","1 = Very Unlikely; 7 = Very Likely",""
"q4_agen_se_uptome","Integer","","Recommended","It is up to me whether I set an agenda with each of my clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q5_agen_norm_clini","Integer","","Recommended","Most other clinicians like me probably set an agenda in most sessions with each of their clients receiving CBT","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q6_agen_att_stress","Integer","","Recommended","Setting an agenda at the beginning of CBT sessions would be stressful for me","1::7","1 = Strongly disagree; 7 = Strongly agree",""
"q7_agen_att_useful","Integer","","Recommended","Setting an agenda at the beginning of CBT sessions would be clinically useful","1::7","1 = Strongly disagree; 7 = Strongly agree",""
