"letterwordrecog_27","Integer","","Recommended","Letter and Word Recognition Item 27","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_28","Integer","","Recommended","Letter and Word Recognition Item 28","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_29","Integer","","Recommended","Letter and Word Recognition Item 29","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_30","Integer","","Recommended","Letter and Word Recognition Item 30","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_31","Integer","","Recommended","Letter and Word Recognition Item 31","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_32","Integer","","Recommended","Letter and Word Recognition Item 32","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_33","Integer","","Recommended","Letter and Word Recognition Item 33","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_34","Integer","","Recommended","Letter and Word Recognition Item 34","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_35","Integer","","Recommended","Letter and Word Recognition Item 35","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_36","Integer","","Recommended","Letter and Word Recognition Item 36","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_37","Integer","","Recommended","Letter and Word Recognition Item 37","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_38","Integer","","Recommended","Letter and Word Recognition Item 38","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_39","Integer","","Recommended","Letter and Word Recognition Item 39","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_40","Integer","","Recommended","Letter and Word Recognition Item 40","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_41","Integer","","Recommended","Letter and Word Recognition Item 41","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_42","Integer","","Recommended","Letter and Word Recognition Item 42","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_43","Integer","","Recommended","Letter and Word Recognition Item 43","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_44","Integer","","Recommended","Letter and Word Recognition Item 44","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_45","Integer","","Recommended","Letter and Word Recognition Item 45","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_46","Integer","","Recommended","Letter and Word Recognition Item 46","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_47","Integer","","Recommended","Letter and Word Recognition Item 47","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_48","Integer","","Recommended","Letter and Word Recognition Item 48","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_49","Integer","","Recommended","Letter and Word Recognition Item 49","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_50","Integer","","Recommended","Letter and Word Recognition Item 50","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_51","Integer","","Recommended","Letter and Word Recognition Item 51","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_52","Integer","","Recommended","Letter and Word Recognition Item 52","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_53","Integer","","Recommended","Letter and Word Recognition Item 53","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_54","Integer","","Recommended","Letter and Word Recognition Item 54","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_55","Integer","","Recommended","Letter and Word Recognition Item 55","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_56","Integer","","Recommended","Letter and Word Recognition Item 56","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_57","Integer","","Recommended","Letter and Word Recognition Item 57","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_58","Integer","","Recommended","Letter and Word Recognition Item 58","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_59","Integer","","Recommended","Letter and Word Recognition Item 59","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_60","Integer","","Recommended","Letter and Word Recognition Item 60","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_61","Integer","","Recommended","Letter and Word Recognition Item 61","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_62","Integer","","Recommended","Letter and Word Recognition Item 62","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_63","Integer","","Recommended","Letter and Word Recognition Item 63","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_64","Integer","","Recommended","Letter and Word Recognition Item 64","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_65","Integer","","Recommended","Letter and Word Recognition Item 65","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_66","Integer","","Recommended","Letter and Word Recognition Item 66","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_67","Integer","","Recommended","Letter and Word Recognition Item 67","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_68","Integer","","Recommended","Letter and Word Recognition Item 68","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_69","Integer","","Recommended","Letter and Word Recognition Item 69","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_70","Integer","","Recommended","Letter and Word Recognition Item 70","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_71","Integer","","Recommended","Letter and Word Recognition Item 71","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_72","Integer","","Recommended","Letter and Word Recognition Item 72","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_73","Integer","","Recommended","Letter and Word Recognition Item 73","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_74","Integer","","Recommended","Letter and Word Recognition Item 74","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_75","Integer","","Recommended","Letter and Word Recognition Item 75","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_76","Integer","","Recommended","Letter and Word Recognition Item 76","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_77","Integer","","Recommended","Letter and Word Recognition Item 77","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_78","Integer","","Recommended","Letter and Word Recognition Item 78","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_79","Integer","","Recommended","Letter and Word Recognition Item 79","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_80","Integer","","Recommended","Letter and Word Recognition Item 80","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_81","Integer","","Recommended","Letter and Word Recognition Item 81","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_82","Integer","","Recommended","Letter and Word Recognition Item 82","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_83","Integer","","Recommended","Letter and Word Recognition Item 83","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_84","Integer","","Recommended","Letter and Word Recognition Item 84","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_85","Integer","","Recommended","Letter and Word Recognition Item 85","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_86","Integer","","Recommended","Letter and Word Recognition Item 86","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_87","Integer","","Recommended","Letter and Word Recognition Item 87","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_88","Integer","","Recommended","Letter and Word Recognition Item 88","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_89","Integer","","Recommended","Letter and Word Recognition Item 89","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_90","Integer","","Recommended","Letter and Word Recognition Item 90","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_91","Integer","","Recommended","Letter and Word Recognition Item 91","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_92","Integer","","Recommended","Letter and Word Recognition Item 92","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_93","Integer","","Recommended","Letter and Word Recognition Item 93","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_94","Integer","","Recommended","Letter and Word Recognition Item 94","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_95","Integer","","Recommended","Letter and Word Recognition Item 95","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_96","Integer","","Recommended","Letter and Word Recognition Item 96","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_97","Integer","","Recommended","Letter and Word Recognition Item 97","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_98","Integer","","Recommended","Letter and Word Recognition Item 98","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_99","Integer","","Recommended","Letter and Word Recognition Item 99","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"letterwordrecog_100","Integer","","Recommended","Letter and Word Recognition Item 100","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_1","Integer","","Recommended","Math Computation Item 1","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_2","Integer","","Recommended","Math Computation Item 2","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_3","Integer","","Recommended","Math Computation Item 3","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_4","Integer","","Recommended","Math Computation Item 4","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_5","Integer","","Recommended","Math Computation Item 5","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_6","Integer","","Recommended","Math Computation Item 6","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_7","Integer","","Recommended","Math Computation Item 7","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_8","Integer","","Recommended","Math Computation Item 8","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_9","Integer","","Recommended","Math Computation Item 9","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_10","Integer","","Recommended","Math Computation Item 10","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_11","Integer","","Recommended","Math Computation Item 11","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_12","Integer","","Recommended","Math Computation Item 12","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_13","Integer","","Recommended","Math Computation Item 13","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_14","Integer","","Recommended","Math Computation Item 14","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_15","Integer","","Recommended","Math Computation Item 15","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_16","Integer","","Recommended","Math Computation Item 16","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_17","Integer","","Recommended","Math Computation Item 17","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_18","Integer","","Recommended","Math Computation Item 18","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_19","Integer","","Recommended","Math Computation Item 19","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_20","Integer","","Recommended","Math Computation Item 20","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_21","Integer","","Recommended","Math Computation Item 21","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_22","Integer","","Recommended","Math Computation Item 22","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_23","Integer","","Recommended","Math Computation Item 23","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_24","Integer","","Recommended","Math Computation Item 24","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_25","Integer","","Recommended","Math Computation Item 25","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_26","Integer","","Recommended","Math Computation Item 26","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_27","Integer","","Recommended","Math Computation Item 27","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_28","Integer","","Recommended","Math Computation Item 28","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_29","Integer","","Recommended","Math Computation Item 29","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_30","Integer","","Recommended","Math Computation Item 30","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_31","Integer","","Recommended","Math Computation Item 31","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_32","Integer","","Recommended","Math Computation Item 32","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_33","Integer","","Recommended","Math Computation Item 33","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_34","Integer","","Recommended","Math Computation Item 34","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_35","Integer","","Recommended","Math Computation Item 35","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_36","Integer","","Recommended","Math Computation Item 36","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_37","Integer","","Recommended","Math Computation Item 37","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_38","Integer","","Recommended","Math Computation Item 38","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_39","Integer","","Recommended","Math Computation Item 39","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_40","Integer","","Recommended","Math Computation Item 40","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_41","Integer","","Recommended","Math Computation Item 41","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_42","Integer","","Recommended","Math Computation Item 42","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_43","Integer","","Recommended","Math Computation Item 43","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_44","Integer","","Recommended","Math Computation Item 44","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_45","Integer","","Recommended","Math Computation Item 45","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_46","Integer","","Recommended","Math Computation Item 46","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_47","Integer","","Recommended","Math Computation Item 47","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_48","Integer","","Recommended","Math Computation Item 48","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_49","Integer","","Recommended","Math Computation Item 49","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_50","Integer","","Recommended","Math Computation Item 50","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_51","Integer","","Recommended","Math Computation Item 51","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_52","Integer","","Recommended","Math Computation Item 52","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_53","Integer","","Recommended","Math Computation Item 53","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_54","Integer","","Recommended","Math Computation Item 54","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_55","Integer","","Recommended","Math Computation Item 55","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_56","Integer","","Recommended","Math Computation Item 56","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_57","Integer","","Recommended","Math Computation Item 57","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_58","Integer","","Recommended","Math Computation Item 58","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_59","Integer","","Recommended","Math Computation Item 59","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_60","Integer","","Recommended","Math Computation Item 60","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_61","Integer","","Recommended","Math Computation Item 61","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_62","Integer","","Recommended","Math Computation Item 62","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_63","Integer","","Recommended","Math Computation Item 63","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_64","Integer","","Recommended","Math Computation Item 64","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_65","Integer","","Recommended","Math Computation Item 65","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_66","Integer","","Recommended","Math Computation Item 66","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_67","Integer","","Recommended","Math Computation Item 67","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_68","Integer","","Recommended","Math Computation Item 68","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_69","Integer","","Recommended","Math Computation Item 69","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_70","Integer","","Recommended","Math Computation Item 70","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_71","Integer","","Recommended","Math Computation Item 71","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_72","Integer","","Recommended","Math Computation Item 72","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_73","Integer","","Recommended","Math Computation Item 73","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_74","Integer","","Recommended","Math Computation Item 74","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_75","Integer","","Recommended","Math Computation Item 75","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_76","Integer","","Recommended","Math Computation Item 76","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_77","Integer","","Recommended","Math Computation Item 77","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_78","Integer","","Recommended","Math Computation Item 78","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_79","Integer","","Recommended","Math Computation Item 79","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_80","Integer","","Recommended","Math Computation Item 80","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_81","Integer","","Recommended","Math Computation Item 81","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_82","Integer","","Recommended","Math Computation Item 82","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_83","Integer","","Recommended","Math Computation Item 83","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_84","Integer","","Recommended","Math Computation Item 84","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_85","Integer","","Recommended","Math Computation Item 85","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_86","Integer","","Recommended","Math Computation Item 86","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"mathcomp_87","Integer","","Recommended","Math Computation Item 87","0;1;999","0=Incorrect response; 1=Correct response; 999=N/A, Missing",""
"spell_i1","Integer","","Recommended","Spelling Item 1 score","0::1; 9","9=DK","spelling_1"
"spell_i2","Integer","","Recommended","Spelling Item 2 score","0::1; 9","9=DK","spelling_2"
"spell_i3","Integer","","Recommended","Spelling Item 3 score","0::1; 9","9=DK","spelling_3"
"spell_i4","Integer","","Recommended","Spelling Item 4 score","0::1; 9","9=DK","spelling_4"
"spell_i5","Integer","","Recommended","Spelling Item 5 score","0::1; 9","9=DK","spelling_5"
"spell_i6","Integer","","Recommended","Spelling Item 6 score","0::1; 9","9=DK","spelling_6"
"spell_i7","Integer","","Recommended","Spelling Item 7 score","0::1; 9","9=DK","spelling_7"
"spell_i8","Integer","","Recommended","Spelling Item 8 score","0::1; 9","9=DK","spelling_8"
"spell_i9","Integer","","Recommended","Spelling Item 9 score","0::1; 9","9=DK","spelling_9"
"spell_i10","Integer","","Recommended","Spelling Item 10 score","0::1; 9","9=DK","spelling_10"
"spell_i11","Integer","","Recommended","Spelling Item 11 score","0::1; 9","9=DK","spelling_11"
"spell_i12","Integer","","Recommended","Spelling Item 12 score","0::1; 9","9=DK","spelling_12"
"spell_i13","Integer","","Recommended","Spelling Item 13 score","0::1; 9","9=DK","spelling_13"
"spell_i14","Integer","","Recommended","Spelling Item 14 score","0::1; 9","9=DK","spelling_14"
"spell_i15","Integer","","Recommended","Spelling Item 15 score","0::1; 9","9=DK","spelling_15"
"spell_i16","Integer","","Recommended","Spelling Item 16 score","0::1; 9","9=DK","spelling_16"
"spell_i17","Integer","","Recommended","Spelling Item 17 score","0::1; 9","9=DK","spelling_17"
