"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"cldq19","Integer","","Recommended","How much of the time during the last two weeks have you had mood swings?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq20","Integer","","Recommended","How much of the time during the last two weeks have you been unable to fall asleep at night?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq21","Integer","","Recommended","How often during the last two weeks have you had muscle cramps?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq22","Integer","","Recommended","How much of the time during the last two weeks have you been worried that your symptoms will develop into major problems?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq23","Integer","","Recommended","How much of the time during the last two weeks have you had a dry mouth?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq24","Integer","","Recommended","How much of the time during the last two weeks have you felt depressed?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq25","Integer","","Recommended","How much of the time during the last two weeks have you been worried about your condition getting worse?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq26","Integer","","Recommended","How much of the time during the last two weeks have you had problems concentrating?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq27","Integer","","Recommended","How much of the time have you been troubled by itching during the last two weeks?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq28","Integer","","Recommended","How much of the time during the last two weeks have you been worried about never feeling any better?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
"cldq29","Integer","","Recommended","How much of the time during the last two weeks have you been concerned about the availability of a liver if you need a liver transplant?","1::7","1=All of the time; 2=Most of the time; 3=A good bit of the time; 4=Some of the time; 5=A little of the time; 6=Hardly any of the time; 7=None of the time",""
