"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"frustrativeanger01","Integer","","Recommended","I'm easily frustrated when things don't go my way.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"evalulationsens13","Integer","","Recommended","I don't mind being watched, even when doing something difficult.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"fightprone04","Integer","","Recommended","I stand up to people who threaten me.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"evalulationsens12","Integer","","Recommended","I enjoy getting feedback on my performance.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"uncertaintysens02","Integer","","Recommended","Unpredictability is very difficult for me to handle.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"chronicpain10","Integer","","Recommended","My body always seems to hurt in one way or another.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"repnegthoughts08","Integer","","Recommended","I cannot control thinking about bad things that might happen.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"chronicpain08","Integer","","Recommended","Physical pain is relatively rare for me.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"hopelessanhedonia02","Integer","","Recommended","I often experience joy.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"frustrativeanger11","Integer","","Recommended","I get angry when somebody gets in my way.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"disgust_14","Integer","","Recommended","I don't mind seeing blood.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"painsensitivity09","Integer","","Recommended","I withstand pain better than most people.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"frustrativewithdrawal01","Integer","","Recommended","I quickly lose interest when things don't go as I want.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"anxiousarousal04","Integer","","Recommended","I might shake or sweat in situations where others would be fine.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"threatvigilance04","Integer","","Recommended","I closely watch people who might be dangerous.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"frustrativewithdrawal05","Integer","","Recommended","When things don't go as planned, I just want to give up.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"losswithdrawal01","Integer","","Recommended","When I feel sad or blue, I stay away from other people.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"frustrativewithdrawal11","Integer","","Recommended","I keep trying when frustrated.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"interoceptivesensitivity07","Integer","","Recommended","I don't pay much attention to sensations in my body.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"losswithdrawal13","Integer","","Recommended","I prefer not to be alone when I lose something or someone close to me.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"fightprone03","Integer","","Recommended","My first instinct is to fight rather than flee from danger.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"chronicpain01","Integer","","Recommended","My physical pain gets in my way more days than not.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"hopelessanhedonia06","Integer","","Recommended","Nothing interests me.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"repnegthoughts06","Integer","","Recommended","I go over my mistakes over and over again.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"freezeprone08","Integer","","Recommended","I can no longer function when I feel threatened.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"frustrativewithdrawal03","Integer","","Recommended","I give up pretty easily when things aren't going my way.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"experientialavoidance04","Integer","","Recommended","I don't like to think about bad things that have happened to me.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"frustrativewithdrawal02","Integer","","Recommended","I stop trying when things don't turn out my way.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"painsensitivity11","Integer","","Recommended","It takes a lot of pain to interfere with my daily functioning.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"hopelessanhedonia01","Integer","","Recommended","I have a bright future ahead of me.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"fightprone11","Integer","","Recommended","It would be difficult for me to fight back, even if attacked or threatened.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"anxiousarousal02","Integer","","Recommended","I feel sweaty and hot when in danger.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"flightbehavoid11","Integer","","Recommended","I go out of my way to avoid risky situations.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"disgust03","Integer","","Recommended","I am easily disgusted.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"interoceptivesensitivity11","Integer","","Recommended","I am keenly aware of how my body is feeling.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"disgust05","Integer","","Recommended","The sight or smell of vomit makes me sick.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"repnegthoughts03","Integer","","Recommended","I often overanalyze what I'm feeling.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"experientialavoidance06","Integer","","Recommended","I would erase all bad memories if I could.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"freezeprone13","Integer","","Recommended","When faced with a clear and present danger, I can effectively respond without freezing.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"flightbehavoid12","Integer","","Recommended","I'd rather avoid a situation that could be trouble than risk it.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"experientialavoidance02","Integer","","Recommended","I try to block upsetting thoughts from my mind.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"freezeprone01","Integer","","Recommended","I become paralyzed when exposed to danger.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"experientialavoidance03","Integer","","Recommended","I try not to think about things that upset me.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"freezeprone16","Integer","","Recommended","I might fail to act if I saw a car about to hit me.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"interoceptivesensitivity09","Integer","","Recommended","I am not particularly aware of what is going on throughout my body.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"painsensitivity01","Integer","","Recommended","I have a low tolerance for pain.","1::5;999","1= Very much like me; 2= Mostly like me; 3= Somewhat like me; 4= A little like me; 5= Not at all like me; 999= Missing",""
"interoceptivesensitivity01","Integer","","Recommended","I am quick to notice physical sensations in my body.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
"freezeprone07","Integer","","Recommended","I would probably freeze if a scary animal charged at me.","1::5;999","1= Not at all like me; 2= A little like me; 3= Somewhat like me; 4= Mostly like me; 5= Very much like me; 999= Missing",""
