"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"d5","Integer","","Recommended","","""Did you have a disability, special health care need, or other condition?""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"d5o","String","150","Conditional","d5 == '1'","""Specify type of disability, health care need or condition""","","",""
"d6","Integer","","Recommended","","How would you describe your general health at that time? Would you say it was","1::5; 99; 77","1=Excellent; 2=very good; 3=good; 4= fair; 5=poor; 99=Don't know; 77=Refused; 9 = Missing",""
"d7","String","15","Recommended","","Thinking back to what you were doing at the time you were first concerned, which of these best describes what you were doing? Were you working then, not working, looking for work, retired, a stay-at-home parent, a student, or something else?","","1=working; 2=temporarily laid off, sick leave, maternity leave; 3=unemployed - looking for work; 4=unemployed - not looking for work; 5=retired; 6=disabled - permanently or temporarily; 7=full time stay at home parent; 8=student; 9=other; 99=Don't know; 77=Refused ",""
"d7o","String","100","Conditional","d7 == '9'","Specify other","","",""
"d8","Integer","","Recommended","","""At the age when you were having first concerns about child, what was the highest year or grade you had finished in school?""","1::11; 99; 77",""" 99=Don't know; 77=Refused;  1=8th grade or less;  2=9th grade or above, not a high school graduate; 3= high school graduate or GED; 4= post high school education, no college degree; 5=vocational-technical = degree or certificate; 6=2-year college degree/associate degree; 7= 4-year college degree/BA, BS degree; 8= some BA/BS work, no degree; 9=master degree, e.g.  MSW, MA, MFA, MPH, MBA; 10=PHD, MD, JD, LLB, or other professional graduate degree; 11=other""",""
"d8o","String","255","Conditional","d8 == '11'","Specify other","","",""
"annual_fam_income","String","25","Recommended","","Family annual income","1. Under $10 000;2. $10 000-$29 000;3. $30 000-$49 000;4. $50 000-$74 999;5. $75 000-$99 999;6. $100 000-$149 999;7. $150 000 and above; 8. Refused","",""
"ad1","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","Sometimes families see a professional who suspects the child might have autism but is not yet ready to give an official diagnosis of an autism spectrum disorder. Did this ever happen to you?","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"ad1a","Integer","","Conditional","ad1 == 1","Who said this?","1::5","1=Child care provider; 2=Teacher or school staff; 3=Clergy or staff at a place of worship; 4=Pediatrician or health care provider; 5=other",""
"ad6","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","I am going to read you a list of types of professionals and providers. What type of professional or provider gave this first autism diagnosis?","1::10; 99; 77; 998","99=Don't know; 77=Refused; 1=Pediatrician; 2=Primary care doctor =; 3=Developmental pediatrician; 4=Psychiatrist; 5=Clinical psychologist; 6=Neurologist; 7=Team of health professionals; 8=Team of professionals from the early intervention program; 9=Team of professionals in a school system; 10=Other; 998=Not applicable/No official diagnosis",""
"ad6o","String","200","Conditional","ad6 == '10'","Specify other","","",""
"ad7","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Where did that professional or provider work?","1::4; 99; 77; 998","99=Don't know; 77=Refused; 1=Public school system; 2=Health care system =; 3= Early intervention program; 4=Other; 998=Not applicable/No official diagnosis",""
"ad8","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Approximately how many times have you visited professionals about childs language, relating, behavior, or development (before diagnosis)?","1::4; 99; 77; 998","99=Don't know; 77=Refused; 1=None; 2=1-2; 3=3-5; 4=6 or more; 998=Not applicable/No official diagnosis",""
"ad11_1","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Thinking about this professional or the team of professionals, did they do any of the following during the process of assessing/diagnosed your child?Listen carefully to your concerns?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad11_2","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Thinking about this professional or the team of professionals, did they do any of the following during the process of assessing/diagnosed your child? Spend enough time with you?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad11_3","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Thinking about this professional or the team of professionals, did they do any of the following during the process of assessing/diagnosed your child? Welcome your thoughts, concerns, and questions?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad11_4","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Thinking about this professional or the team of professionals, did they do any of the following during the process of assessing/diagnosed your child? Respect your choices and opinions?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad11_6","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Thinking about this professional or the team of professionals, did they do any of the following during the process of assessing/diagnosed your child? Help you figure out what your next steps would be to get help for child?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_1","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed? Wait time to get an appointment?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_2","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Cost of the evaluation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_3","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Availability of an evaluation in your area?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_4","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Poor quality of the evaluation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_5","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Scheduling conflicts?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_6","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Transportation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_7","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Insurance problems?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_8","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Finding time to attend the appointment?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_9","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Language Barriers?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_10","Integer","","Conditional","diagnosed == 1 && ad2 == 1 || diagnosed === 0 && ad == 1","Were any of the following a problem with getting your child assessed/diagnosed?  Misunderstandings that may have resulted from cultural differences between you and the clinician","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ad12_11","String","100","Conditional","diagnosed == '1' && ad2 == '1' || diagnosed === '0' && ad == '1'","Other problems?","","",""
"s1","Integer","","Recommended","","Has your child ever received special services for any developmental delays?","0;1;-888;-999","0=No; 1=Yes; -888= Do not know; -999= Prefer not to answer",""
"s2_1","String","25","Conditional","s1 == '1'","After the age when you were having first concerns about your child, where did child first start getting special services to meet his/her needs","","99=Don't know; 77=Refused; 1=Home; 2=Childcare; 3=Regular School; 4=Special School; 5=Medical Clinic; 6=Other clinic; 7=Other setting; 998= Not Applicable/No Special Services",""
"s2_1a","Integer","","Conditional","s1 == 1","How old was he/she when these special services first began? Months","","",""
"s3","String","25","Conditional","s1 == '1'","What kind of special services did he/she first receive?","","1=behaviour intervention or modification; 2=speech or language therapy; 3=occupational therapy; 4=special education; 5=early intervention; 6=special diet/herbal supplement/vitamin therapy; 7=other;  99= Don¿t know; 77=Refused; 998=Not Applicable/No Special Services",""
"s3o","String","200","Conditional","s3 == '7'","Specify other","","",""
"s3_1","String","25","Conditional","s1 == '1'","Where did child receive those services?","","1= public school system  =; 2= health care system =; 3=early intervention program =; 4=other; 998= Not Applicable/No Special Services; 99=Don't know; 77=Refused",""
"s3_1o","String","100","Conditional","s3_1 == '4'","Specify other","","",""
"s4","Integer","","Conditional","s1 == 1","""Around this time when special services were beginning, were you ever told that child was not eligible for special services or were you denied services?""","0;1; 99; 77; 998","0=No; 1=Yes; 99=Don't know; 77=Refused; 998= Not Applicable/No Special Services",""
"s5_1","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Wait time to get an appointment?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_2","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Cost of services?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_3","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Availability of services in your area?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_4","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Poor quality of the evaluation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_5","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Scheduling conflicts?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_6","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Transportation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_7","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Insurance problems?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_8","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Finding time to attend appointments?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_9","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Language Barriers?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_10","Integer","","Conditional","s1 == 1","Were any of the following a problem in getting to or dealing with the first special services? Misunderstandings that may have resulted from cultural differences between you and the clinician","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"s5_11","String","300","Conditional","s1 == '1'","Other problems?","","",""
"ei1","Integer","","Conditional","s1 === 0 || s3 != '5' && s3_1 != '3'","""At any time before child was 3 years old, did he/she receive services from a program called Early Intervention Services, sometimes called Birth-to-Three services?""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"ei1a","Integer","","Conditional","ei1 === 0","Did you ever seek Early Intervention services?","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"ei1b","Integer","","Conditional","ei1a == 1","Were you ever told that childwas not eligible for Early Intervention Services?","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"ei2","Integer","","Conditional","ei1 == 1","How old was CHILD when he/she first began receiving Early Intervention Services? Months","","",""
"ei3_1","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Wait time to get an appointment?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_2","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Cost of services?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_3","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Availability of services in your area?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_4","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Poor quality of the evaluation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_5","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Scheduling conflicts?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_6","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Transportation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_7","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Insurance problems?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_8","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Finding time to attend appointments?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_9","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Language Barriers?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_10","Integer","","Conditional","ei1a == 1 || ei1 == 1","Were any of the following a problem in getting to or dealing with Early Intervention services? Misunderstandings that may have resulted from cultural differences between you and the clinician","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"ei3_11","String","100","Conditional","ei1a == '1' || ei1 == '1'","Other problems?","","999=NA/NK/missing",""
"sped1","Integer","","Conditional","s3 != 4 && interview_age >=36","Has child ever received services from a program called Special Education?","0;1; 99; 77; 998","0=No; 1=Yes; 99=Don't know; 77=Refused; 998=n/a",""
"sped1a","Integer","","Conditional","sped1 === 0","Did you ever seek Special Education services?","0;1; 99; 77; 998","0=No; 1=Yes; 99=Don't know; 77=Refused; 998=n/a",""
"sped1b","Integer","","Conditional","sped1a == 1","Were you ever told that child was not eligible for Special Education Services?","0;1; 99; 77; 998","0=No; 1=Yes; 99=Don't know; 77=Refused; 998=n/a",""
"sped2","Integer","","Conditional","sped1 == 1","How old was child when he/she first began receiving school Special Educational Services? Months",""," 999=NA/NK/missing",""
"sped3_1","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Wait time to get an appointment?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_2","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Cost of services?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_3","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Availability of services in your area?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_4","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Poor quality of the evaluation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_5","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Scheduling conflicts?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_6","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Transportation?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_7","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Insurance problems?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_8","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Finding time to attend appointments?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_9","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Language Barriers?","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_10","Integer","","Conditional","sped1a == 1 || sped1 == 1","Were any of the following a problem in getting special education services? Misunderstandings that may have resulted from cultural differences between you and the clinician","0;1; 99; 77; 9","0=No; 1=Yes; 99=Don't know; 77=Refused; 9=n/a",""
"sped3_11","String","500","Conditional","sped1a == '1' || sped1 == '1'","Other problems?","","999=NA/NK/missing",""
"oc1","Integer","","Recommended","","Has your child received any other official diagnoses?/ Did child receive any other official diagnoses before you were told that he/she had autism?","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"oc2","String","25","Conditional","oc1 == '1'","What diagnoses were those?","","""1 = developmental delays; 2= hearing loss; 3 = ADD/ADHD; 4= learning disability; 5=MR/ID; 6= seizures/seisure disorder/epilepsy; 7= behavioral disorder, conduct disorder, ODD; 8= anxiety disorder; 9=depression; 10=OCD; 11= other; 88= No other diagnosis; 77=refused; 99 = don't know""",""
"gss1_1","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? WIC  the Women, Infants, and Children nutrition program""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"gss1_2","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? Head Start, a federally funded preschool program""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"gss1_3","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? Food stamps""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"gss1_4","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? Medicaid health insurance""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"gss1_5","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? S-CHIP health insurance, also known as the State Childrens Health Insurance Program""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"gss1_6","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? Information and referral help from 2-1-1 or another phone helpline for information about your childs development, services, or autism""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"gss1_7","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","""During this time period, did your child or family ever get any of the following kinds of help or services? Public housing or Section 8 rental assistance""","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
"od1","String","25","Conditional","diagnosed == '1' || diagnosed ==='0' && ad== '1'","During this time period, what kinds of things were the most helpful to you in getting help for child?","","""1= other parents/ parent group; 2= child care provider; 3= early intervention program providers; 4= preschool/ early childhood programproviders includes special education; 5= school staff (elementary level and above); 6= professional service provider, therapist; 7= doctor or health care provider; 8= advocacy organization; 9= family members; 10= online, web; 11= newsletters, magazines; 12= trainings, workshops, conferences; 13= other; 99= don¿t know; 77= refused""",""
"od1o","String","150","Conditional","od1 == '13'","Specify other","","",""
"od2","Integer","","Conditional","diagnosed == 1 || diagnosed ===0 && ad== 1","Did you ever have any difficulties or delays because you had trouble getting the information you needed?","0;1; 99; 77","0=No; 1=Yes; 99=Don't know; 77=Refused",""
