"ters_24","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Don't forget who your people are because you may need them someday.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_25","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Spiritual battles that people fight are more important than the physical battles.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_26","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: You should know about Black history so that you will be a better person.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_27","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Train up a child in the way they should go, and they will not turn away from it.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_28","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: You have to work twice as hard as White people in order to get ahead in this world.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_29","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: White people make it hard for people to get ahead in this world.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_30","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Be proud of who you are.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_31","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Going to a Black school will help Black children feel better about themselves.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_32","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: You need to learn how to live in a White world and a Black world.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_33","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Never be ashamed of your color.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_34","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: White people have more opportunities than Black people.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_35","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: A Black child or teenager will be harassed just because they are Black.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_36","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: More job opportunities would be open to Black people if people were not racist.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_37","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Black children should be taught early that a Higher Power or Spiritual Presence can protect them from racial hatred.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_38","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Black people don't always have the same opportunities as White people.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_39","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Black children don't have to know about Africa in order to survive life in America.","1::3","1=Never; 2=A few times; 3=Lots of times",""
"ters_40","Integer","","Recommended","How often did your parents or any of your caregivers say the following to you in the last 6 months: Racism is not as bad today as it used to be before the 1960s.","1::3","1=Never; 2=A few times; 3=Lots of times",""
