"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"pds_5","Integer","","Recommended","","( for boys only) C. Have you begun to grow hair on your face? Would you say you have not yet started to grow hair on your face, barely started to grow hair on your face, hair on your face is definitely underway, or hair growth on your face is complete?. P. Has your child begun to grow hair on his face?","1::5; -99; 77; 88","1= Not begun; 2 =Yes (barely); 3= Yes (definitely); 4= Development complete; 5= Don't know; -99= N/A ; 77= Refused ; 88= Missing","amfh,chrpds_pds_m5_p,pds4bb,pds5m,pds_4b,pds_5_pv,pds_cv_5_boy,pds_fahair,pds_m5_p,pds_m5_y,pds_p_b5,pds_pr_5,pds_qm4b,pds_sub_b5,pdsb_1,peterson_male_face_hair,pmfh,pubc6,puberty_boys5,pubp6,puma_005t"
"pds_6","Integer","","Recommended","","(for girls only) C. Have your breasts begun to grow? Would you say that you have not yet started to grow breasts, barely started to grow breasts, breasts are definitely underway, or breast growth is complete? P. Have your daughter's breasts begun to grow? ","1::5; -99; 77; 88","1= Not begun; 2 =Yes (barely); 3= Yes (definitely); 4= Development complete; 5= Don't know; -99= N/A ; 77= Refused ; 88= Missing","afb,chrpds_pds_f4_p,pds4f,pds4g,pds_4g,pds_6_pv,pds_breast,pds_cv_4_girl,pds_f4_2_y,pds_f4_p,pds_p_g4,pds_pr_6,pds_qf4,pds_sub_g4,peterson_fem_breasts,pfb,pubc7,puberty_girls4,pubp7,pufe_004t"
"pds_7","Integer","","Recommended","","( for girls only) C. Have you begun to get your period? Would you say that you have not yet started to get your period, have barely started to get your period, or that your period is definitely underway? P. Has your daughter begun to get her period?","1::5; -99; 77; 88","1= Not begun; 2 =Yes (barely); 3= Yes (definitely); 4= Development complete; 5= Don't know; -99= N/A ; 77= Refused ; 88= Missing","chrpds_pds_f5b_p,pds_6g,pds_f5_y,pds_f5b_p,pds_pr_7,pds_sub_g5a,pubc8,puberty_girls5a,pubp8"
"pds_boy_rs","Integer","","Conditional","sex == 'm'","Total raw score for boys","","sum of pds_2, pds_4, pds_5; 999=Missing","male_score,pds_cv_boy_rs,pds_pv_boy_rs"
"pds_girl_rs","Integer","","Conditional","sex == 'f'","Total raw score for girls","","sum of pds_2, pds_7, pds_7; 999=Missing","female_score,pds_cv_girl_rs,pds_pv_girl_rs"
"respondent_other_specify","String","50","Recommended","","Respondent: Other (specify)","","",""
"pds_7_pv","Integer","","Recommended","","7. (for girls only) Do you think your daughters development is any earlier or later than most girls her age?","1::5; 999","1=much earlier; 2=somewhat earlier; 3=about the same; 4=somewhat later; 5=much later","afd,pds_5g,pds_cv_5_girl,pds_fphdev,peterson_fem_development,pfd"
"pds_9_pv","Integer","","Recommended","","9. (for girls only) If yes, how old was she when she started to menstruate?","1::9; 999","1= she was less than 10; 2= she was 10; 3= she was 10.5; 4= she was 11; 5= she was 11.5; 6= she was 12; 7= she was 12.5; 8= she was 13; 9= she was 13.5 or more","puberty_girls5b"
"pds_pv_boy_tanner","Integer","","Recommended","","Category score","","1=Prepubertal; 2= early pubertal; 3=midpubertal; 4=late pubertal; 5=postpubertal). Scores determined by using the following criteria by totaling the raw score: Prepubertal=3; Early pubertal= 4 or 5, no 3 point responses; Midpubertal=6-8, no 4 point responses; Late pubertal=9-11; Postpubertal=12.","pds_cv_boy_tanner,pubertyfemale_totalscore"
"pds_pv_girl_tanner","Integer","","Recommended","","Category score","","1=Prepubertal; 2= early pubertal; 3=midpubertal; 4=late pubertal; 5=postpubertal). Scores determined by using the following criteria by totaling the raw score: Prepubertal=2, no menstruation; Early pubertal= 3, no menstruation; Midpubertal= >3, no menstruation; Late pubertal= less than and equal to 7, with menstruation; Postpubertal=8, with menstruation.","pds_cv_girl_tanner,pubertymale_totalscore"
"pds_8_pv","Integer","","Recommended","","(for girls only) Has your child begun to get her period?","1::2; 999","1= Yes; 2= No","afmc,pds_p_g5a,pdsg_2a,pfmc"
"pds_cv_6_girl","Integer","","Recommended","","Have you begun to get your period?","0::9","0= No; 1= yes, I was 13.5 or more; 2= yes, I was 13; 3= yes, I was 12.5; 4= yes, I was 12; 5= yes, I was 11.5; 6= yes, I was 11; 7= yes, I was 10.5; 8= yes, I was 10; 9= when I was less than 10","pds_6g"
"dsmvers","String","10","Recommended","","version/name of assessment","","",""
"pstatus","Integer","","Recommended","","Pubertal status - Unisex","0::2","0=Under 10; 1=Prepubertal; 2=Pubertal",""
"site","String","101","Recommended","","Site","","Study Site","site_no"
"trt_grp","String","10","Recommended","","Treatment Group Assignment","1;1AO;1CT;2; 3;4;5;6;7;8;9;10;11;12;13;14; O; P; CCA; GCT; TCT; TAU; CGC; ESDM; NA; EG;EIBI;IG;CG","1=Group 1 first 8 weeks; 2=Group 2; 3=Group 3; 4 =active; 5=sham; 6=none; 7=ESDM High intensity; 8=ESDM Low intensity; 9=EIBI High intensity; 10=EIBI Low intensity; ESDM = Early Start Denver Model; EIBI = Early and Intensive Behavioral Intervention; 11 = Navigator; 12 = Care manager; 13=Waitlist Control; 14=Treatment; 1AO=Group 1 8 week add on; 1CT=Group 1 8 week cross taper; O=Oxytocin; P=Placebo; CCA=Community Control Arm; GCT=Generalized Cognitive Training; TCT=Targeted Cognitive Training; TAU=Treatment as Usual; CGC = Computer Games Control; NA=not assigned to treatment group; EG= Experimental Group; IG= Intervention Group; CG= Control Group",""
"days_baseline","Integer","","Recommended","","Days since baseline","","","bsldays"
"etype","String","10","Recommended","","Rating Period","BSL;WK1;WK2;WK3;WK4;WK5;WK6;WK7;WK8;WK9;WK10;WK11;WK12;WK13;WK14;WK15;WK16","BSL=Baseline; WK1-WK16=Weeks 1-16",""
"respond_detail_oth_spec","String","255","Recommended","","Respondent details","","","informnt"
"relationship","Integer","","Recommended","","Relationship of respondent to individual","1::95;-999","1 = Biological mom; 2 = Biological dad; 3 = Grandparent; 4 = Special education (sped) teacher; 5 = General education teacher; 6 = Occupational therapist; 7 = Speech and language therapist; 8 = Behavioral therapist; 9 = Paraprofessional; 10 = Aide; 11 = Principal; 12 = Administrator; 14 = Content teacher; 15 = Parent center director; 16 = Self; 17 = Adoptive mother; 18 = Adoptive father; 19 = Foster mother; 20 = Foster father; 21 = Grandmother; 22 = Grandfather; 23 = Step-mother; 24 = Step-father; 25 = Aunt; 26 = Uncle; 28 = Both parents; 31 = Grandmother from mother side; 32 = Grandfather from mother side; 33 = Grandmother from father side; 34 = Grandfather from father side; 36 = Brother; 37 = Sister; 38 = Cousin; 39 = Female caregiver; 40 = Male caregiver; 41 = Female child; 42 = Male child; 43 = Spouse/Mate; 44 = Friend; 45 = Parent; 46 = Significant other; 47 = Sibling; 48 = Son/Daughter; 49 = Son-in-law/Daughter-in law; 50 = Other Relative; 51 = Paid caregiver; 52 = Friends; 53 = Roommate; 54 = Supervisor; 55 = Mother's boyfriend; 56 = Other parental figure; 57 = Summary; 58 = Counselor; 59 = Other female relative; 60 = Other male relative; 61 = Non-relative ; 62 = Maternal Aunt; 63 = Maternal Uncle; 64 = Maternal Cousin; 65 = Paternal Aunt; 66 = Paternal Uncle; 67 = Paternal Cousin; 68 = Biological/Adoptive Mother and Grandmother; 69 = Biological/Adoptive Mother and Stepmother and Grandmother; 70 = Biological/Adoptive Mother and Grandmother and Foster Father; 71 = Biological/Adoptive Mother and Stepmother and Foster Mother; 72 = Biological/Adoptive Mother and Foster Mother; 73 = Biological/Adoptive Mother and Biological/Adoptive Father; 74 = Biological/Adoptive Mother and Stepmother and Biological/Adoptive Father; 75 = Biological/Adoptive Mother and Other; 76 = Biological/Adoptive Mother and Stepmother and Stepfather; 77 = Biological/Adoptive Mother and Stepfather; 78 = Biological/Adoptive Mother and Grandfather; 79 = Biological/Adoptive Mother and Stepmother and Foster Father; 80 = Biological/Adoptive Mother and Stepmother; 81 = Guardian, female; 82 = Other female; 83 = Guardian, male; 84 = Other male; 85 = Other/Grandparent/Nanny; 86 = Mother, Father, Guardian; 87 = Daughter, son, grandchild; 88 = Professional (e.g., social worker, nurse, therapist, psychiatrist, or group home staff); -999 = Missing; 89 = Biological parent; 90 = Other; 91 = Stepparent; 92 = Adoptive parent; 93 = Foster parent; 94 = Co-worker; 95 = Independent Evaluator","infrmnt2"
"pds5","Integer","","Recommended","","How many of your friends have Taken some money at home that did not belong to them, like from their mother's purse or from their parents' dresser?","0::3","0=None of them; 1=One of them; 2=Some of them; 3=All of them",""
"pds6g","Integer","","Recommended","","Girls only : Have you begun to menstruate?","0;1;99","0=No; 1=Yes; 99 = Refused","pds5f,pds_qf10a,peterson_fem_menstruate,pufe_005t"
"pds6gyr","Integer","","Recommended","","Girls only : If you answered YES, how old were you when you first menstruated (years)?","","-900 = Missing; -300 = N/A","afmcage_1_text,chrpds_pds_f6_p,pds5f_firstperiod,pds_6.1g,pds_f6_p,pds_f6_y,pds_qf10b,peterson_fem_yesmenstruate_yrs,pfmcage_1_text"
"pds6gmo","Integer","","Recommended","","Girls only : If you answered YES, how old were you when you first menstruated (months)?","","","afmcage_2_text,pfmcage_2_text"
"pds6g_d","Integer","","Recommended","","Girls only : Have not begun to menstruate?","0;1","0=No; 1=Yes","pds_menst"
"pds_n","Integer","","Recommended","","Number of present PDS scoring items ","","",""
"pds_sum","Integer","","Recommended","","Total PDS Score","","","pds_pr_score,pds_sub_score"
"pds_ave","Float","","Recommended","","Average PDS Score","","",""
"visit","String","60","Recommended","","Visit name","","","eventname,stais_visit,timepoint"
"visday","Integer","","Recommended","","Number of days from study baseline to date of visit","","",""
"pds_7b_pv","Integer","","Recommended","","Do you think your/your child's development is any earlier or later than most boys/girls your/his/her age?","1::5; 999","1=much earlier; 2=somewhat earlier; 3=about the same; 4=somewhat later; 5=much later","amd,pds_6b,pds_mphdev,pds_sub_10,peterson_male_development,pmd"
"imputation","Integer","","Recommended","","Indicator noting imputed data set number ","1::20","",""
"labsample29","String","10","Recommended","","Date of last menstrual period","","NA=if male or pre-puberty","mendate,menstrualcycle1_p"
"pufe_008t","Integer","","Recommended","","How would you rate your weight currently?","1::7","1 = 1 (Underweight), 2 = 2, 3 = 3, 4 = 4 (Just about Right), 5 = 5, 6 = 6, 7 = (Overweight) ","puma_008t"
"pufe_005at","Integer","","Recommended","","(Female only) What was the month and year of your first menstruation?","","","pds_menst_years"
"pufe_005bt","Integer","","Recommended","","(Female only) How many days does your menstrual cycle usually last?","","","menstrualcycle2_p"
"pufe_005ct","Integer","","Recommended","","(Female only) How regular is your cycle?","1::4","1 = Very regular, 2 = Pretty regular, 3 = Very irregular, 4 - Not sure yet",""
"height_std","Float","","Recommended","","Height - Standard Unit","","-1 = Not known; 999 = Missing","pds_ch_ft,pds_ch_in,pds_height_ft,pds_q6,pufe_006t,puma_006t"
"weight_std","Float","","Recommended","","Weight - Standard Unit","","-1 = Not known; 999 = Missing","pds_ch_wgt,pds_q8,pds_weight,pufe_007t,puma_007t"
"comments_misc","String","4000","Recommended","","Miscellaneous comments on study, interview, methodology relevant to this form data","","",""
"pds_pr_stage","Integer","","Recommended","","PDS Pubertal Stage","1::5","1=pre-pubertal; 2=early puberty; 3=mid puberty; 4=late puberty; 5=post pubertal",""
"q19_a3","Integer","","Recommended","","Tanner Stage","1 :: 5","1=pre puberty, 2=early puberty, 3=mid puberty, 4=late puberty, 5=post puberty","ch_tanner_dev_clinician,tanner_pr_stage"
"visit_num","Integer","","Recommended","","Visit number","1::3","1=Baseline, 2=12 Month, 3=24 Month",""
"accult_select_language","Integer","","Recommended","","Test given in Spanish? ¿Español?","0 ; 1","0 = No; 1 = Yes","pds_select_language___1"
"pds_f6_y_dk","Integer","","Recommended","","how old were you when you started to menstruate? Don't know","999; 777","999 = I Don't know; 777=refuse to answer","pds_f6_p_dk,pdsg_2c,pdsg_2d"
"menstrualcycle2_y_dk","Integer","","Recommended","","On average, how many days are there between the first day of your period and the first day of your next period? (e.g., 30 days). Don't know","999; 777","999 = Don't know; 777= refuse to answer","menstrualcycle2_p_dk"
"menstrualcycle3_y","Integer","","Recommended","","Is your menstrual cycle regular?","0::3","1 = Yes; 0 = No; 2 = Don't know; 3 = Refuse to answer; The following questions are about the history of your menstrual cycle. If you do not remember specific details, just try to answer as best you can.","menstrualcycle3_p"
"usingbc","Integer","","Recommended","","currently using birth control","0;1;-7","0=No; 1=Yes; -7=Refused",""
"menstrualcycle5_y","Integer","","Recommended","","Do you  experience premenstrual symptoms, such as irritability, fatigue, etc., which start before a period and stop within a few days of bleeding?","1::4; -7; 777","1= Not at all; 2= Mild; 3= Moderate; 4= Severe; -7= Refused; 777= Decline to answer; The following questions are about the history of your menstrual cycle. If you do not remember specific details, just try to answer as best you can.","menstrualcycle5_p,pds_p_mss_premenstrual,pds_sub_mss_premenstrual"
"menstrualcycle6_y","Integer","","Recommended","","Do your premenstrual symptoms interfere with your/her relationships with family and friends, productivity, and/or social life activities?","1::4; -7; 777","1 = Not at all; 2 = Mild; 3 = Moderate; 4 = Severe; -7= Refused; 777 = Decline to answer; The following questions are about the history of your menstrual cycle. If you do not remember specific details, just try to answer as best you can.","menstrualcycle6_p,pds_p_mss_relation,pds_sub_mss_relation"
"pds_q7","Float","","Recommended","","About how much have you grown in the past six months? ","","*Growth in inches",""
"pds_q9","Float","","Recommended","","How much weight have you gained in the past six months?","","*Weight in pounds",""
"pds_q10","Float","","Recommended","","How much weight have you lost in the past six months? ","","*Weight in pounds",""
"neuro_q8_height_cm","Float","","Recommended","","Physical/Neurological Examination Question 8 Measured Height in Centimeters","","","pds_height_now_2"
"q19_a1a","Integer","","Recommended","","Height: Feet","2 :: 9; -5::-2;-9::-7;-999","Number of feet; -2= Not collected at this time point; -3= Historical missing; -4= Not collected; -5=item seen but not answered;  if missing, please use -7, -8, -9; -999=data not submitted (incomplete)","pds_height_now_3"
"q19_a1b","Integer","","Recommended","","Height: Inches","0 :: 85; -7; -8; -9","""Round to the nearest ¼ in. Field should not be left blank. If missing, please use -7,-8, -9.""","afhinches_1_text,amhinches_1_text,pds_height_now_4,pfhinches_1_text,pmhinches_1_text"
"neuro_q10_weight_kg","Float","","Recommended","","Physical/Neurological Examination Question 10 Measured Weight in Kilograms","","","pds_weight_now_1"
"anthroweight1lb","String","30","Recommended","","Make sure shoes and unnecessary layers of clothes (jackets or hats) have been removed before taking weight measurement.) 1. Okay, make sure you empty your pockets for this next measurement. Please stand completely still in the center of the scale with your feet close together, your hands at your side, and your head looking straight ahead. Please stay as still as possible while I measure your weight. (OBTAIN & RECORD WEIGHT #1 (in lbs))","","WEIGHT #1 (measured to the nearest 0.1 pounds)","afw_1_text,amw_1_text,pds_weight_now_2,pfw_1_text,pmw_1_text"
"aut_prebasic_health","Integer","","Recommended","","In general, how would you rate your health?","1::5","1= Poor; 2 = Fair; 3 = Good; 4 = Very good; 5 = Excellent","pds_generalhealth"
"pds_height_now_1","Float","","Recommended","","How tall are you now? Specify in Meters","","",""
"timept","Integer","","Recommended","","Time Point","","888 = not applicable; 999 = missing",""
"pubertyg_19","Integer","","Recommended","","19. The pictures below show different stages of how the breasts grow. A girl can go through each of the five stages shown. Please look at each of the pictures, and read the sentences. Choose the number that is closest to your state of growth.","1::5; -9999","1= The nipple is raised a little in this stage. The rest of the breast is still flat; 2= This is the breast bud stage. In this stage the nipple is raised more than in stage 1. The breast is a small mound. The areola is larger than in stage 1; 3= The areola and the breast are both larger than in stage 2. The areola does not stick out away from the breast.; 4= The areola and the nipple make up a mound that sticks up above the shape of the breast. (Note: this stage may not happen at all. Some girls develop from stage 3 to stage 5, with no stage 4; 5= This is the mature adult stage. The breasts are fully developed. Only the nipple sticks out in this stage. The areola has moved back in the general shape of the breast; -9999= Do not wish to answer","pubertal_p_fb,pubertal_sub_fb"
"gynecological_hist_6","Integer","","Recommended","","Are your/your child's menstrual cycles regular now? In other words, is the onset of each period generally predictable within 5 days?","0;1","0 = No; 1 = Yes","pds_p_mss_regular,pds_sub_mss_regular"
"menstrualcycle4_y","Integer","","Recommended","","Are you currently using hormonal birth control (eg. the pill, hormone patch, hormone injection)?","1 ; 0 ; 2 ; 3","1 = Yes; 0 = No; 2 = Don't know; 3 = Refuse to answer; The following questions are about the history of your menstrual cycle. If you do not remember specific details, just try to answer as best you can.","pds_p_mss_bcontrol,pds_sub_mss_bcontrol"
"menstrualcycle2_y","Float","30","Recommended","","On average, how many days are there between the first day of your/your child's period and the first day of your/her next period? (e.g., 30 days)","17 :: 50","If you don't know, please choose ""don't know"" in what follows below.","pds_p_mss_average,pds_sub_mss_average"
"scq_24_a","Integer","","Recommended","","Has a doctor ever told you that you have-Any other endocrine or hormone problem","0;1","0 = No;1 = Yes","mstrl_p1c,mstrl_sub1c"
"midihist_029a","String","250","Recommended","","Underactive thyroid (for instance, Hashimoto's thyroiditis) describe","","","mstrl_p1a,mstrl_sub1a"
"midihist_030a","String","250","Recommended","","Overactive thyroid (for instance, Grave's disease) describe","","","mstrl_p1b,mstrl_sub1b"
"cirsg_13_endocrine_condn","String","200","Recommended","","Describe Endocrine/metabolic and breast condition","","","mstrl_sub1c_age"
"hypoage","String","50","Recommended","","age diagnosed hypothyroidism","","","mstrl_p1a_age,mstrl_sub1a_age"
"hyperage","String","50","Recommended","","age diagnosed hyperthyroidism","","","mstrl_p1b_age,mstrl_sub1b_age"
"menstrualcycle1_y","String","30","Recommended","","What was the date of the first day of your/your child's last period?","","The following questions are about the history of your menstrual cycle. If you do not remember specific details, just try to answer as best you can.","pds_p_mss_last,pds_sub_mss_last"
"pubertyg_15","String","100","Recommended","","15. When was your/your child's first period?","","","pds_p_mss_date,pds_sub_mss_date"
"pubertyb_18","Integer","","Recommended","","18. The pictures below show different amounts of male pubic hair. A boy goes through each of the 5 stages as shown. Please look at each picture, and read the sentences. Choose the number of the picture that is closest to your stage of pubic hair growth.","1::5; -9999","1= There is no pubic hair at all; 2= There is a little soft= long= lightly colored hair. Most of the hair is at the base of the penis. This hair may be straight or a little curly; 3= The hair is darker in this stage. It is more curled. It has spread out and thinly covers a bigger area; 4= The hair is now as dark and curly as that of an adult man. The area that the hair covers is not as big as that of an adult man. The hair has not spread out to the legs; 5= The hair has spread out to the legs. The hair is like that of an adult man. It covers the same area as that of an adult man.; -9999= Do not wish to answer","pubertal_p_mh,pubertal_sub_mh"
"pubertyg_20","Integer","","Recommended","","20. The pictures below show different amounts of female pubic hair. A girl goes through each of the five stages shown. Please look at each picture, and read the sentences. Choose the number of the picture that is closest to the amount of pubic hair you have.","1::5; -9999","1= There is no pubic hair; 2= There is a little long, lightly colored hair. This may be straight or a little curly; 3= The hair is darker in this stage. It is coarser and more curled. It has spread out and thinly covers a bigger area; 4= The hair is now as dark, curly, and coarse as that of an adult woman. However, the area that the hair covers is not as large as that of an adult woman. The hair has not spread out to the legs; 5= The hair is now like that of an adult woman. It also covers the same area as that of the adult woman. The hair usually forms a triangular pattern as it spreads out to the legs.; -9999= Do not wish to answer","pubertal_p_fp,pubertal_sub_fp"
"pubertyb_17","Integer","","Recommended","","17. The pictures below show stages of growth of the testes, scrotum, and penis. A boy goes through each of the 5 stages as shown. Please look at each picture, and read the sentences. Choose the number of the picture that is closest to your stage of growth.","1::5; -9999","1= The testes, scrotum, and penis are about the same size and shape as they were when you were a child; 2= The testes and scrotum are bigger. The skin of the scrotum has changed. The scrotum, the sac holding the testes, has gotten lower.; 3= The penis has grown in length. The testes and scrotum have grown and dropped lower than in picture 2.; 4= The penis has gotten even bigger. It is wider. The glans (the head of the penis) is bigger. The scrotum is darker than before. It is bigger because the testes are bigger.; 5= The penis, scrotum, and testes are the shape of that of an adult man; -9999= Do not wish to answer","pubertal_p_mp,pubertal_sub_mp"
"pds_2b","String","50","Recommended","","How would you describe yourself physically?","","","pds_2g"
"pds_2_1b","Integer","","Recommended","","Describe your weight","1::6","1=Very skinny (thin); 2=Somewhat skinny (thin); 3=Average weight; 4=Somewhat overweight; 5=Very overweight; 6=Refuse","pds_2.1b,pds_2_1g"
"pds_2_2b","Integer","","Recommended","","your height for someone your age","1::6","1=Very short; 2=Somewhat short; 3=Average height; 4=Somewhat tall; 5=Very tall; 6=Refuse","pds_2.2b,pds_2_2g"
"pds_5b","Integer","","Recommended","","How do you see yourself compared to other boys/girls your age? Would you say that you:","1::4","1=Look younger than most boys/girls your age; 2=Look about average compared to other boys/girls your age; 3=Look older than most boys/girls your age; 4=Refuse","pds_5g"
"mhx016b","String","250","Recommended","","If YES, Enter onset/resolved date indicate ongoing with treatment or not. If NOT EVALUATED, explain or describe below: Endocrine disorder","","","mstrl_p1c_age"
"resp_source","Integer","","Recommended","","Respondent Source","1::6","1= subject; 2= parent; 3= clinician; 4= teacher; 5= trainer; 6= fidelity reviewer","source"
"comqother","String","255","Recommended","","Respondent - Other (text)","","",""
"fmc2_d","Integer","","Recommended","","Days Since Last Menstrual Period","","","pds_sincelastperiod"
"pregnant","Integer","","Recommended","","Patient is currently pregnant","0::2;-7; 999","0=No; 1=Yes;2=DK;-7= Refused; 999=Legimately skipped","pds_pregnant"
"visit_year","Integer","","Recommended","","Year of visit","","",""
"pdsm_1","Integer","","Recommended","","Would you say your growth in height...","0::3;5;999","0 = Has not yet begun to spurt or grow really fast; 1 = Has barely started; 2 = Has definitely started; 3 = Seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsm_1,p_pdsm_1_base,pds_male_1"
"pdsm_2","Integer","","Recommended","","And how about the growth of body hair? (Body hair means underarm and pubic hair) Would you say that your body hair has...","0::3;5;999","0 = Has not yet started growing; 1 = Has barely started growing; 2 = Is definitely underway; 3 = Seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsm_2,p_pdsm_2_base,pds_male_2"
"pdsm_3","Integer","","Recommended","","What about skin changes, especially pimples?","0::3;5;999","0 = Has not yet started showing changes; 1 = Have barely started showing changes; 2 = Skin changes are definitely underway; 3 = Skin changes seem completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsm_3,p_pdsm_3_base,pds_male_3"
"pdsm_4","Integer","","Recommended","","Have you noticed a deepening of your voice?","0::3;5;999","0 = Has not yet started changing; 1 = Has barely started showing any changes; 2 = Voice change is definitely underway; 3 = Voice change seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsm_4,p_pdsm_4_base,pds_male_4"
"pdsm_5","Integer","","Recommended","","Have you begun to grow hair on your face?","0::3;5;999","0 = Have not yet started growing facial hair; 1 = Have barely started growing facial hair; 2 = Facial hair growth is definitely underway; 3 = Facial hair growth seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsm_5,p_pdsm_5_base,pds_male_5"
"pdsm_6","Integer","","Recommended","","Do you think your development is any earlier or later than most other boys your age?","0::6;999","0 = Much earlier; 1 = Somewhat earlier; 2 = About the same; 4 = Somewhat later; 5 = Much later; 6= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsm_6,p_pdsm_6_base,pds_male_6"
"pdsf_1","Integer","","Recommended","","Would you say your growth in height...","0::3;5;999","0 = Has not yet begun to spurt or grow really fast; 1 = Has barely started; 2 = Has definitely started; 3 = Seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsf_1,p_pdsf_1_base,pds_female_1"
"pdsf_2","Integer","","Recommended","","And how about the growth of body hair? (Body hair means underarm and pubic hair) Would you say that your body hair has...","0::3;5;999","0 = Has not yet started growing; 1 = Has barely started growing; 2 = Is definitely underway; 3 = Seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsf_2,p_pdsf_2_base,pds_female_2"
"pdsf_3","Integer","","Recommended","","What about skin changes, especially pimples?","0::3;5;999","0 = Has not yet started showing changes; 1 = Have barely started showing changes; 2 = Skin changes are definitely underway; 3 = Skin changes seem completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsf_3,p_pdsf_3_base,pds_female_3"
