"are21","Integer","","Recommended","My maternal/paternal caregiver encourages me to learn about the history of African Americans","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are22","Integer","","Recommended","My maternal/paternal caregiver teaches me to never forget my heritage","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are23","Integer","","Recommended","My maternal/paternal caregiver encourages me to go to African American museums","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are24","Integer","","Recommended","My maternal/paternal caregiver encourages me to go to African American cultural events","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are25","Integer","","Recommended","My maternal/paternal caregiver encourages me to watch documentaries or movies on African American history","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are26","Integer","","Recommended","My maternal/paternal caregiver does things to celebrate Black history month","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are27","Integer","","Recommended","My maternal/paternal caregiver teaches me the importance of family loyalty","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are28","Integer","","Recommended","My maternal/paternal caregiver teaches me to respect authority figures like teachers, elders, and police","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are29","Integer","","Recommended","My maternal/paternal caregiver teaches me that African Americans should give back to their community","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are30","Integer","","Recommended","My maternal/paternal caregiver teaches me the importance of Black people helping one another","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are31","Integer","","Recommended","My maternal/paternal caregiver teaches me to never be ashamed of my skin color","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are32","Integer","","Recommended","My maternal/paternal caregiver teaches me to have pride in my Black culture","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are33","Integer","","Recommended","My maternal/paternal caregiver encourages me to be proud of my ethnic background","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are34","Integer","","Recommended","My maternal/paternal caregiver teaches me that my skin color is beautiful","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
"are35","Integer","","Recommended","My maternal/paternal caregiver encourages me to be proud of the accomplishments of Blacks","1::4","1= Never; 2= A few times; 3= Lots of times; 4= Always",""
