"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"museq11","Integer","","Recommended","I have looked at a patterned object (e.g., wallpaper, curtains, tiled floor) and a figure or face has emerged","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq12","Integer","","Recommended","I have seen lights, flashes, or other shapes that other people could not see","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq13","Integer","","Recommended","I looked at an object and it transformed itself before my eyes into something else","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq14","Integer","","Recommended","I saw a brief image of an object, animal, or person pass me by in my peripheral vision, but when I looked there was nothing there","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq15","Integer","","Recommended","I saw people, faces, or animals, and then found that nothing was there","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq16","Integer","","Recommended","My nose (sense of smell) has played tricks on me","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq17","Integer","","Recommended","I thought that everyday smells were unusually strong","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq18","Integer","","Recommended","I thought of a smell and I could almost smell it for real","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq19","Integer","","Recommended","Common smells seemed unusually different","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq20","Integer","","Recommended","I noticed the smell of smoke, burning, or gas when there was nothing there","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq21","Integer","","Recommended","I have suddenly been struck by an unpleasant or disgusting smell that no-one else could smell","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq22","Integer","","Recommended","I have suddenly been struck by a very pleasant smell that no-one else could smell","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq23","Integer","","Recommended","I have been struck with the smell of odd things which I interpreted as death, colors, or ghosts","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq24","Integer","","Recommended","My sense of taste has played tricks on me","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq25","Integer","","Recommended","I thought that food or drink tasted stronger than it normally would","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq26","Integer","","Recommended","I thought of a taste and found that I could taste it in my mouth as if it was real","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq27","Integer","","Recommended","I ate the same food as another person and thought it tasted off, but the other person did not seem to think so","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq28","Integer","","Recommended","I have consumed food or drink and it tasted like something completely different","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq29","Integer","","Recommended","I had nothing in my mouth but I suddenly tasted something very confusing which faded very quickly","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq30","Integer","","Recommended","I had nothing in my mouth but I suddenly tasted something unpleasant which was really persistent","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq31","Integer","","Recommended","I had nothing in my mouth but I suddenly tasted something very pleasant which was really persistent","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq32","Integer","","Recommended","My body senses have played tricks on me","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq33","Integer","","Recommended","I found my skin to be more sensitive to cold, heat, or touch than usual","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq34","Integer","","Recommended","I thought of a touch or other sensations on my skin and almost felt it on my skin","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq35","Integer","","Recommended","I have experienced the sensation that my body (or part of my body) was different in shape or size","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq36","Integer","","Recommended","I could feel burning, tingling, scraping, or heat on my skin, although there was nothing causing it","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq37","Integer","","Recommended","I have felt things moving or crawling on or under my skin","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq38","Integer","","Recommended","I have experienced the sensation that something was pressing on my skin, or that I was holding an object in my hand, but then found there was nothing there","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq39","Integer","","Recommended","I have felt someone or something touching me, but when I turned to look there was nothing there","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq40","Integer","","Recommended","I felt the presence of someone, even though I could not see them (e.g., behind me, or in another room)","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq41","Integer","","Recommended","I have felt an unseen evil presence around me","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq42","Integer","","Recommended","I have felt an unseen angelic presence around me","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
"museq43","Integer","","Recommended","I have felt the presence of a relative or friend who has passed away","0::4;-9","0= Never (never happened); 1= Hardly Ever (Once or twice in my life); 2= Rarely (Once or twice a year); 3= Occasionally (A few times a year); 4= Frequently (At least monthly); -9= Missing",""
