"help_sg11","Integer","","Recommended","With watching their child or children; in the past month, how often did YOU HELP any family, friends or neighbors?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sg12","Integer","","Recommended","When they needed a car or ride; in the past month, how often did YOU HELP any family, friends or neighbors?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr1","Integer","","Recommended","When you were upset, depressed or just needed to talk; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr2","Integer","","Recommended","By trying to make you feel loved and cared for; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr3","Integer","","Recommended","By offering moral support and encouragement; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr4","Integer","","Recommended","By listening to your concerns; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr5","Integer","","Recommended","By sharing their own experiences; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr6","Integer","","Recommended","By just spending time with you when you needed it; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr7","Integer","","Recommended","When you were sick or injured; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr8","Integer","","Recommended","With food, clothing, or a loan to get by; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr9","Integer","","Recommended","With advice or information to get a job; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr10","Integer","","Recommended","With running errands; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr11","Integer","","Recommended","With watching your child or children; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"help_sr12","Integer","","Recommended","When you needed a car or ride; in the past month, how often did any family, friends or neighbors help you?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg1_slh","Integer","","Recommended","When they were upset, depressed or just needed to talk; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg2_slh","Integer","","Recommended","By trying to make them feel loved and cared for; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg3_slh","Integer","","Recommended","By offering moral support and encouragement; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg4_slh","Integer","","Recommended","By listening to their concerns; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg5_slh","Integer","","Recommended","By sharing your own experiences; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg6_slh","Integer","","Recommended","By just spending time with them when they needed it; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg7_slh","Integer","","Recommended","When they were sick or injured; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg8_slh","Integer","","Recommended","With food, clothing, or a loan to get by; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg9_slh","Integer","","Recommended","With advice or information to get a job; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg10_slh","Integer","","Recommended","With running errands; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg11_slh","Integer","","Recommended","With watching your child or children; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sg12_slh","Integer","","Recommended","When they needed a car or ride; in the past month, how often did YOU HELP OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr1_slh","Integer","","Recommended","When you were upset, depressed or just needed to talk; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr2_slh","Integer","","Recommended","By trying to make you feel loved and cared for; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr3_slh","Integer","","Recommended","By offering moral support and encouragement; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr4_slh","Integer","","Recommended","By listening to your concerns; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr5_slh","Integer","","Recommended","By sharing their own experiences; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr6_slh","Integer","","Recommended","By just spending time with you when you needed it; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr7_slh","Integer","","Recommended","When you were sick or injured; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr8_slh","Integer","","Recommended","With food, clothing, or a loan to get by; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr9_slh","Integer","","Recommended","With advice or information to get a job; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr10_slh","Integer","","Recommended","With running errands; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr11_slh","Integer","","Recommended","With watching your child or children; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
"sr12_slh","Integer","","Recommended","When you needed a car or ride; in the past month, how often did any OTHER RESIDENTS IN YOUR SOBER LIVING HOUSE HELP YOU?","0 :: 2","0 = Never or NA; 1 = Sometimes; 2 = Frequently",""
