"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"cib21","Integer","","Recommended","Parent Enthusiasm - Parent Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib22","Integer","","Recommended","Supportive Presence - Parent Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib23","Integer","","Recommended","Child Gaze/Joint Attention - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib24","Integer","","Recommended","Child Positive Affect - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib25","Integer","","Recommended","Child Negative Emotionality, Fussy - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib26","Integer","","Recommended","Withdrawal - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib27","Integer","","Recommended","Labile Affect - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib28","Integer","","Recommended","Child Affection to Parent - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib29","Integer","","Recommended","Alert - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib30","Integer","","Recommended","Fatigue - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib31","Integer","","Recommended","Vocalization/Verbal Output - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib32","Integer","","Recommended","Initiation - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib33","Integer","","Recommended","Compliance to Parent - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib34","Integer","","Recommended","Reliance on Parent for Help - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib35","Integer","","Recommended","On-Task Persistence - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib36","Integer","","Recommended","Avoidance of Parent - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib37","Integer","","Recommended","Competent Use of the Environment - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib38","Integer","","Recommended","Creative-Symbolic Play - Child Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib39","Integer","","Recommended","Dyadic Reciprocity - Dyadic Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib40","Integer","","Recommended","Adaptation-Regulation - Dyadic Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib41","Integer","","Recommended","Fluency - Dyadic Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib42","Integer","","Recommended","Constriction - Dyadic Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib43","Integer","","Recommended","Tension - Dyadic Scale","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib44","Integer","","Recommended","Infant-Led Interaction","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
"cib45","Integer","","Recommended","Parent-Led Interaction","1::5; 888","1=Low; 2=Toward low; 3=Medium; 4=Toward high; 5=High; 888=Missing",""
