"ef_q18","Integer","","Recommended","If they are sad, they seem to have difficulty lifting their mood","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q19","Integer","","Recommended","Remains upset or emotional longer than others","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q20","Integer","","Recommended","Has difficulty not showing strong negative or positive emotions","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q21","Integer","","Recommended","Is easily excitable","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q22","Integer","","Recommended","Has trouble with managing their emotions","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q23","Integer","","Recommended","Can distract themselves from upsetting events","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q24","Integer","","Recommended","Can regain emotional control after being upset","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q25","Integer","","Recommended","Seems to process information slowly","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q26","Integer","","Recommended","Responds slowly, even when asked to do something they enjoy","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q27","Integer","","Recommended","Works quickly and accurately on an activity","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q28","Integer","","Recommended","Processes information slowly, even when interested","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q29","Integer","","Recommended","Thinks before acting or saying something","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q30","Integer","","Recommended","Refrains from certain actions when asked","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q31","Integer","","Recommended","Stops what they are doing when told to stop","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q32","Integer","","Recommended","Waits for more than 1 minute for a desirable item or activity","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q33","Integer","","Recommended","Stops a preferred activity when they have to complete another task","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q34","Integer","","Recommended","If interrupted during an activity, can resume what they were doing","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q35","Integer","","Recommended","Comes up with new activities or things to do","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q36","Integer","","Recommended","Can transition from one activity to another without problems","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q37","Integer","","Recommended","Misses important information because they are engrossed in what they are doing","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q38","Integer","","Recommended","Considers consequences before acting","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q39","Integer","","Recommended","Can resist immediate desires because they are not good over the long-term","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q40","Integer","","Recommended","Focuses on finishing important tasks without being distracted by more interesting activities","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q41","Integer","","Recommended","Is able to change their behaviors based on the feedback from others","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q42","Integer","","Recommended","Can repeat something they just saw someone else do","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q43","Integer","","Recommended","Can hold several pieces of information in mind at once","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q44","Integer","","Recommended","Has trouble with mentally juggling multiple things","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q45","Integer","","Recommended","Is good at holding information in their mind and putting it in order","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q46","Integer","","Recommended","Is good at remembering the exact way something happened","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q47","Integer","","Recommended","Can shift from one activity to another with ease","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q48","Integer","","Recommended","Has trouble stopping one thing and starting another","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q49","Integer","","Recommended","Is able to easily go back and forth between two activities that need attention","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q50","Integer","","Recommended","Insists on doing only one thing at a time","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q51","Integer","","Recommended","Gets overwhelmed when two or more demands are required at the same time","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
"ef_q52","Integer","","Recommended","Is able to stop a preferred activity to do something they need to do","0::4","0 = Never; 1 = Rarely; 2 = Sometimes; 3 = Often; 4 = Very Often",""
