"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"sensory_t_26","Integer","","Recommended","","26. My child is upset by changes in the bath water temperature from one bath to the next.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_27","Integer","","Recommended","","27. My child avoids contact with rough or cold surfaces (for example squirms arches cries).","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_28","Integer","","Recommended","","28. My child becomes very upset if own clothing hands and/or face are messy.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_29","Integer","","Recommended","","29. My child gets upset with extreme differences in room temperature (for example hotter colder).","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_30","Integer","","Recommended","","30. My child becomes anxious when walking or crawling on certain surfaces (for example grass sand carpet tile).","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_31","Integer","","Recommended","","31. My child enjoys playing with food.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_32","Integer","","Recommended","","32. My child seeks opportunities to feel vibrations (for example stereo speakers washer dryer).","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_33","Integer","","Recommended","","My child bumps info things seeming to not notice objects in the way.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_34","Integer","","Recommended","","34. My child enjoys splashing during bath time.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_35","Integer","","Recommended","","35. My child uses hands to explore food and other textures.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_i_29","Integer","","Recommended","","29. My child requires more support for sitting than other children the same age (for example infant seat piliows towel roll).","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA","Sensory_T_36"
"sensory_i_30","Integer","","Recommended","","30. My child enjoys physical activity (for example bouncing being held up high in the air).","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA","Sensory_T_37"
"sensory_i_32","Integer","","Recommended","","32. My child enjoys rhythmical activities (for example swinging rocking car rides).","1 :: 5","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never","Sensory_T_38"
"sensory_i_33","Integer","","Recommended","","33. My child becomes upset when placed on back to change diapers.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA","Sensory_T_39"
"sensory_i_35","Integer","","Recommended","","35. My child resists having head tipped back during bathing.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA","Sensory_T_40"
"sensory_i_36","Integer","","Recommended","","36. My child cries or fusses whenever I try to move him/her.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA","Sensory_T_41"
"sensory_t_42","Integer","","Recommended","","42. My child licks/chews on nonfood objects.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_43","Integer","","Recommended","","43. My child mouths objects.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_44","Integer","","Recommended","","44. My child is unaware of food or liquid left on lips.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_45","Integer","","Recommended","","45. My child refuses all but a few food choices.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_46","Integer","","Recommended","","46. My child resists having teeth brushed.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_47","Integer","","Recommended","","47. My child refuses to drink from a cup.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_48","Integer","","Recommended","","48. My child refuses to try new foods.","1 :: 5; 999","1 = Almost always; 2 = Frequently; 3 = Occasionally; 4 = Seldom; 5 = Almost never; 999 = NA",""
"sensory_t_strengths","String","255","Recommended","","What do you see as your child's strengths?","","",""
"sensory_t_concerns","String","255","Recommended","","What are your concerns?","","",""
"sensory_t_qg1","Integer","","Required","","""Quadrant 1: Low Registration (4,5,7,10,13,16,18,33,36,44,47)""","0 :: 55","0 to 55",""
"sensory_t_qg1c","Integer","","Required","","Quadrant 1: Low Registration (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_qg2","Integer","","Required","","""Quadrant 2: Sensation Seeking (6,12,14,15,19,20,31,32,34,35,37,38,42,43)""","0 :: 70","0 to 70",""
"sensory_t_qg2c","Integer","","Required","","Quadrant 2: Sensation Seeking (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_qg3","Integer","","Required","","""Quadrant 3: Sensory Sensitivity (1,8,9,22,24,26,28,29,30,39,41)""","0 :: 55","0 to 55",""
"sensory_t_qg3c","Integer","","Required","","Quadrant 3: Sensory Sensitivity (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_qg4","Integer","","Required","","""Quadrant 4: Sensation Avoiding (2,3,11,17,21,23,25,27,40,45,46,48)""","0 :: 60","0 to 60",""
"sensory_t_qg4c","Integer","","Required","","Quadrant 4: Sensation Avoiding (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_qglt","Integer","","Conditional","sensory_t_qg3c != 3 &&  sensory_t_qg4c != 3","Low Threshold (Quadrant 3 + Quadrant 4)","0 :: 115","0 to 115",""
"sensory_t_qgltc","Integer","","Conditional","sensory_t_qg3c != 3  &&  sensory_t_qg4c != 3","Low Threshold (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_ss2","Integer","","Required","","B. AUDITORY PROCESSING (4-13)","0 :: 50","0 to 50",""
"sensory_t_ss2c","Integer","","Required","","B. AUDITORY PROCESSING (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_ss3","Integer","","Required","","C. VISUAL PROCESSING (14-20)","0 :: 35","0 to 35",""
"sensory_t_ss3c","Integer","","Required","","C. VISUAL PROCESSING (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_ss4","Integer","","Required","","D. TACTILE PROCESSING (21-35)","0 :: 75","0 to 75",""
"sensory_t_ss4c","Integer","","Required","","D. TACTILE PROCESSING (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_ss5","Integer","","Required","","E. VESTIBULAR PROCESSING (36-41)","0 :: 30","0 to 30",""
"sensory_t_ss5c","Integer","","Required","","E. VESTIBULAR PROCESSING (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
"sensory_t_ss6","Integer","","Required","","F. ORAL SENSORY PROCESSING (42-48)","0 :: 35","0 to 35",""
"sensory_t_ss6c","Integer","","Required","","F. Oral Sensory Processing (Classfication)","1 :: 5","1 = Less than others: Definite difference; 2 = Less than others: Probable difference; 3 = Typical performance; 4 = More than others: Probable difference; 5 = More than others: Definite difference",""
