"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"leit_da_bdiamond","Integer","","Recommended","","DA 3. Blue diamond","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_bsquare","Integer","","Recommended","","DA 4. Blue square","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_striangle","Integer","","Recommended","","DA 5. Small triangle","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_rtrapezoid","Integer","","Recommended","","DA 6. Red trapezoid","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_circlex","Integer","","Recommended","","DA 7. Cirlce with an ""X""","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_barrow","Integer","","Recommended","","DA 8. Blue arrow","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_csquare","Integer","","Recommended","","DA 9. Colored square","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_oval","Integer","","Recommended","","DA 10. Oval","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_tristick","Integer","","Recommended","","DA 11. Triangles & sticks","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_da_rwedge","Integer","","Recommended","","DA 12. Rotating wedge","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_r3d","Integer","","Recommended","","DA 13. Rotating 3-D","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_rsquare","Integer","","Recommended","","DA 14. Rotating squares (3)","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_rcircle4","Integer","","Recommended","","DA 15. Rotating circles (4)","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_rcircle4time","Integer","","Recommended","","DA 15. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_da_mshape","Integer","","Recommended","","DA 16. Moving shapes (4)","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_mshapetime","Integer","","Recommended","","DA 16. Time Bonus Points","0;1;2;999","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds; 999 = Missing value",""
"leit_da_csides","Integer","","Recommended","","DA 17. Changing sides (3)","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_csidestime","Integer","","Recommended","","DA 17. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_da_rcircle2","Integer","","Recommended","","DA 18. Rotating circles (2)","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_da_notes","String","255","Recommended","","DA Examiner's Notes and Observations","","",""
"leit_da_raw","Integer","","Conditional","interview_age > 72 && interview_age < 251","DA Raw Score","0 :: 38; 999","999 = Missing value","intDesignAnalogRaw"
"leit_fc_bsquare","Integer","","Recommended","","FC 1. Blue squares","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_rsquare","Integer","","Recommended","","FC 2. Red squares","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_starball","Integer","","Recommended","","FC 3. Starball","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_catepillar","Integer","","Recommended","","FC 4. Caterpillar","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_banana","Integer","","Recommended","","FC 5. Banana","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_apple","Integer","","Recommended","","FC 5. Apple","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_soccer","Integer","","Recommended","","FC 6. Soccer ball","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_sun","Integer","","Recommended","","FC 6. Sun","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_beach","Integer","","Recommended","","FC 6. Beach ball","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_sheep","Integer","","Recommended","","FC 7. Sheep","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_cow","Integer","","Recommended","","FC 7. Cow","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_horse","Integer","","Recommended","","FC 7. Horse","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_dog","Integer","","Recommended","","FC 8. Dog","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_man","Integer","","Recommended","","FC 8. Man","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_present","Integer","","Recommended","","FC 8. Present","0; 1","0 = Incorrect; 1 = Correct",""
"leit_fc_1to8raw","Integer","","Recommended","","FC 1-8 Raw Score","0::15","",""
"leit_fc_boxes","Integer","","Recommended","","FC 9. Boxes of boxes","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_arrow","Integer","","Recommended","","FC 10. Arrows - arch - pointer","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_pieces","Integer","","Recommended","","FC 11. 3, 4, and 5 pieces","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_shapea","Integer","","Recommended","","FC 12. 4 Shapes - Part A","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_shapeb","Integer","","Recommended","","FC 13. 4 Shapes - Part B","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_worlds","Integer","","Recommended","","FC 14. ""Worlds"" of fun","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_shapes","Integer","","Recommended","","FC 15. Making shapes","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_fc_9to15raw","Integer","","Recommended","","FC 9-15 Raw Score","0::21","",""
"leit_fc_notes","String","255","Recommended","","FC Examiner's Notes and Observations","","",""
"leit_fc_raw","Integer","","Conditional","interview_age > 24 && interview_age < 251","FC Raw Score (Sum of FC 1-8 and FC 9-15 Raw Scores)","0 :: 36; 999","999 = Missing value","intFormCompletRaw,l_fc_r"
"leit_m_ycircle","Integer","","Recommended","","M 1. Yellow circle","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_m_csquare","Integer","","Recommended","","M 2. Colored squares","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_tsc","Integer","","Recommended","","M 3. Triange, square, circle","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_colshape","Integer","","Recommended","","M 4. Color and shape","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_3squares","Integer","","Recommended","","M 5. Three squares","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_ced","Integer","","Recommended","","M 6. Chair, elephant, doll","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_ocs","Integer","","Recommended","","M 7. Octagon, cross, star","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_6shapes","Integer","","Recommended","","M 8. 6 shapes","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_ydots","Integer","","Recommended","","M 9. Yellow dots","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_vertdiag","Integer","","Recommended","","M 10. Verticals & Diagonals","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_atoms","Integer","","Recommended","","M 11. +/- Atoms","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_antenna","Integer","","Recommended","","M 12. Antenna","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_m_raw","Integer","","Conditional","interview_age > 24 && interview_age < 71","M Raw Score","0 :: 35; 999","999 = Missing value","intMatchingRaw"
"leit_so_3rtri","Integer","","Recommended","","SO 1. 3 Red Triangles","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_so_3bsquare","Integer","","Recommended","","SO 2. 3 Blue Squares","0; 1","0 = Incorrect; 1 = Correct",""
"leit_so_scat","Integer","","Recommended","","SO 3. Small cat","0; 1","0 = Incorrect; 1 = Correct",""
"leit_so_circles","Integer","","Recommended","","SO 4. Circles","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_so_ssquare","Integer","","Recommended","","SO 5. Shadow in square","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_so_suncloud","Integer","","Recommended","","SO 6. Sun and Cloud","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_so_ccircles","Integer","","Recommended","","SO 7. Concentric circles","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_sunbursts","Integer","","Recommended","","SO 8. Sunbursts","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_csegments","Integer","","Recommended","","SO 9. Circle Segments","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_maze","Integer","","Recommended","","SO 10. Maze","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_2linesm","Integer","","Recommended","","SO 11. Two lines - moving","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_sncircles","Integer","","Recommended","","SO 12. Squares and circles","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_sidesspaces","Integer","","Recommended","","SO 13. Sides and Spaces","0; 1; 2; 3; 4; 5","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 5 = Five correct responses",""
"leit_so_raw","Integer","","Conditional","interview_age > 24 && interview_age < 251","SO Raw Score","0 :: 51; 999","999 = Missing value","intSeqOrdRaw,l_so_r"
"leit_rp_2color","Integer","","Required","","RP 1. 2 Colors Blue/Yellow","0; 1; 2; 999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999=NA/NK/missing",""
"leit_rp_2col2shape","Integer","","Required","","RP 2. 2 Colors & 2 Shapes Yellow Square/Blue Triangle","0; 1; 2; 999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999=NA/NK/missing",""
"leit_rp_2size2shape","Integer","","Recommended","","RP 3. 2 Sizes & 2 Shapes Small Triangle/Small Square","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_3col3shape","Integer","","Required","","RP 4. 3 Colors & 3 Shapes","0; 1; 2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_appbana","Integer","","Recommended","","RP 5. Apple Banana","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_xopattern","Integer","","Recommended","","RP 6. X O Pattern","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_carboat","Integer","","Recommended","","RP 7. Car Boat","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_0tpattern","Integer","","Recommended","","RP 8. O+- T+- Pattern","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_clockdiam","Integer","","Recommended","","RP 9. Clock, Diamonds","0; 1; 2; 3","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses",""
"leit_rp_staraster","Integer","","Recommended","","RP 10. Star, Asterisk","0; 1; 2; 3; 4","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses",""
"leit_rp_spattern","Integer","","Recommended","","RP 11. S Patterns","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
"leit_rp_00patterns","Integer","","Recommended","","RP 12. +00+ Patterns","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses",""
