"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"time_enjoy_1","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While at school/studying","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_2","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While working","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_3","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While doing housework","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_4","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While shopping","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_5","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While eating","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_6","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While engaging in leisure activities","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_7","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While in social situations","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_8","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While alone","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_9","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While on social media","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"time_enjoy_10","Integer","","Recommended","Of these different activities/situations, how much do you like drinking alcohol during them? - While engaging in physical activity","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"threeq_alloc","Integer","","Recommended","Overall, how much of the time do you drink alcohol?","0::6","0 = None of the time; 1 = A little bit of time; 2 = A moderate amount of time; 3 = About half of the time; 4 =A lot of time; 5 = A great deal of time; 6 = Nearly all of the time",""
"threeq_like","Integer","","Recommended","Overall, how much do you like drinking alcohol?","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
"threeq_other","Integer","","Recommended","Overall, how much do you like the times when you areNOTdrinking alcohol?","0::6","0 = Dislike a great deal; 1 = Dislike a moderate amount; 2 = Dislike a little; 3 = Neither like nor dislike; 4 =Like a little; 5 = Like a moderate amount; 6 = Like a great deal",""
