"ec141","Integer","","Recommended","On a scale from 0-10, how related is ""Heart racing"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec142","Integer","","Recommended","On a scale from 0-10, how related is ""Grossness"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec143","Integer","","Recommended","On a scale from 0-10, how related is ""Frowning"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec144","Integer","","Recommended","On a scale from 0-10, how related is ""Jumping"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec145","Integer","","Recommended","On a scale from 0-10, how related is ""Wide eyes"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec146","Integer","","Recommended","On a scale from 0-10, how related is ""Upset"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec147","Integer","","Recommended","On a scale from 0-10, how related is ""Vomiting"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec148","Integer","","Recommended","On a scale from 0-10, how related is ""Laughing"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec149","Integer","","Recommended","On a scale from 0-10, how related is ""Heat"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec150","Integer","","Recommended","On a scale from 0-10, how related is ""Excitement"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec151","Integer","","Recommended","On a scale from 0-10, how related is ""Sweating"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec152","Integer","","Recommended","On a scale from 0-10, how related is ""Sickness"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec153","Integer","","Recommended","On a scale from 0-10, how related is ""Loving"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec154","Integer","","Recommended","On a scale from 0-10, how related is ""Depression"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec155","Integer","","Recommended","On a scale from 0-10, how related is ""Calm"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec156","Integer","","Recommended","On a scale from 0-10, how related is ""Tense"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec157","Integer","","Recommended","On a scale from 0-10, how related is ""Avoidance"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec158","Integer","","Recommended","On a scale from 0-10, how related is ""Slumping over"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec159","Integer","","Recommended","On a scale from 0-10, how related is ""Screaming"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec160","Integer","","Recommended","On a scale from 0-10, how related is ""Clenching fists"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec161","Integer","","Recommended","On a scale from 0-10, how related is ""Lonely"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec162","Integer","","Recommended","On a scale from 0-10, how related is ""Pain"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec163","Integer","","Recommended","On a scale from 0-10, how related is ""Frustration"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec164","Integer","","Recommended","On a scale from 0-10, how related is ""Gasping"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec165","Integer","","Recommended","On a scale from 0-10, how related is ""Warmth"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec166","Integer","","Recommended","On a scale from 0-10, how related is ""Hiding"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec167","Integer","","Recommended","On a scale from 0-10, how related is ""Punching"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec168","Integer","","Recommended","On a scale from 0-10, how related is ""Anxious"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec169","Integer","","Recommended","On a scale from 0-10, how related is ""Headache"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec170","Integer","","Recommended","On a scale from 0-10, how related is ""Gagging"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec171","Integer","","Recommended","On a scale from 0-10, how related is ""Turning away"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec172","Integer","","Recommended","On a scale from 0-10, how related is ""Lethargic"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec173","Integer","","Recommended","On a scale from 0-10, how related is ""Jaw grinding"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec174","Integer","","Recommended","On a scale from 0-10, how related is ""Crying"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec175","Integer","","Recommended","On a scale from 0-10, how related is ""Rage"" to the emotion ""Sadness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec176","Integer","","Recommended","On a scale from 0-10, how related is ""Smiling"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec177","Integer","","Recommended","On a scale from 0-10, how related is ""Nausea"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec178","Integer","","Recommended","On a scale from 0-10, how related is ""Yelling"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec179","Integer","","Recommended","On a scale from 0-10, how related is ""Shaking"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
