"rear_11","Integer","","Recommended","I recognize that I have to actively work to address racial stereotyping or discrimination.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_12","Integer","","Recommended","I educate others about race and racial discrimination.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_13","Integer","","Recommended","I participate in activities or organizations that aim to reduce or resist racial discrimination.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_14","Integer","","Recommended","I confront my friends and family when they do or say something that racially stereotypes or discriminates.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_15","Integer","","Recommended","I educate myself about how being from my racial group interacts with experiences of privilege and oppression in other areas to affect my life (e.g., interactions of race with sexual orientation, gender or social class).","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_16","Integer","","Recommended","I participate in activities or organizations that aim to reduce or resist all forms of oppression, not only racism (e.g., sexism, classism, heterosexism, etc.).","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_17","Integer","","Recommended","I distance myself from people who are unwilling to address their racial stereotyping or biases.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_18","Integer","","Recommended","I point it out to people when they say something that stereotypes or racially discriminates.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_19","Integer","","Recommended","I create or lead activities or organizations that aim to reduce or resist racial discrimination for all people of color, not only my racial group.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_20","Integer","","Recommended","I confront my acquaintances when they do or say something that racially stereotypes or discriminates.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_21","Integer","","Recommended","I actively notice experiences of racial stereotyping or discrimination.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_22","Integer","","Recommended","I share my own experiences of racial stereotyping and discrimination in order to validate others' experiences.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_23","Integer","","Recommended","I seek to reduce and resist racial discrimination for the good of my community.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_24","Integer","","Recommended","I create or lead activities or organizations that that aim to reduce or resist all forms of oppression, not only racism (e.g., sexism, classism, heterosexism, etc.).","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_25","Integer","","Recommended","I share or promote art, music, or poetry created by others that is about race or racial discrimination.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
"rear_26","Integer","","Recommended","I am motivated to address racial discrimination when I think about future generations.","1::5","1 = Rarely; 2 = Occasionally; 3 = Sometimes; 4 = Usually; 5 = Almost always",""
