"szepia3co","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia3po","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia3cb","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia3pb","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4cp","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4pp","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4cc","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4pc","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4co","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4po","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4cb","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia4pb","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5cp","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5pp","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5cc","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5pc","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5co","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5po","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5cb","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia5pb","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6cp","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6pp","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6cc","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6pc","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6co","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6po","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6cb","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia6pb","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7cp","Integer","","Recommended","Repeated nightmares (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7pp","Integer","","Recommended","Repeated nightmares (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7cc","Integer","","Recommended","Repeated nightmares (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7pc","Integer","","Recommended","Repeated nightmares (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7co","Integer","","Recommended","Repeated nightmares (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7po","Integer","","Recommended","Repeated nightmares (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7cb","Integer","","Recommended","Repeated nightmares (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia7pb","Integer","","Recommended","Repeated nightmares (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8cp","Integer","","Recommended","Repeated complaints about physical problems (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8pp","Integer","","Recommended","Repeated complaints about physical problems (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8cc","Integer","","Recommended","Repeated complaints about physical problems (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8pc","Integer","","Recommended","Repeated complaints about physical problems (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8co","Integer","","Recommended","Repeated complaints about physical problems (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8po","Integer","","Recommended","Repeated complaints about physical problems (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8cb","Integer","","Recommended","Repeated complaints about physical problems (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepia8pb","Integer","","Recommended","Repeated complaints about physical problems (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1cp","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1cc","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1co","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1cb","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1pp","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1pc","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1po","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa1pb","Integer","","Recommended","Recurrent excessive distress when separation occurs/is anticipated (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2cp","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2cc","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2co","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2cb","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2pp","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2pc","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2po","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa2pb","Integer","","Recommended","Persistent and excessive worry about losing, or harm befalling (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3cp","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3cc","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3co","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3cb","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3pp","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3pc","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3po","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa3pb","Integer","","Recommended","Persistent and excessive worry that an untoward event will lead to separation (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4cp","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4cc","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4co","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4cb","Integer","","Recommended","Persistent reluctance or refusal to go to school (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4pp","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4pc","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4po","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa4pb","Integer","","Recommended","Persistent reluctance or refusal to go to school (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5cp","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5cc","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5co","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5cb","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5pp","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5pc","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5po","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa5pb","Integer","","Recommended","Persistently and excessively fearful or reluctant to be alone (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6cp","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6cc","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6co","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6cb","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6pp","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6pc","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6po","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa6pb","Integer","","Recommended","Persistent reluctance or refusal to go to sleep (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7cp","Integer","","Recommended","Repeated nightmares (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7cc","Integer","","Recommended","Repeated nightmares (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7co","Integer","","Recommended","Repeated nightmares (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7cb","Integer","","Recommended","Repeated nightmares (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7pp","Integer","","Recommended","Repeated nightmares (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7pc","Integer","","Recommended","Repeated nightmares (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7po","Integer","","Recommended","Repeated nightmares (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa7pb","Integer","","Recommended","Repeated nightmares (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8cp","Integer","","Recommended","Repeated complaints about physical problems (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8cc","Integer","","Recommended","Repeated complaints about physical problems (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8co","Integer","","Recommended","Repeated complaints about physical problems (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8cb","Integer","","Recommended","Repeated complaints about physical problems (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8pp","Integer","","Recommended","Repeated complaints about physical problems (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8pc","Integer","","Recommended","Repeated complaints about physical problems (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8po","Integer","","Recommended","Repeated complaints about physical problems (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepsa8pb","Integer","","Recommended","Repeated complaints about physical problems (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"szepxabcp","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxabcc","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
