"ccsc_11","Integer","","Recommended","When I have a problem, I listen to music.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_12","Integer","","Recommended","When I have a problem, I try to put it out of my mind.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_13","Integer","","Recommended","When I have a problem, I figure out what I can do by talking with one of my friends.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_14","Integer","","Recommended","When I have a problem, I think about what would happen before I decide what to do.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_15","Integer","","Recommended","When I have a problem, I tell myself it will be over in a short time.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_16","Integer","","Recommended","When I have a problem, I talk about how I am feeling with some adult who is not in my family.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_17","Integer","","Recommended","When I have a problem, I play sports.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_18","Integer","","Recommended","When I have a problem, I try to stay away from things that make me feel upset.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_19","Integer","","Recommended","When I have a problem, I do something bad or cause trouble.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_20","Integer","","Recommended","When I have a problem, I try to make things better by changing what I do.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_21","Integer","","Recommended","When I have a problem, I ask God to help me understand it.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_22","Integer","","Recommended","When I have a problem, I cry by myself.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_23","Integer","","Recommended","When I have a problem, I go for a walk.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_24","Integer","","Recommended","When I have a problem, I imagine how I'd  like things to be.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_25","Integer","","Recommended","When I have a problem, I talk to my brother or sister about how to make things better.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_26","Integer","","Recommended","When I have a problem, I think about which things are best to do to handle the problem.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_27","Integer","","Recommended","When I have a problem, I remind myself that things could be worse.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_28","Integer","","Recommended","When I have a problem, I talk with my brother or sister about my feelings.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_29","Integer","","Recommended","When I have a problem, I go skateboard riding or roller skating.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_30","Integer","","Recommended","When I have a problem, I avoid the people that make me feel bad.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_31","Integer","","Recommended","When I have a problem, I get angry and threaten the people who caused the problem.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_32","Integer","","Recommended","When I have a problem, I talk to someone who might understand how I feel.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_33","Integer","","Recommended","When I have a problem, I do something to solve the problem.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_34","Integer","","Recommended","When I have a problem, I try to understand it better by thinking more about it.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_35","Integer","","Recommended","When I have a problem, I let out feelings to my pet or stuffed animal.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_36","Integer","","Recommended","When I have a problem, I read a book or magazine.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_37","Integer","","Recommended","When I have a problem, I wait and hope that things will get better.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_38","Integer","","Recommended","When I have a problem, I try to solve the problem by talking with my mother or father.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_39","Integer","","Recommended","When I have a problem, I think about what I need to know so I can solve the problem.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_40","Integer","","Recommended","When I have a problem, I tell myself it's not worth getting upset about.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_41","Integer","","Recommended","When I have a problem, I talk with one of my friends about my feelings.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_42","Integer","","Recommended","When I have a problem, I do some exercise.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_43","Integer","","Recommended","When I have a problem, I avoid it by going to my room.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_44","Integer","","Recommended","When I have a problem, I do something like video games or a hobby.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_45","Integer","","Recommended","When I have a problem, I talk to someone who could help me make the situation better.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_46","Integer","","Recommended","When I have a problem, I do something in order to get the most I can out of the situation.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_47","Integer","","Recommended","When I have a problem, I  Think about what I can learn from the problem.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_48","Integer","","Recommended","When I have a problem, I let off steam by hitting my pillow or bed.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_49","Integer","","Recommended","When I have a problem, I watch TV.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_50","Integer","","Recommended","When I have a problem, I wish that things were better.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_51","Integer","","Recommended","When I have a problem, I try to figure out what I can do by talking to an adult who is not in my family.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_52","Integer","","Recommended","When I have a problem, I try to figure out why things like this happen.","1::4","1= Never; 2= Sometimes; 3= Often; 4= Most of the time",""
"ccsc_53","Integer","","Recommended","Overall, how well do you think that the things you usually do work to make the SITUATION BETTER?","1::4","1= Do not work at all; 2=  Work a little; 3=  Work pretty well; 4=  Work very well",""
"ccsc_54","Integer","","Recommended","Overall, how well do you think that the things you usually do work to make you FEEL BETTER?","1::4","1= Do not work at all; 2=  Work a little; 3=  Work pretty well; 4=  Work very well",""
