"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"srs_2005_adultresearch_46","Integer","","Recommended","","46. Has overly serious facial expressions","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q46_serious_facial"
"srs_2005_adultresearch_47","Integer","","Recommended","","47. Laughs at inappropriate times","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q47_laughs_inaproppriately"
"srs_2005_adultresearch_48","Integer","","Recommended","","""48. Has a sense of humor, understands jokes  ""","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. REVERSE-SCORED ITEM","q48_humor"
"srs_2005_adultresearch_49","Integer","","Recommended","","""49. Does extremely well at a few intellectual or computational tasks, but does not do as well at most other tasks""","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q49_savant"
"srs_2005_adultresearch_50","Integer","","Recommended","","""50. Has repetitive, odd behaviors ""","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q50_behavior_repetative"
"srs_2005_adultresearch_51","Integer","","Recommended","","51. Has difficulty answering questions directly and ends up talking around the subject","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q51_difficulty_answering"
"srs_2005_adultresearch_52","Integer","","Recommended","","52. Knows when he or she is talking too loud or making too much noise","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. REVERSE-SCORED ITEM","q52_knows_too_loud"
"srs_2005_adultresearch_53","Integer","","Recommended","","""53. Talks to people with an unusual tone of voice (e.g., talks like a robot or like he or she is giving a lecture)  ""","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q53_unusual_tone"
"srs_2005_adultresearch_54","Integer","","Recommended","","54. Seems to react to people as if they are objects","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q54_people_as_objects"
"srs_2005_adultresearch_55","Integer","","Recommended","","55. Knows when he or she is too close to someone or is invading someone's space","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. REVERSE-SCORED ITEM","q55_personal_space"
"srs_2005_adultresearch_56","Integer","","Recommended","","56. Walks in between two people who are talking","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q56_walks_between_people"
"srs_2005_adultresearch_57","Integer","","Recommended","","57. Isolative; tends  to not leave his or her home","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q57_isloative"
"srs_2005_adultresearch_58","Integer","","Recommended","","58. Concentrates too much on parts of things rather than seeing the whole picture","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q58_concentrates_parts"
"srs_2005_adultresearch_59","Integer","","Recommended","","59. Is overly suspicious","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q59_suspicious"
"srs_2005_adultresearch_60","Integer","","Recommended","","""60. Is emotionally distant, doesn't show his or her feelings  ""","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q60_emotionally_distant"
"srs_2005_adultresearch_61","Integer","","Recommended","","""61. Is inflexible, has a hard time changing his or her mind  ""","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q61_inflexible"
"srs_2005_adultresearch_62","Integer","","Recommended","","62. Gives unusual or illogical reasons for doing things","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q62_illogical_reasons"
"srs_2005_adultresearch_63","Integer","","Recommended","","63. Touches or greets others in an unusual way","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q63_greets_unusual_way"
"srs_2005_adultresearch_64","Integer","","Recommended","","64. Is too tense in social settings","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q64_tense"
"srs_2005_adultresearch_65","Integer","","Recommended","","65. Stares or gazes off into space","1;2;3;4","1 = Not true; 2 = Sometimes true; 3 = Often true; 4 = Almost always true. POSITIVE CODED ITEM","q65_stares_into_space"
"srs_2005_male_raw1","Integer","","Recommended","","Social Awareness Raw Score: Male","","","male_awareness,male_raw1"
"srs_2005_male_raw2","Integer","","Recommended","","Social Cognition Raw Score: Male","","","male_cognition,male_raw2"
"srs_2005_male_raw3","Integer","","Recommended","","Social Communication Raw Score: Male","","","male_communication,male_raw3"
"srs_2005_male_raw4","Integer","","Recommended","","Social Motivation Raw Score: Male","","","male_mannerisms,male_raw4"
"srs_2005_male_raw5","Integer","","Recommended","","Autistic Mannerisms Raw Score: Male","","","male_motivation,male_raw5"
"srs_2005_female_raw1","Integer","","Recommended","","Social Awareness Raw Score: Female","","","female_awareness"
"srs_2005_female_raw2","Integer","","Recommended","","Social Cognition Raw Score: Female","","","female_cognition"
"srs_2005_female_raw3","Integer","","Recommended","","Social Communication Raw Score: Female","","","female_communication"
"srs_2005_female_raw4","Integer","","Recommended","","Social Motivation Raw Score: Female","","","female_mannerisms"
"srs_2005_female_raw5","Integer","","Recommended","","Autistic Mannerisms Raw Score: Female","","","female_motivation"
"phenotype","String","400","Required","","Phenotype/diagnosis for the subject","","e.g., Healthy, Control, Suicidal",""
"visit","String","60","Recommended","","Visit name","","e.g., Baseline, 6-Month Follow Up, Year 2","srs_apt,srs_apt"
"com_ts","Integer","","Recommended","","Communication T-Score","","",""
"mot_rs","Integer","","Recommended","","Motivation Raw Score","","",""
"mot_ts","Integer","","Recommended","","Motivation T-Score","","",""
"rrb_rs","Integer","","Recommended","","RRB Raw Score","","",""
"rrb_ts","Integer","","Recommended","","RRB T-Score","","",""
"sci_rs","Integer","","Recommended","","SCI Raw Score","","",""
"sci_ts","Integer","","Recommended","","SCI T-Score","","",""
"srs_total_rs","Integer","","Recommended","","SRS Total Raw Score","","",""
"srs_total_ts","Integer","","Recommended","","SRS Total T-Score","","",""
"score_discussion","Integer","","Recommended","","SRS Total Score Discussion","1::4","1=Withing normal limits; 2=Mild range; 3=Moderate range; 4=Severe range",""
"txgroup","String","50","Recommended","","Treatment group","","e.g., Control, Intervention, Experimental, Placebo",""
"timepoint_label","String","50","Recommended","","Timepoint/visit label","","e.g., Baseline, Morning, At Bedtime",""
"awr_rs","Integer","","Recommended","","Awareness Raw Score","","",""
"awr_ts","Integer","","Recommended","","Awareness T-Score","","",""
"cog_rs","Integer","","Recommended","","Cognition Raw Score","","",""
"cog_ts","Integer","","Recommended","","Cognition T-Score","","",""
"com_rs","Integer","","Recommended","","Communication Raw Score","","",""
