"obq4d","Integer","","Recommended","I keep a close eye out for the early symptoms which show that my mood is changing:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq5a","Integer","","Recommended","I understand how medicines can help manage mood instability in people with bipolar disorder:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq5b","Integer","","Recommended","I understand how medicines can help me to manage my mood instability:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq5c","Integer","","Recommended","I know which mood medicines I should take and when I should take them:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq5d","Integer","","Recommended","I usually take my mood medicines as prescribed:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq6a","Integer","","Recommended","I know which factors increase risk of unstable mood in people with bipolar disorder:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq6b","Integer","","Recommended","I know which factors in my life increase my risk of unstable mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq6c","Integer","","Recommended","I know how to manage these risk factors in my life:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq6d","Integer","","Recommended","I actively manage these risk factors:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq7a","Integer","","Recommended","Using alcohol/substances can worsen mood stability in people with bipolar disorder:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq7b","Integer","","Recommended","My use of alcohol/substances can worsen my mood stability:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq7c","Integer","","Recommended","I know how to cut down or stop my use of alcohol/substances when necessary:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq7d","Integer","","Recommended","I actively cut down or stop my use of alcohol/substances when necessary:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq8a","Integer","","Recommended","I understand how sleep routine affects mood in people with bipolar disorder:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq8b","Integer","","Recommended","I understand how my sleep routine affects my mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq8c","Integer","","Recommended","I know how to alter my sleep routine to help to manage my mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq8d","Integer","","Recommended","I alter my sleep routine to help to manage my mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq9a","Integer","","Recommended","Regularly monitoring mood can help people with bipolar disorder to manage their mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq9b","Integer","","Recommended","Regularly monitoring my mood can help me to manage my mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq9c","Integer","","Recommended","I know how to monitor my mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq9d","Integer","","Recommended","I am regularly monitoring my mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq10a","Integer","","Recommended","I know which factors reduce the risk of unstable mood in people with bipolar disorder:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq10b","Integer","","Recommended","I know which factors in my life reduce my risk of unstable mood:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq10c","Integer","","Recommended","I know how to strengthen these protective factors in my life:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
"obq10d","Integer","","Recommended","I actively strengthen these protective factors:","1 :: 3","1= Agree; 2= Neither agree nor disagree; 3= Disagree",""
