"past_90_20","Integer","","Recommended","In the past 90 days, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_21","Integer","","Recommended","In the past 90 days, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_22","Integer","","Recommended","In the past 90 days, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_23","Integer","","Recommended","In the past 90 days, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_24","Integer","","Recommended","In the past 90 days, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Other","0;1","0= No; 1= Yes",""
"past_90_25","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_26","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_27","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_28","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_29","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_30","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_31","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_32","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_33","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_34","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_35","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_36","Integer","","Recommended","In the past 90 days, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Other","0;1","0= No; 1= Yes",""
"past_90_37","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_38","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_39","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_40","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_41","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_42","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_43","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_44","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_45","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_46","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_47","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_48","Integer","","Recommended","In the past 90 days, have you ever experience cravings, or a strong desire or urge to use the following substances?: Other","0;1","0= No; 1= Yes",""
"past_90_49","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_50","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_51","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_52","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_53","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_54","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_55","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_56","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_57","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_58","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_59","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_60","Integer","","Recommended","In the past 90 days, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Other","0;1","0= No; 1= Yes",""
"past_90_61","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_62","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_63","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_64","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_65","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_66","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_67","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_68","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_69","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_70","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_71","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_72","Integer","","Recommended","In the past 90 days, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Other","0;1","0= No; 1= Yes",""
"past_90_73","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_74","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_75","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_76","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_77","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_78","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_79","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_80","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_81","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_82","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_83","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_84","Integer","","Recommended","In the past 90 days, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Other","0;1","0= No; 1= Yes",""
"past_90_85","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_86","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_87","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_88","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_89","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_90","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_91","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_92","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_93","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_94","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_95","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_96","Integer","","Recommended","In the past 90 days, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Other","0;1","0= No; 1= Yes",""
"past_90_97","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_98","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_99","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_100","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_101","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_102","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_103","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_104","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_105","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_106","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_107","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_108","Integer","","Recommended","In the past 90 days, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Other","0;1","0= No; 1= Yes",""
