"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"scl1_walksteps","Integer","","Required","","24. Walks 4 to 5 steps, one foot on line","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor24,MS1_line_q24,Mullen_SEL_scl1_walksteps,gr_24,gross_motor_24,mu_gm24"
"scl1_walkstairsself","Integer","","Required","","25. Walks up stairs by self, nonalternating","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor25,MS1_walksup_q25,Mullen_SEL_scl1_walkstairsself,gr_25,gross_motor_25,mu_gm25"
"scl1_jumpbenchtot","Integer","","Required","","26. Jumps down from bench (Code 1 if jumps with 1 foot, Code 2 if jumps with two feet)","0;1;2;9","0 = Fail; 1 = One foot; 2 = Two feet; 9=not answered/missing","Gross_Motor26,MS1_jumps0_q26,Mullen_SEL_scl1_jumpbenchtot,gr_26,gross_motor_26,mu_gm26"
"scl1_jumpinplace","Integer","","Required","","27. Jumps in place, feet together (one jump)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor27,MS1_jumpsinplace,Mullen_SEL_scl1_jumpinplace,gr_27,gross_motor_27,mu_gm27"
"scl1_tiptoe","Integer","","Required","","28- Walks on tiptoes (4-5 steps)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor28,MS1_tiptoe_q28,Mullen_SEL_scl1_tiptoe,gr_28,gross_motor_28,mu_gm28"
"scl1_armbalance","Integer","","Required","","29. Walks on line, using arms to balance (6-7 steps)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor29,MS1_balance_q29,Mullen_SEL_scl1_armbalance,gr_29,gross_motor_29,mu_gm29"
"scl1_walkdownstairs","Integer","","Required","","30. Walks down stairs by self, alternating","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor30,MS1_downstairs,Mullen_SEL_scl1_walkdownstairs,gr_30,gross_motor_30,mu_gm30"
"scl1_gettostand","Integer","","Required","","31. Gets to stand/forward to sit (S to stand)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor31,MS1_forwrdtosit,Mullen_SEL_scl1_gettostand,gr_31,gross_motor_31,mu_gm31"
"scl1_balanceonefoot","Integer","","Required","","32. Balances on one foot (2-3 seconds)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor32,MS1_balance_32,Mullen_SEL_scl1_balanceonefoot,gr_32,gross_motor_32,mu_gm32"
"scl1_turncorner","Integer","","Required","","33. Runs, turns corner, stops","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor33,MS1_turns_33,Mullen_SEL_scl1_turncorner,gr_33,gross_motor_33,mu_gm33"
"scl1_hoptwotimes","Integer","","Required","","34. Hops two times","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor34,MS1_hops_q34,Mullen_SEL_scl1_hoptwotimes,gr_34,gross_motor_34,mu_gm34"
"scl1_armatside","Integer","","Required","","35. Walks on line, arms at side {6 steps)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Gross_Motor35,MS1_armsatside,Mullen_SEL_scl1_armatside,gr_35,gross_motor_35,mu_gm35"
"scl1_gm_raw_score","Integer","","Recommended","","Gross Motor Raw Score","","","MS1_Gmrawscore,Mullen_SEL_scl1_gm_raw_score,mu_gm_raw,mul_q1r,p7902mullenscoresrawscoregm"
"scl2_fixtotal","Integer","","Recommended","","1. Fixates on and tracks triangle (S) (Code 1 if fixates; Code 2 if tracks)","0;1;2;9","0 = Fail; 1 = Fixates; 2 = Tracks; 9=not answered/missing","Mullen_SEL_scl2_fixtotal,VR_tracksFixates1,Visual_Reception1,msel_scl2_fixtotal,mu_vr1,visual_recept_1,visual_reception_1,vr_1"
"scl2_trackface","Integer","","Recommended","","2. Tracks schematic face 90 degrees (S)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_trackface,VR_90degree_q2,Visual_Reception2,msel_scl2_trackface,mu_vr2,visual_recept_2,visual_reception_2,vr_2"
"scl2_trackbulleye","Integer","","Recommended","","3. Tracks moving bull's-eye ISO degrees (PPr)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_trackbulleye,VR_180degree_q3,Visual_Reception3,msel_scl2_trackbulleye,mu_vr3,visual_recept_3,visual_reception_3,vr_3"
"scl2_localaltballface","Integer","","Recommended","","4. Localizes alternating red ball and schematic face (PPr)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_localaltballface,VR_redball_q4,Visual_Reception4,msel_scl2_localaltballface,mu_vr4,visual_recept_4,visual_reception_4,vr_4"
"scl2_stareownhand","Integer","","Recommended","","5. Stares at own hand (S)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_stareownhand,VR_ownhand_q5,Visual_Reception5,msel_scl2_stareownhand,mu_vr5,visual_recept_5,visual_reception_5,vr_5"
"scl2_localbulleye","Integer","","Required","","6. Localizes bull's-eye near and far (SSit)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_localbulleye,VR_nearNfar_q6,Visual_Reception6,msel_scl2_localbulleye,mu_vr6,visual_recept_6,visual_reception_6,vr_6"
"scl2_lookdropspoon","Integer","","Required","","7. Looks for dropped spoon (AA/) (SSit)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_lookdropspoon,VR_spoon_q7,Visual_Reception7,msel_scl2_lookdropspoon,mu_vr7,visual_recept_7,visual_reception_7,vr_7"
"scl2_pullcord","Integer","","Required","","8. Pulls cord to obtain disc (SSit)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_pullcord,VR_pullsword_q8,Visual_Reception8,msel_scl2_pullcord,mu_vr8,visual_recept_8,visual_reception_8,vr_8"
"scl2_hiddenring_total","Integer","","Required","","9. Looks for ring hidden under washcloth (Sit) - (Code 1 for partially hidden; Code 2 for full hidden)","0;1;2;9","0 = Fail; 1 = Partially hidden; 2 = Fully hidden; 9=not answered/missing","Mullen_SEL_scl2_hiddenring_total,VR_hiddenitem1,Visual_Reception9,msel_scl2_hiddenring_total,mu_vr9,visual_recept_9,visual_reception_9,vr_9"
"scl2_turncup_sideup","Integer","","Required","","10. Turns cup right-side up","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_turncup_sideup,VR_turnscup_q10,Visual_Reception10,msel_scl2_turncup_sideup,mu_vr10,visual_recept_10,visual_reception_10,vr_10"
"scl2_assoc_brush","String","50","Recommended","","11. Makes object association - Brush","Yes;No","","Mullen_SEL_scl2_assoc_brush"
"scl2_assoc_spoon","String","50","Recommended","","11. Makes object association - Spoon","Yes;No","","Mullen_SEL_scl2_assoc_spoon"
"scl2_assoc_cup","String","50","Recommended","","11. Makes object association - cup","Yes;No","","Mullen_SEL_scl2_assoc_cup"
"scl2_assoc_ball","String","50","Recommended","","11. Makes object association - ball","Yes;No","","Mullen_SEL_scl2_assoc_ball"
"scl2_assoc_total","Integer","","Required","","11. Makes object association -Total","0;1;9","0 = Fail; 1 = Pass (associates one object); 9= not answered/missing","Mullen_SEL_scl2_assoc_total,VR_association1,Visual_Reception11,msel_scl2_assoc_total,mu_vr11,visual_recept_11,visual_reception_11,vr_11"
"scl2_car_underwashcloth","Integer","","Required","","12. Looks for car under two washcloths","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_car_underwashcloth,VR_car_q12,Visual_Reception12,msel_scl2_car_underwashcloth,mu_vr12,visual_recept_12,visual_reception_12,vr_12"
"scl2_showinterest","Integer","","Recommended","","13. Shows interest in book as hinge","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_showinterest,VR_book_q13,Visual_Reception13,msel_scl2_showinterest,mu_vr13,visual_recept_13,visual_reception_13,vr_13"
"scl2_attnd_pic","Integer","","Required","","14. Attends to picture (A/V)","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_attnd_pic,VR_picture_q14,Visual_Reception14,msel_scl2_attnd_pic,mu_vr14,visual_recept_14,visual_reception_14,vr_14"
"scl2_toy_covered","Integer","","Required","","15. Looks for toy covered, then displaced","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_toy_covered,VR_covered_q15,Visual_Reception15,msel_scl2_toy_covered,mu_vr15,visual_recept_15,visual_reception_15,vr_15"
"scl2_dicformtotal","Integer","","Required","","16. Discriminates forms on formboard - Total (Code 1 for circle; Code 2 for circle and square; Code 3 for circle, square and triangle; Code 4 for circle, square, triangle and plus sign)","0::4;9","0 = Fail; 1 = Circle; 2 = Circle and square; 3 = Circle, square and triangle; 4 = Circle, square, triangle and plus sign; 9= not answered/missing","Mullen_SEL_scl2_dicformtotal,VR_Discriminates1,Visual_Reception16,msel_scl2_dicformtotal,mu_vr16,visual_recept_16,visual_reception_16,vr_16"
"scl2_objwithname17a","Integer","","Required","","17A. Matches objects with naming (19 months or younger) OR 17B Matches objects without naming (20 months or older)","0::3; 9","0 = Fail; 1 = One object with naming; 2 = Two objects without naming; 3 = Three objects without naming; 9= not answered/missing","Mullen_SEL_scl2_objwithname17a,VR_19months1,Visual_Reception17,msel_scl2_objwithname17a,mu_vr17,visual_recept_17,visual_reception_17,vr_17"
"scl2_match_shoes","String","50","Recommended","","17. Matches objects without naming - shoes","Yes;No","","Mullen_SEL_scl2_match_shoes,VR_20months1"
"scl2_match_cars","String","50","Recommended","","17. Matches objects without naming- cars","Yes;No","","Mullen_SEL_scl2_match_cars"
"scl2_match_keys","String","50","Recommended","","17. Matches objects without naming- keys","Yes;No","","Mullen_SEL_scl2_match_keys"
"scl2_match_sticks","String","50","Recommended","","17. Matches objects without naming- sticks","Yes;No","","Mullen_SEL_scl2_match_sticks"
"scl2_nestcup_three","String","50","Required","","I8. Nests nesting cups - (Code 1 if nests three cups;Code 2 if nests 4 cups)","0;1;2;9","0 = Fail; 1 = Nests three cups; 2 = Nests four cups; 9=not answered/missing","Mullen_SEL_scl2_nestcup_three,VR_nestingCups1,Visual_Reception18,msel_scl2_nestcup_three,mu_vr18,visual_recept_18,visual_reception_18,vr_18"
"scl2_sort_spoonsblock","Integer","","Required","","19. Sorts spoons and blocks by category","0;1;9","0 = Fail; 1 = Pass (2 each); 9= not answered/missing","Mullen_SEL_scl2_sort_spoonsblock,VR_sorts_q19,Visual_Reception19,msel_scl2_sort_spoonsblock,mu_vr19,visual_recept_19,visual_reception_19,vr_19"
"scl2_mtchshape_circle","String","50","Recommended","","20. Matches by shape - circles","Yes;No","","Mullen_SEL_scl2_mtchshape_circle"
"scl2_mtchshape_sq","String","50","Recommended","","20. Matches by shape - squares","Yes;No","","Mullen_SEL_scl2_mtchshape_sq"
"scl2_mtchshape_triangle","String","50","Recommended","","20. Matches by shape - triangles","Yes;No","","Mullen_SEL_scl2_mtchshape_triangle"
"scl2_mtchshape_total","Integer","","Required","","20. Matches by shape - total","0;1;9","0 = Fail; 1 = Pass (2 each); 9= not answered/missing","Mullen_SEL_scl2_mtchshape_total,VR_matchShape1,Visual_Reception20,msel_scl2_mtchshape_total,mu_vr20,visual_recept_20,visual_reception_20,vr_20"
"scl2_mtchpic_shoe","String","50","Recommended","","21. Matches pictures - shoe","Yes;No","","Mullen_SEL_scl2_mtchpic_shoe,VR_matchPic1"
"scl2_mtchpic_cup","String","50","Recommended","","21. Matches pictures - cup","Yes;No","","Mullen_SEL_scl2_mtchpic_cup"
"scl2_mtchpic_plane","String","50","Recommended","","21. Matches pictures - plane","Yes;No","","Mullen_SEL_scl2_mtchpic_plane"
"scl2_mtchpic_total","Integer","","Required","","21. Matches pictures - total","0;1;9","0 = Fail; 1 = Pass (matches two pictures); 9= not answered/missing","Mullen_SEL_scl2_mtchpic_total,Visual_Reception21,msel_scl2_mtchpic_total,mu_vr21,visual_recept_21,visual_reception_21,vr_21"
"scl2_mtchsize_largered","String","50","Required","","22. Matches by size, color - large red circles","Yes;No;999","999=NA/missing","Mullen_SEL_scl2_mtchsize_largered"
"scl2_mtchsize_smallred","String","50","Required","","22. Matches by size, color - small red circles","Yes;No;999","999=NA/missing","Mullen_SEL_scl2_mtchsize_smallred"
"scl2_mtchsize_largeyellow","String","50","Required","","22. Matches by size, color - large yellow circles","Yes;No;999","999=NA/missing","Mullen_SEL_scl2_mtchsize_largeyellow"
"scl2_mtchsize_smallyellow","String","50","Required","","22. Matches by size, color - small yellow circles","Yes;No;999","999=NA/missing","Mullen_SEL_scl2_mtchsize_smallyellow"
"scl2_mtchsize_total","Integer","","Required","","22. Matches by size, color - total","0;1;9","0 = Fail; 1 = Pass (2 each); 9= not answered/missing","Mullen_SEL_scl2_mtchsize_total,VR_matchSize1,Visual_Reception22,msel_scl2_mtchsize_total,mu_vr22,visual_recept_22,visual_reception_22,vr_22"
"scl2_onepic_memory","Integer","","Required","","23. Memory for one picture","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_onepic_memory,VR_memory_q23,Visual_Reception23,msel_scl2_onepic_memory,mu_vr23,visual_recept_23,visual_reception_23,vr_23"
"scl2_spadet1","Integer","","Required","","24. Spatial details I","0;1;9","0 = Fail; 1 = Pass; 9= not answered/missing","Mullen_SEL_scl2_spadet1,VR_spatialD_q24,Visual_Reception24,msel_scl2_spadet1,mu_vr24,visual_recept_24,visual_reception_24,vr_24"
"scl2_spadet21","String","50","Recommended","","25. Spatial details II - 1","Yes;No","","Mullen_SEL_scl2_spadet21"
"scl2_spadet22","String","50","Recommended","","25. Spatial details II - 2","Yes;No","","Mullen_SEL_scl2_spadet22"
"scl2_spadet23","String","50","Recommended","","25. Spatial details II - 3","Yes;No","","Mullen_SEL_scl2_spadet23"
"scl2_spadet24","String","50","Recommended","","25. Spatial details II - 4","Yes;No","","Mullen_SEL_scl2_spadet24"
"scl2_spadet2total","Integer","","Required","","25. Spatial details II - total","0;1;2;9","0 = Fail; 1 = Three spatial details; 2 = Four spatial details; 9=not answered/missing","Mullen_SEL_scl2_spadet2total,VR_spatialD1,Visual_Reception25,msel_scl2_spadet2total,mu_vr25,visual_recept_25,visual_reception_25,vr_25"
"scl2_objmem_key","String","50","Recommended","","26. Memory for objects - Key","Yes;No","","Mullen_SEL_scl2_objmem_key"
"scl2_objmem_ball","String","50","Recommended","","26. Memory for objects -  ball","Yes;No","","Mullen_SEL_scl2_objmem_ball"
"scl2_objmem_car","String","50","Recommended","","26. Memory for objects - car","Yes;No","","Mullen_SEL_scl2_objmem_car"
"scl2_objmem_total","Integer","","Required","","26. Memory for objects - total","0;1;9","0 = Fail; 1 = Pass (memory for two objects); 9= not answered/missing","Mullen_SEL_scl2_objmem_total,VR_memoryObj1,Visual_Reception26,msel_scl2_objmem_total,mu_vr26,visual_recept_26,visual_reception_26,vr_26"
"scl2_spapos1","String","50","Recommended","","27. Discriminates spatial position - 1","Yes;No","","Mullen_SEL_scl2_spapos1,VR_discriminatesSP1"
"scl2_spapos2","String","50","Recommended","","27. Discriminates spatial position - 2","Yes;No","","Mullen_SEL_scl2_spapos2"
"scl2_spapos3","String","50","Recommended","","27. Discriminates spatial position - 3","Yes;No","","Mullen_SEL_scl2_spapos3"
"scl2_spapos4","String","50","Recommended","","27. Discriminates spatial position - 4","Yes;No","","Mullen_SEL_scl2_spapos4"
"scl2_spapos_total","Integer","","Required","","27. Discriminates spatial position - total","0;1;9","0 = Fail; 1 = Pass (discriminates all four spatial positions); 9= not answered/missing","Mullen_SEL_scl2_spapos_total,Visual_Reception27,msel_scl2_spapos_total,mu_vr27,visual_recept_27,visual_reception_27,vr_27"
"scl2_letmtchl","String","50","Recommended","","28. Matches letters - L","Yes;No","","Mullen_SEL_scl2_letmtchl"
"scl2_letmtchc","String","50","Recommended","","28. Matches letters - C","Yes;No","","Mullen_SEL_scl2_letmtchc"
"scl2_letmtchn","String","50","Recommended","","28. Matches letters - N","Yes;No","","Mullen_SEL_scl2_letmtchn"
"scl2_letmtchb","String","50","Recommended","","28. Matches letters - B","Yes;No","","Mullen_SEL_scl2_letmtchb"
"scl2_letmtchh","String","50","Recommended","","28. Matches letters - H","Yes;No","","Mullen_SEL_scl2_letmtchh"
"scl2_letmtchp","String","50","Recommended","","28. Matches letters - P","Yes;No","","Mullen_SEL_scl2_letmtchp"
"scl2_letmtch_tot","Integer","","Required","","28. Matches letters - total","0;1;9","0 = Fail; 1 = Pass (matches all six letters); 9= not answered/missing","Mullen_SEL_scl2_letmtch_tot,VR_matchLetter1,Visual_Reception28,msel_scl2_letmtch_tot,mu_vr28,visual_recept_28,visual_reception_28,vr_28"
"scl2_disc_bunny","String","50","Recommended","","29. Discriminates left/right - bunny","Yes;No","","Mullen_SEL_scl2_disc_bunny"
"scl2_disc_hammer","String","50","Recommended","","29. Discriminates left/right - hammer","Yes;No","","Mullen_SEL_scl2_disc_hammer"
"scl2_disc_child","String","50","Recommended","","29. Discriminates left/right - child","Yes;No","","Mullen_SEL_scl2_disc_child"
"scl2_disc_wagon","String","50","Recommended","","29. Discriminates left/right - wagon","Yes;No","","Mullen_SEL_scl2_disc_wagon"
"scl2_disc_total","Integer","","Required","","29. Discriminates left/right - total","0::4;9","0 = Fail; 1 = Discriminates left/right for one item; 2 = Discriminates left/right for two items; 3 = Discriminates left/right for three items; 4 = Discriminates left/right for four items; 9= not answered/missing","Mullen_SEL_scl2_disc_total,VR_disLandR1,Visual_Reception29,msel_scl2_disc_total,mu_vr29,visual_recept_29,visual_reception_29,vr_29"
"scl2_mtchwordb","String","50","Recommended","","30. Matches letters, words - B","Yes;No","","Mullen_SEL_scl2_mtchwordb"
"scl2_mtchwordt","String","50","Recommended","","30. Matches letters, words - t","Yes;No","","Mullen_SEL_scl2_mtchwordt"
"scl2_mtchwordd","String","50","Recommended","","30. Matches letters, words - d","Yes;No","","Mullen_SEL_scl2_mtchwordd"
"scl2_mtchwordn","String","50","Recommended","","30. Matches letters, words - n","Yes;No","","Mullen_SEL_scl2_mtchwordn"
"scl2_mtchwordrt","String","50","Recommended","","30. Matches letters, words - rt","Yes;No","","Mullen_SEL_scl2_mtchwordrt"
"scl2_mtchwordbe","String","50","Recommended","","30. Matches letters, words - be","Yes;No","","Mullen_SEL_scl2_mtchwordbe"
"scl2_mtchwordbat","String","50","Recommended","","30. Matches letters, words - bat","Yes;No","","Mullen_SEL_scl2_mtchwordbat"
"scl2_mtchwordcoat","String","50","Recommended","","30. Matches letters, words - coat","Yes;No","","Mullen_SEL_scl2_mtchwordcoat"
"scl2_mtchwordwill","String","50","Recommended","","30. Matches letters, words - will","Yes;No","","Mullen_SEL_scl2_mtchwordwill"
