"hif_11","Integer","","Recommended","In the past 3 months - When I felt happy, my happy feelings were very strong","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_12","Integer","","Recommended","In the past 3 months - When I felt sad, I could control or change how sad I felt","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_13","Integer","","Recommended","In the past 3 months - I was mad very often","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_14","Integer","","Recommended","In the past 3 months - When I felt excited, my excited feelings were very strong","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_15","Integer","","Recommended","In the past 3 months - I was in control of how often I felt scared","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_16","Integer","","Recommended","In the past 3 months - I was happy almost all the time","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_17","Integer","","Recommended","In the past 3 months - When I felt sad, my sad feelings were very powerful","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_18","Integer","","Recommended","In the past 3 months - When I felt mad, I could control or change how mad I felt","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_19","Integer","","Recommended","In the past 3 months - I was excited often","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_20","Integer","","Recommended","In the past 3 months - When I felt scared, my scared feelings were very strong","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_21","Integer","","Recommended","In the past 3 months - I was in control of how often I felt happy","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_22","Integer","","Recommended","In the past 3 months - I was sad almost all the time","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_23","Integer","","Recommended","In the past 3 months - When I felt mad, my mad feelings were very powerful","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_24","Integer","","Recommended","In the past 3 months - When I felt excited, I could control or change how excited I felt","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_25","Integer","","Recommended","In the past 3 months - I was scared very often","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_26","Integer","","Recommended","In the past 3 months - When I felt happy, my happy feelings were very strong","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_27","Integer","","Recommended","In the past 3 months - I was in control of how often I felt sad","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_28","Integer","","Recommended","In the past 3 months - I was mad almost all the time","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_29","Integer","","Recommended","In the past 3 months - When I felt excited, my excited feelings were very powerful","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
"hif_30","Integer","","Recommended","In the past 3 months - When I felt scared, I could control or change how scared I felt","1::4","1=Not at all true for me; 2=A little true for me; 3=Somewhat true for me; 4=Very true for me",""
