"adher_wk5_ther1","Integer","","Recommended","Week 5: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk5_ther2","Integer","","Recommended","Week 5: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk6_par","Integer","","Recommended","Week 6: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk6_ther1","Integer","","Recommended","Week 6: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk6_ther2","Integer","","Recommended","Week 6: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk7_par","Integer","","Recommended","Week 7: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk7_ther1","Integer","","Recommended","Week 7: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk7_ther2","Integer","","Recommended","Week 7: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk8_par","Integer","","Recommended","Week 8: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk8_ther1","Integer","","Recommended","Week 8: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk8_ther2","Integer","","Recommended","Week 8: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk9_par","Integer","","Recommended","Week 9: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk9_ther1","Integer","","Recommended","Week 9: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk9_ther2","Integer","","Recommended","Week 9: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk10_par","Integer","","Recommended","Week 10: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk10_ther1","Integer","","Recommended","Week 10: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk10_ther2","Integer","","Recommended","Week 10: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk11_par","Integer","","Recommended","Week 11: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk11_ther1","Integer","","Recommended","Week 11: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk11_ther2","Integer","","Recommended","Week 11: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk12_par","Integer","","Recommended","Week 12: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk12_ther1","Integer","","Recommended","Week 12: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk12_ther2","Integer","","Recommended","Week 12: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk13_par","Integer","","Recommended","Week 13: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk13_ther1","Integer","","Recommended","Week 13: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk13_ther2","Integer","","Recommended","Week 13: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk14_par","Integer","","Recommended","Week 14: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk14_ther1","Integer","","Recommended","Week 14: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk14_ther2","Integer","","Recommended","Week 14: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk15_par","Integer","","Recommended","Week 15: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk15_ther1","Integer","","Recommended","Week 15: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk15_ther2","Integer","","Recommended","Week 15: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk16_par","Integer","","Recommended","Week 16: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk16_ther1","Integer","","Recommended","Week 16: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk16_ther2","Integer","","Recommended","Week 16: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk17_par","Integer","","Recommended","Week 17: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk17_ther1","Integer","","Recommended","Week 17: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk17_ther2","Integer","","Recommended","Week 17: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk18_par","Integer","","Recommended","Week 18: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk18_ther1","Integer","","Recommended","Week 18: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk18_ther2","Integer","","Recommended","Week 18: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk19_par","Integer","","Recommended","Week 19: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk19_ther1","Integer","","Recommended","Week 19: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk19_ther2","Integer","","Recommended","Week 19: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
"adher_wk20_par","Integer","","Recommended","Week 20: During the past week, in what percentage of your interactions with your child did you use the skills you have learned so far","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk20_ther1","Integer","","Recommended","Week 20: During the past week, what percentage of the parent's homework assignments were completed?","0 :: 4","0 = 0%; 1 = 25%; 2 = 50%; 3 = 75%; 4 = 100%",""
"adher_wk20_ther2","Integer","","Recommended","Week 20: What is the quality of parent adherence to treatment (e.g. are prompts specific, is praise immediate, enthusiastic and contingent)","0 :: 4","0 = No adherence/mastery; 1 = Little adherence/mastery; 2 = Some adherence/mastery; 3 = Moderate adherence/mastery; 4 = Perfect adherence/mastery",""
