"ecsa_b35","Integer","","Recommended","(Concern and want help) Has more trouble talking or learning to talk than other children","0;1","0= No; 1= Yes (plus)",""
"ecsa_a36","Integer","","Recommended","(Compared to other children) Is learning or developing more slowly than other children","0 :: 2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b36","Integer","","Recommended","(Concern and want help) Is learning or developing more slowly than other children","0;1","0= No; 1= Yes (plus)",""
"ecsa_a37","Integer","","Recommended","(Compared to other children) I feel down, depressed, or hopeless","0 :: 2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b37","Integer","","Recommended","(Concern and want help) I feel down, depressed, or hopeless","0;1","0= No; 1= Yes (plus)",""
"ecsa_a38","Integer","","Recommended","(Compared to other children) I feel little interest or pleasure in doing things","0 :: 2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b38","Integer","","Recommended","(Concern and want help) I feel little interest or pleasure in doing things","0;1","0= No; 1= Yes (plus)",""
"ecsa_a39","Integer","","Recommended","(Compared to other children) I feel too stressed to enjoy my child","0 :: 2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b39","Integer","","Recommended","(Concern and want help) I feel too stressed to enjoy my child","0;1","0= No; 1= Yes (plus)",""
"ecsa_a40","Integer","","Recommended","(Compared to other children) I get more frustrated than I want to with my childs behavior","0 :: 2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b40","Integer","","Recommended","(Concern and want help) I get more frustrated than I want to with my childs behavior","0;1","0= No; 1= Yes (plus)",""
"ecsa_41","Integer","","Recommended","Are you concerned about your childs emotional or behavioral development?","0 :: 2","0= No; 1= Yes; 2= Somewhat",""
"ecsa_b37_","Integer","","Recommended","(Concern and want help) I feel down, depressed, or hopeless","0::2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b38_","Integer","","Recommended","(Concern and want help) I feel little interest or pleasure in doing things","0::2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b39_","Integer","","Recommended","(Concern and want help) I feel too stressed to enjoy my child","0::2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
"ecsa_b40_","Integer","","Recommended","(Concern and want help) I get more frustrated than I want to with my childs behavior","0::2","0= Rarely, Not True; 1= Sometimes, Sort of; 2= Almost Always, Very True",""
