"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"meq_1b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Happy","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_2b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Sad","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_3b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Afraid","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_4b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Excited","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_5b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Angry","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_6b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Ashamed","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_7b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Enthusiastic","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_8b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Proud","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_9b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Anxious","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_10b","Integer","","Recommended","For each emotion rate how intense the emotion typically is when it occurs - Inspired","1::5; 999","1 = Very low; 2 = Low; 3 = Moderate; 4 = High; 5 = Very High; 999 = Prefer not to respond",""
"meq_1c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Happy","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_2c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Sad","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_3c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Afraid","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_4c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Excited","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_5c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Angry","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_6c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Ashamed","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_7c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Enthusiastic","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_8c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Proud","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_9c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Anxious","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_10c","Integer","","Recommended","For each emotion rate how long-lasting the emotion typically is when it occurs - Inspired","1::5; 999","1 = Less than 1 minute; 2 = 1-10 minutes; 3 = 11-60 minutes; 4 = 1-4 hours; 5 = Longer than 4 hours; 999 = Prefer not to respond",""
"meq_1d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Happy","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_2d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Sad","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_3d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Afraid","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_4d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Excited","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_5d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Angry","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_6d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Ashamed","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_7d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Enthusiastic","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_8d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Proud","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_9d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Anxious","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
"meq_10d","Integer","","Recommended","For each emotion rate how well you can regulate the emotion when it occurs (i.e., how well you can reduce or increase the emotion) - Inspired","1::5; 999","1 = Very Easy; 2 = Easy; 3 = Moderate; 4 = Difficult; 5 = Very Difficult; 999 = Prefer not to respond",""
