"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"understanding_q32","String","350","Conditional","understanding_q31 != 'Not yet'","If so, which of the following words does your child understand without gestures (i.e., if you say the word, your child will find the object or carry out the action)?","","mommy; daddy; child's name; baby; kitty; dog; bird; nose; eyes; tummy; foot; hair; peekaboo; bye bye; no; hi; all gone; uh oh; night night; outside; eat; drink; hug; bite; bottle; bath; ball; book; diaper; car; juice; shoe; cup; keys; ballon; trucks",""
"object_use_q33","String","50","Recommended","","Does your child show interest in playing with a variety of objects?","Not yet; Sometimes; Often","",""
"object_use_q34","String","50","Recommended","","Does your child use a variety of common objects appropriately (for example, comb, spoon, toothbrush)?","Not yet; Sometimes; Often","",""
"object_use_q35a","String","50","Conditional","object_use_q34 != 'Not yet'","""If so, which of the following actions have you seen your child do with objects? drink with a cup or bottle""","Yes; No; 999","999 = Missing",""
"object_use_q35b","String","50","Conditional","object_use_q34 != 'Not yet'","""If so, which of the following actions have you seen your child do with objects? comb or brush hair""","Yes; No; 999","999 = Missing",""
"object_use_q35c","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? feed self with a spoon","Yes; No; 999","999 = Missing",""
"object_use_q35d","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? stir with a spoon","Yes; No; 999","999 = Missing",""
"object_use_q35e","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? pour with cup or bowl","Yes; No; 999","999 = Missing",""
"object_use_q35f","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? brush teeth","Yes; No; 999","999 = Missing",""
"object_use_q35g","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? wash or wipe face with cloth","Yes; No; 999","999 = Missing",""
"object_use_q35h","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? roll or throw a ball","Yes; No; 999","999 = Missing",""
"object_use_q35i","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? push a toy vehicle","Yes; No; 999","999 = Missing",""
"object_use_q35k","String","50","Conditional","object_use_q34 != 'Not yet'","If so, which of the following actions have you seen your child do with objects? put toy telephone to ear","Yes; No; 999","999 = Missing",""
"object_use_q36","String","50","Recommended","","Does your child pretend to play with toys (for example, feed a stuffed animal, put a baby doll to sleep, put an animal figure in a vehicle)?","Not yet; Sometimes; Often","",""
"object_use_q37a","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? feed with a spoon","Yes; No","",""
"object_use_q37b","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? drink with a cup or bottle","Yes; No","",""
"object_use_q37c","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? comb or brush hair","Yes; No","",""
"object_use_q37d","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? cover with blanket","Yes; No","",""
"object_use_q37e","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? wash or wipe face with cloth","Yes; No","",""
"object_use_q37f","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? brush teeth with toothbrush","Yes; No","",""
"object_use_q37g","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? put on diaper","Yes; No","",""
"object_use_q37h","String","50","Conditional","object_use_q36 != 'Not yet'","If so, which of the following actions have you seen your child do when playing with another person, a stuffed animal, or a doll? hug or kiss","Yes; No","",""
"object_use_q38","String","50","Recommended","","Does your child pretend by putting two or more actions together in a sequence, such as stirring food and feeding doll or washing doll's face and covering doll with a blanket?","Not yet; Sometimes; Often","",""
"object_use_q39","String","50","Recommended","","Does your child build or arrange toy objects (for example, build a tower of blocks, stack rings, put puzzle pieces together)?","Not yet; Sometimes; Often","",""
"object_use_q40a","String","50","Recommended","","Which of these actions have you seen your child do? take blocks out of container","Yes; No","",""
"object_use_q40b","String","50","Recommended","","Which of these actions have you seen your child do? put blocks in container","Yes; No","",""
"object_use_q40c","String","50","Recommended","","Which of these actions have you seen your child do? build a tower of blocks","Yes; No","",""
"object_use_q40d","String","50","Recommended","","Which of these actions have you seen your child do? put puzzle pieces together","Yes; No","",""
"object_use_q40e","String","50","Recommended","","Which of these actions have you seen your child do? stack rings on ring stacker without regard for order","Yes; No","",""
"object_use_q40f","String","50","Recommended","","Which of these actions have you seen your child do? put rings on ring stacker in order","Yes; No","",""
"object_use_q40g","String","50","Recommended","","Which of these actions have you seen your child do? hold crayon or marker and scribble on paper","Yes; No","",""
"object_use_q40h","String","50","Recommended","","Which of these actions have you seen your child do? draw shapes or patterns on paper","Yes; No","",""
"object_use_q40i","String","50","Recommended","","Which of these actions have you seen your child do? squeeze and bang playdough","Yes; No","",""
"object_use_q40k","String","50","Recommended","","""Which of these actions have you seen your child do? make shapes with playdough, such as hot dogs or pancakes""","Yes; No","",""
"object_use_q41a","String","50","Recommended","","Which of these actions have you seen your child do with books? turn pages","Yes; No","",""
"object_use_q41b","String","50","Recommended","","Which of these actions have you seen your child do with books? look at pictures","Yes; No","",""
"object_use_q41c","String","50","Recommended","","Which of these actions have you seen your child do with books? look at pictures and then look at you","Yes; No","",""
"object_use_q41d","String","50","Recommended","","Which of these actions have you seen your child do with books? point to pictures without being asked","Yes; No","",""
"object_use_q41e","String","50","Recommended","","Which of these actions have you seen your child do with books? point to pictures when asked","Yes; No","",""
"object_use_q41g","String","50","Recommended","","Which of these actions have you seen your child do with books? label pictures","Yes; No","",""
"additional_q42","String","255","Recommended","","How has your child's communication changed over the past few months?","","",""
"additional_q43","String","255","Recommended","","List a few strengths or assets you observe in your child.","","",""
"additional_q44","String","255","Recommended","","List any concerns you have about your child's development.","","",""
"additional_q45","String","255","Recommended","","Is there anything else about your child that you think is important to share with us?","","",""
