"mul6_21","Integer","","Recommended","21. Pretending that something upsetting happened to you so that others would care about you (for example, being raped, military combat, physical or emotional abuse, sexual abuse, etc.).","0::10","0= Never; 10= Always","mid_21"
"mul6_22","Integer","","Recommended","22. Strong thoughts in your head that come from out of nowhere.","0::10","0= Never; 10= Always","mid_22"
"mul6_23","Integer","","Recommended","23. Having blank spells or blackouts in your memory.","0::10","0= Never; 10= Always","mid_23"
"mul6_24","Integer","","Recommended","24. Not remembering what you ate at your last meal or even whether you ate.","0::10","0= Never; 10= Always","mid_24"
"mul6_25","Integer","","Recommended","25. Feeling like youre only partially there (or not really there at all).","0::10","0= Never; 10= Always","mid_25"
"mul6_26","Integer","","Recommended","26. Your mind being controlled by an external force (for example, microwaves, the CIA, radiation from outer space, etc.).","0::10","0= Never; 10= Always","mid_26"
"mul6_27","Integer","","Recommended","27. Having no feeling at all in your body (for no known medical reason).","0::10","0= Never; 10= Always","mid_27"
"mul6_28","Integer","","Recommended","28. Feeling divided, as if you have several independent parts or sides.","0::10","0= Never; 10= Always","mid_28"
"mul6_29","Integer","","Recommended","29. Nobody cares about you.","0::10","0= Never; 10= Always","mid_29"
"mul6_30","Integer","","Recommended","30. Hearing voices in your head that argue or converse with one another.","0::10","0= Never; 10= Always","mid_30"
"mul6_31","Integer","","Recommended","31. Losing a chunk of time and having a total blank for it.","0::10","0= Never; 10= Always","mid_31"
"mul6_32","Integer","","Recommended","32. Strong feelings of emotional pain and hurt that come from out of nowhere.","0::10","0= Never; 10= Always","mid_32"
"mul6_33","Integer","","Recommended","33. While reading, you find that you are thinking about something else.","0::10","0= Never; 10= Always","mid_33"
"mul6_34","Integer","","Recommended","34. Having strong impulses to do something, but the impulses dont feel like they belong to you.","0::10","0= Never; 10= Always","mid_34"
"mul6_35","Integer","","Recommended","35. Feeling empty and painfully alone.","0::10","0= Never; 10= Always","mid_35"
"mul6_36","Integer","","Recommended","36. Feeling mechanical or not really human.","0::10","0= Never; 10= Always","mid_36"
"mul6_37","Integer","","Recommended","37. Things around you feeling unreal.","0::10","0= Never; 10= Always","mid_37"
"mul6_38","Integer","","Recommended","38. Pretending that you have a physical illness in order to get sympathy (for example, flu, cancer, headache, having an operation, etc.).","0::10","0= Never; 10= Always","mid_38"
"mul6_39","Integer","","Recommended","39. Not being able to see for a while (as if you are blind) (for no known medical reason).","0::10","0= Never; 10= Always","mid_39"
"mul6_40","Integer","","Recommended","40. Feeling that the color of your body is changing.","0::10","0= Never; 10= Always","mid_40"
"mul6_41","Integer","","Recommended","41. Feeling split or divided inside.","0::10","0= Never; 10= Always","mid_41"
"mul6_42","Integer","","Recommended","42. Hearing a voice in your head that tries to tell you what to do.","0::10","0= Never; 10= Always","mid_42"
"mul6_43","Integer","","Recommended","43. Finding things at home (for example, shoes, clothes, toys, toilet articles, etc.), that you dont remember buying.","0::10","0= Never; 10= Always","mid_43"
"mul6_44","Integer","","Recommended","44. Feeling very detached from your behavior as you go through the motions of daily life.","0::10","0= Never; 10= Always","mid_44"
"mul6_45","Integer","","Recommended","45. Feeling mad.","0::10","0= Never; 10= Always","mid_45"
"mul6_46","Integer","","Recommended","46. Being unable to remember who you are.","0::10","0= Never; 10= Always","mid_46"
"mul6_47","Integer","","Recommended","47. Talking to others about how you have been hurt or mistreated.","0::10","0= Never; 10= Always","mid_47"
"mul6_48","Integer","","Recommended","48. Being in a familiar place, but finding it strange and unfamiliar.","0::10","0= Never; 10= Always","mid_48"
"mul6_49","Integer","","Recommended","49. Feeling uncertain about who you really are.","0::10","0= Never; 10= Always","mid_49"
"mul6_50","Integer","","Recommended","50. Coming to in the middle of a conversation with someone and having no idea what you and that person have been talking about you didnt even know that you were having a conversation.","0::10","0= Never; 10= Always","mid_50"
"mul6_51","Integer","","Recommended","51. Talking to others about very serious traumas that you have experienced.","0::10","0= Never; 10= Always","mid_51"
"mul6_52","Integer","","Recommended","52. Your thoughts being broadcast so that other people can actually hear them.","0::10","0= Never; 10= Always","mid_52"
"mul6_53","Integer","","Recommended","53. Being told that there were times when you did not recognize friends or family members (for example, asking your spouse or friend, Who are you?).","0::10","0= Never; 10= Always","mid_53"
"mul6_54","Integer","","Recommended","54. Being rejected by others.","0::10","0= Never; 10= Always","mid_54"
"mul6_55","Integer","","Recommended","55. Feeling the presence of an old man inside you who wants to read his newspaper or go to the bathroom.","0::10","0= Never; 10= Always","mid_55"
"mul6_56","Integer","","Recommended","56. Being unable to remember your name, or age, or address.","0::10","0= Never; 10= Always","mid_56"
"mul6_57","Integer","","Recommended","57. Your moods changing so rapidly that you dont know what you are going to feel from one minute to the next.","0::10","0= Never; 10= Always","mid_57"
"mul6_58","Integer","","Recommended","58. Feeling that other people, objects, or the world around you are not real.","0::10","0= Never; 10= Always","mid_58"
"mul6_59","Integer","","Recommended","59. Being angry that your life is ruined.","0::10","0= Never; 10= Always","mid_59"
"mul6_60","Integer","","Recommended","60. Being paralyzed or unable to move (for no known medical reason).","0::10","0= Never; 10= Always","mid_60"
"mul6_61","Integer","","Recommended","61. Hearing a voice in your head and, at the same time, seeing an image of that person or of that voice.","0::10","0= Never; 10= Always","mid_61"
"mul6_62","Integer","","Recommended","62. Nobody understands how much you hurt.","0::10","0= Never; 10= Always","mid_62"
"mul6_63","Integer","","Recommended","63. Exaggerating the symptoms of a physical illness (that you genuinely have) in order to get sympathy or attention (for example, flu, cold, headache, fever, pain, etc.).","0::10","0= Never; 10= Always","mid_63"
"mul6_64","Integer","","Recommended","64. Finding yourself lying in bed (on the sofa, etc.) with no memory of how you got there.","0::10","0= Never; 10= Always","mid_64"
"mul6_65","Integer","","Recommended","65. Being impulsive.","0::10","0= Never; 10= Always","mid_65"
"mul6_66","Integer","","Recommended","66. Being so bothered by flashbacks that it was hard to get out of bed and face the day.","0::10","0= Never; 10= Always","mid_66"
"mul6_67","Integer","","Recommended","67. Not remembering large parts of your childhood after age 5.","0::10","0= Never; 10= Always","mid_67"
"mul6_68","Integer","","Recommended","68. Not being able to keep friends.","0::10","0= Never; 10= Always","mid_68"
"mul6_69","Integer","","Recommended","69. Feeling disconnected from everything around you.","0::10","0= Never; 10= Always","mid_69"
"mul6_70","Integer","","Recommended","70. Having to stretch the truth to get your doctors (or therapists) concern or attention.","0::10","0= Never; 10= Always","mid_70"
"mul6_71","Integer","","Recommended","71. Not being able to hear for a while (as if you are deaf) (for no known medical reason).","0::10","0= Never; 10= Always","mid_71"
"mul6_72","Integer","","Recommended","72. Feeling like you are often different from yourself.","0::10","0= Never; 10= Always","mid_72"
"mul6_73","Integer","","Recommended","73. Feeling the pain of never being really special to anyone.","0::10","0= Never; 10= Always","mid_73"
"mul6_74","Integer","","Recommended","74. Suddenly waking up in the middle of doing something (that you were completely unaware you were doing) (for example, vacuuming the carpet, cooking dinner, spanking the children, driving the car, etc.).","0::10","0= Never; 10= Always","mid_74"
"mul6_75","Integer","","Recommended","75. Hurting yourself so that someone would care or pay attention.","0::10","0= Never; 10= Always","mid_75"
"mul6_76","Integer","","Recommended","76. Finding things in your shopping bags, which you dont remember buying.","0::10","0= Never; 10= Always","mid_76"
"mul6_77","Integer","","Recommended","77. People think that you live in a world of your own.","0::10","0= Never; 10= Always","mid_77"
"mul6_78","Integer","","Recommended","78. Feeling that pieces of your past are missing.","0::10","0= Never; 10= Always","mid_78"
"mul6_79","Integer","","Recommended","79. Immediately forgetting what other people tell you.","0::10","0= Never; 10= Always","mid_79"
"mul6_80","Integer","","Recommended","80. Not being sure about what is real (and what is unreal) in your surroundings.","0::10","0= Never; 10= Always","mid_80"
"mul6_81","Integer","","Recommended","81. Being so bothered by flashbacks that it is hard to function at work (or it is hard to carry out your daily responsibilities).","0::10","0= Never; 10= Always","mid_81"
"mul6_82","Integer","","Recommended","82. Having difficulty walking (for no known medical reason).","0::10","0= Never; 10= Always","mid_82"
"mul6_83","Integer","","Recommended","83. Switching back and forth between feeling like an adult and feeling like a child.","0::10","0= Never; 10= Always","mid_83"
"mul6_84","Integer","","Recommended","84. Hearing a voice in your head that wants you to hurt yourself.","0::10","0= Never; 10= Always","mid_84"
"mul6_85","Integer","","Recommended","85. When something upsetting happens, you go blank and lose a chunk of time.","0::10","0= Never; 10= Always","mid_85"
"mul6_86","Integer","","Recommended","86. After a nightmare, you wake up and find yourself not in bed (for example, on the floor, in the closet, etc.).","0::10","0= Never; 10= Always","mid_86"
"mul6_87","Integer","","Recommended","87. Not being able to remember something, but feeling that it is right on the tip of your tongue.","0::10","0= Never; 10= Always","mid_87"
"mul6_88","Integer","","Recommended","88. Making decisions too quickly.","0::10","0= Never; 10= Always","mid_88"
"mul6_89","Integer","","Recommended","89. Feeling very confused about who you really are.","0::10","0= Never; 10= Always","mid_89"
"mul6_90","Integer","","Recommended","90. Feeling that important things happened to you earlier in your life, but you cannot remember them.","0::10","0= Never; 10= Always","mid_90"
"mul6_91","Integer","","Recommended","91. Standing outside of your body, watching yourself as if you were another person.","0::10","0= Never; 10= Always","mid_91"
"mul6_92","Integer","","Recommended","92. Feeling as if you were looking at the world through a fog so that people and objects felt far away or unclear.","0::10","0= Never; 10= Always","mid_92"
"mul6_93","Integer","","Recommended","93. Seeing or talking with others who have the same disorder that you have.","0::10","0= Never; 10= Always","mid_93"
"mul6_94","Integer","","Recommended","94. Having seizures for which your doctor can find no reason.","0::10","0= Never; 10= Always","mid_94"
"mul6_95","Integer","","Recommended","95. Going into trance so much (or for so long) that it interferes with your daily activities and responsibilities.","0::10","0= Never; 10= Always","mid_95"
"mul6_96","Integer","","Recommended","96. Thinking about how little attention you received from your parents.","0::10","0= Never; 10= Always","mid_96"
"mul6_97","Integer","","Recommended","97. Hearing a lot of noise or yelling in your head.","0::10","0= Never; 10= Always","mid_97"
"mul6_98","Integer","","Recommended","98. Hearing voices, which come from unusual places (for example, the air conditioner, the computer, the walls, etc.), that try to tell you what to do.","0::10","0= Never; 10= Always","mid_98"
"mul6_99","Integer","","Recommended","99. Words just flowing from your mouth as if they were not in your control.","0::10","0= Never; 10= Always","mid_99"
"mul6_100","Integer","","Recommended","100. Listening to someone and realizing that you did not hear part of what he/she said.","0::10","0= Never; 10= Always","mid_100"
"mul6_101","Integer","","Recommended","101. Sudden strong feelings of anger that seem to come from out of nowhere.","0::10","0= Never; 10= Always","mid_101"
"mul6_102","Integer","","Recommended","102. Feeling that there are large gaps in your memory.","0::10","0= Never; 10= Always","mid_102"
"mul6_103","Integer","","Recommended","103. Feeling as if you are two different people one who is going through the motions of daily life and the other who is just watching.","0::10","0= Never; 10= Always","mid_103"
"mul6_104","Integer","","Recommended","104. Feeling that your surroundings (or other people) were fading away or disappearing.","0::10","0= Never; 10= Always","mid_104"
"mul6_105","Integer","","Recommended","105. Having traumatic flashbacks that make you want to inflict pain on yourself.","0::10","0= Never; 10= Always","mid_105"
"mul6_106","Integer","","Recommended","106. Going into trance for hours.","0::10","0= Never; 10= Always","mid_106"
"mul6_107","Integer","","Recommended","107. Feeling like some of your behavior isnt really yours.","0::10","0= Never; 10= Always","mid_107"
"mul6_108","Integer","","Recommended","108. Finding something that has been done (for example, the lawn mowed, the kitchen painted, a task at work completed, etc.), that you dont remember doing but knowing that you must be the one who did it.","0::10","0= Never; 10= Always","mid_108"
"mul6_109","Integer","","Recommended","109. Forgetting where you put something.","0::10","0= Never; 10= Always","mid_109"
"mul6_110","Integer","","Recommended","110. Having dreams that you dont remember the next day.","0::10","0= Never; 10= Always","mid_110"
"mul6_111","Integer","","Recommended","111. Desperately wanting to talk to someone about your pain or distress.","0::10","0= Never; 10= Always","mid_111"
"mul6_112","Integer","","Recommended","112. Feeling the presence of an angry part in your head that tries to control what you do or say.","0::10","0= Never; 10= Always","mid_112"
"mul6_113","Integer","","Recommended","113. Your mind blocking or going totally empty.","0::10","0= Never; 10= Always","mid_113"
"mul6_114","Integer","","Recommended","114. Feeling like time slows down or stops.","0::10","0= Never; 10= Always","mid_114"
"mul6_115","Integer","","Recommended","115. Bad memories coming into your mind and you cant get rid of them.","0::10","0= Never; 10= Always","mid_115"
"mul6_116","Integer","","Recommended","116. Drifting into trance without even realizing that it is happening.","0::10","0= Never; 10= Always","mid_116"
"mul6_117","Integer","","Recommended","117. Words come out of your mouth, but you didnt say them, you dont know where those words came from.","0::10","0= Never; 10= Always","mid_117"
"mul6_118","Integer","","Recommended","118. Hearing voices crying in your head.","0::10","0= Never; 10= Always","mid_118"
"mul6_119","Integer","","Recommended","119. Suddenly finding yourself standing someplace and you cant remember what you have been doing before that.","0::10","0= Never; 10= Always","mid_119"
"mul6_120","Integer","","Recommended","120. Something in your mind interferes when you think about things that you shouldnt think about.","0::10","0= Never; 10= Always","mid_120"
"mul6_121","Integer","","Recommended","121. Daydreaming.","0::10","0= Never; 10= Always","mid_121"
"mul6_122","Integer","","Recommended","122. Being able to remember very little of your past.","0::10","0= Never; 10= Always","mid_122"
"mul6_123","Integer","","Recommended","123. Not recognizing yourself in the mirror.","0::10","0= Never; 10= Always","mid_123"
"mul6_124","Integer","","Recommended","124. Feeling hurt.","0::10","0= Never; 10= Always","mid_124"
"mul6_125","Integer","","Recommended","125. Re-experiencing body sensations from a past traumatic event.","0::10","0= Never; 10= Always","mid_125"
"mul6_126","Integer","","Recommended","126. Part of your body (for example, arm, leg, head, etc.) seems to disappear and doesnt re-appear for several days.","0::10","0= Never; 10= Always","mid_126"
"mul6_127","Integer","","Recommended","127. When something upsetting starts to happen, you go away in your mind.","0::10","0= Never; 10= Always","mid_127"
"mul6_128","Integer","","Recommended","128. Telling others about your psychological disorder(s).","0::10","0= Never; 10= Always","mid_128"
"mul6_129","Integer","","Recommended","129. When you are angry, doing or saying things that you dont remember (after you calm down).","0::10","0= Never; 10= Always","mid_129"
"mul6_130","Integer","","Recommended","130. Exaggerating the symptoms of a psychological illness (that you genuinely have) in order to get sympathy or attention (for example, depression, bulimia, posttraumatic stress disorder, memory blackouts, being suicidal, etc.).","0::10","0= Never; 10= Always","mid_130"
"mul6_131","Integer","","Recommended","131. Being able to do something really well one time and then not being able to do it at all at another time.","0::10","0= Never; 10= Always","mid_131"
"mul6_132","Integer","","Recommended","132. Being unable to recall something, then, something jogs your memory and you remember it.","0::10","0= Never; 10= Always","mid_132"
"mul6_133","Integer","","Recommended","133. Feeling like you are inside yourself, watching what you are doing.","0::10","0= Never; 10= Always","mid_133"
"mul6_134","Integer","","Recommended","134. Not being able to remember important events in your life (for example, your wedding day, the birth of your child, your grandmothers funeral, taking your final exams, etc.).","0::10","0= Never; 10= Always","mid_134"
"mul6_135","Integer","","Recommended","135. Feeling distant or removed from your thoughts and actions.","0::10","0= Never; 10= Always","mid_135"
"mul6_136","Integer","","Recommended","136. Things around you seeming to change size or shape.","0::10","0= Never; 10= Always","mid_136"
"mul6_137","Integer","","Recommended","137. Having traumatic flashbacks that make you want to die.","0::10","0= Never; 10= Always","mid_137"
"mul6_138","Integer","","Recommended","138. Feeling that you have multiple personalities.","0::10","0= Never; 10= Always","mid_138"
"mul6_139","Integer","","Recommended","139. Being bothered by how much you trance out.","0::10","0= Never; 10= Always","mid_139"
"mul6_140","Integer","","Recommended","140. Hearing a voice in your head that calls you names (for example, wimp, stupid, whore, slut, bitch, etc.).","0::10","0= Never; 10= Always","mid_140"
"mul6_141","Integer","","Recommended","141. Suddenly realizing that hours have gone by and not knowing what you were doing during that time.","0::10","0= Never; 10= Always","mid_141"
"mul6_142","Integer","","Recommended","142. Having to go back and correct mistakes that you made.","0::10","0= Never; 10= Always","mid_142"
"mul6_143","Integer","","Recommended","143. Poor memory causing serious difficulty for you.","0::10","0= Never; 10= Always","mid_143"
"mul6_144","Integer","","Recommended","144. Feeling that your vision was suddenly sharper or that colors suddenly seemed more vivid or more intense.","0::10","0= Never; 10= Always","mid_144"
"mul6_145","Integer","","Recommended","145. Reliving a past trauma so vividly that you see it, hear it, feel it, smell it, etc.","0::10","0= Never; 10= Always","mid_145"
"mul6_146","Integer","","Recommended","146. Your thoughts and feelings are so changeable that you dont understand yourself.","0::10","0= Never; 10= Always","mid_146"
"mul6_147","Integer","","Recommended","147. Going into trance several days in a row.","0::10","0= Never; 10= Always","mid_147"
"mul6_148","Integer","","Recommended","148. Not feeling together, not feeling whole.","0::10","0= Never; 10= Always","mid_148"
"mul6_149","Integer","","Recommended","149. Having other people (or parts) inside you who have their own names.","0::10","0= Never; 10= Always","mid_149"
"mul6_150","Integer","","Recommended","150. Discovering that you have changed your appearance (for example, cut your hair, or changed your hairstyle, or changed what you are wearing, or put on cosmetics, etc.) with no memory of having done so.","0::10","0= Never; 10= Always","mid_150"
"mul6_151","Integer","","Recommended","151. Thoughts coming into your mind that you cannot stop.","0::10","0= Never; 10= Always","mid_151"
"mul6_152","Integer","","Recommended","152. Being told about things that you did that you dont remember doing and would never do (for example, swearing like a sailor, being very mad, acting like a young child, or being very sexual).","0::10","0= Never; 10= Always","mid_152"
"mul6_153","Integer","","Recommended","153. Having trance-like episodes during which you see yourself being taken into a spaceship and experimented on by aliens.","0::10","0= Never; 10= Always","mid_153"
"mul6_154","Integer","","Recommended","154. Being bothered or upset by how much you forget.","0::10","0= Never; 10= Always","mid_154"
"mul6_155","Integer","","Recommended","155. Exaggerating something bad that once happened to you (for example, rape, military combat, physical or emotional abuse, sexual abuse, mistreatment by our spouse, etc.) in order to get attention or sympathy.","0::10","0= Never; 10= Always","mid_155"
"mul6_156","Integer","","Recommended","156. Reliving a traumatic event so totally that you think that a present-day person is actually a person from the trauma (for example, being home with your partner, suddenly reliving being raped by your alcoholic uncle, and actually thinking that your partner is your uncle, that is, you see your uncle in front of you instead of seeing your partner).","0::10","0= Never; 10= Always","mid_156"
"mul6_157","Integer","","Recommended","157. Thinking about nothing.","0::10","0= Never; 10= Always","mid_157"
"mul6_158","Integer","","Recommended","158. Feeling like you are not the same kind of person all the time.","0::10","0= Never; 10= Always","mid_158"
"mul6_159","Integer","","Recommended","159. Hearing a voice in your head that wants you to die.","0::10","0= Never; 10= Always","mid_159"
"mul6_160","Integer","","Recommended","160. Suddenly finding yourself somewhere odd at home (for example, inside the closet, under a bed, curled up on the floor, etc.) with no knowledge of how you got there.","0::10","0= Never; 10= Always","mid_160"
"mul6_161","Integer","","Recommended","161. Feeling as if there is something inside you that takes control of your behavior or speech.","0::10","0= Never; 10= Always","mid_161"
"mul6_162","Integer","","Recommended","162. Totally forgetting how to do something that you know very well how to do (for example, how to drive, how to read, how to use the computer, how to play the piano, etc.).","0::10","0= Never; 10= Always","mid_162"
"mul6_163","Integer","","Recommended","163. Hearing a voice in your head that keeps talking about AIDS and homosexuals.","0::10","0= Never; 10= Always","mid_163"
"mul6_164","Integer","","Recommended","164. Feeling that part of your body is disconnected (detached) from the rest of your body.","0::10","0= Never; 10= Always","mid_164"
"mul6_165","Integer","","Recommended","165. Wishing you knew why you feel and behave the way you do.","0::10","0= Never; 10= Always","mid_165"
"mul6_166","Integer","","Recommended","166. Hearing sounds from nearby as if they were coming from far away (for no known medical reason).","0::10","0= Never; 10= Always","mid_166"
"mul6_167","Integer","","Recommended","167. Going into trance and being possessed by a spirit or demon.","0::10","0= Never; 10= Always","mid_167"
"mul6_168","Integer","","Recommended","168. Having snapshots of past trauma that suddenly flash in your mind.","0::10","0= Never; 10= Always","mid_168"
"mul6_169","Integer","","Recommended","169. Feeling no pain (when you should have felt pain) (for no known medical reason).","0::10","0= Never; 10= Always","mid_169"
"mul6_170","Integer","","Recommended","170. Discovering that you have a significant injury (for example, a cut, or a burn, or many bruises), and having no memory of how it happened.","0::10","0= Never; 10= Always","mid_170"
"mul6_171","Integer","","Recommended","171. Hearing a voice in your head that calls you a liar or tells you that certain events never happened.","0::10","0= Never; 10= Always","mid_171"
"mul6_172","Integer","","Recommended","172. Feeling as if part of your body (or your whole body) has disappeared.","0::10","0= Never; 10= Always","mid_172"
"mul6_173","Integer","","Recommended","173. Suddenly finding yourself somewhere (for example, at the beach, at work, in a nightclub, in your car, etc.) with no memory of how you got there.","0::10","0= Never; 10= Always","mid_173"
"mul6_174","Integer","","Recommended","174. Feeling that there is another person inside you who can come out and speak if it wants.","0::10","0= Never; 10= Always","mid_174"
"mul6_175","Integer","","Recommended","175. Being willing to do or say almost anything to get somebody to feel that you are special.","0::10","0= Never; 10= Always","mid_175"
"mul6_176","Integer","","Recommended","176. Having nightmares about a trauma from your past.","0::10","0= Never; 10= Always","mid_176"
"mul6_177","Integer","","Recommended","177. People noticing your blank stare and the fact that you are gone.","0::10","0= Never; 10= Always","mid_177"
"mul6_178","Integer","","Recommended","178. Being pleased by the concern and sympathy of others when they hear about the traumas that you have suffered.","0::10","0= Never; 10= Always","mid_178"
"mul6_179","Integer","","Recommended","179. Coming to and finding that you have done something you dont remember doing (for example, smashed something, cut yourself, cleaned the whole house, etc.).","0::10","0= Never; 10= Always","mid_179"
"mul6_180","Integer","","Recommended","180. Having thoughts that dont really seem to belong to you.","0::10","0= Never; 10= Always","mid_180"
"mul6_181","Integer","","Recommended","181. Having pain while urinating (for no known medical reason).","0::10","0= Never; 10= Always","mid_181"
"mul6_182","Integer","","Recommended","182. Switching back and forth between feeling like a human and feeling like a member of some other species (for example, a cat, a dog, a squirrel, etc.).","0::10","0= Never; 10= Always","mid_182"
"mul6_183","Integer","","Recommended","183. Having tunnel vision (where your visual field narrows down to just a tunnel) (for no known medical reason).","0::10","0= Never; 10= Always","mid_183"
"mul6_184","Integer","","Recommended","184. Having difficulty staying out of trance.","0::10","0= Never; 10= Always","mid_184"
"mul6_185","Integer","","Recommended","185. Your mood changing rapidly without any reason.","0::10","0= Never; 10= Always","mid_185"
"mul6_186","Integer","","Recommended","186. Discovering that you have attempted suicide, but having no memory of having done it.","0::10","0= Never; 10= Always","mid_186"
"mul6_187","Integer","","Recommended","187. Finding things that you must have written (or drawn), but with no memory of having done so.","0::10","0= Never; 10= Always","mid_187"
"mul6_188","Integer","","Recommended","188. Suddenly feeling very small, like a young child.","0::10","0= Never; 10= Always","mid_188"
"mul6_189","Integer","","Recommended","189. Suddenly not knowing how to do your job.","0::10","0= Never; 10= Always","mid_189"
"mul6_190","Integer","","Recommended","190. Feeling as if there is a struggle going on inside of you about who you really are.","0::10","0= Never; 10= Always","mid_190"
"mul6_191","Integer","","Recommended","191. Your body suddenly feeling as if it isnt really yours.","0::10","0= Never; 10= Always","mid_191"
"mul6_192","Integer","","Recommended","192. Being bothered by flashbacks for several days in a row.","0::10","0= Never; 10= Always","mid_192"
"mul6_193","Integer","","Recommended","193. Being confused or puzzled by your emotions.","0::10","0= Never; 10= Always","mid_193"
"mul6_194","Integer","","Recommended","194. Not remembering what happens when you drive a familiar route in your car.","0::10","0= Never; 10= Always","mid_194"
"mul6_195","Integer","","Recommended","195. Distinct changes in your handwriting.","0::10","0= Never; 10= Always","mid_195"
"mul6_196","Integer","","Recommended","196. Very strong feelings (for example, fear, or anger, or emotional pain and hurt) that suddenly go away.","0::10","0= Never; 10= Always","mid_196"
"mul6_197","Integer","","Recommended","197. Looking in the mirror and seeing someone other than yourself.","0::10","0= Never; 10= Always","mid_197"
"mul6_198","Integer","","Recommended","198. Some thoughts are suddenly taken away from you.","0::10","0= Never; 10= Always","mid_198"
"mul6_199","Integer","","Recommended","199. Hearing a voice in your head that tells you to shut up.","0::10","0= Never; 10= Always","mid_199"
"mul6_200","Integer","","Recommended","200. People telling you that you sometimes act so differently that you seem like another person.","0::10","0= Never; 10= Always","mid_200"
"mul6_201","Integer","","Recommended","201. Switching back and forth between feeling like a man and feeling like a woman.","0::10","0= Never; 10= Always","mid_201"
"mul6_202","Integer","","Recommended","202. Having another part inside that has different memories, behaviors, and feelings than you do.","0::10","0= Never; 10= Always","mid_202"
"mul6_203","Integer","","Recommended","203. Feeling that your feet or hands (or other parts of your body) have changed in size.","0::10","0= Never; 10= Always","mid_203"
"mul6_204","Integer","","Recommended","204. There were times when you came to and found pills or a razor blade (or something else to hurt yourself with) in your hand.","0::10","0= Never; 10= Always","mid_204"
"mul6_205","Integer","","Recommended","205. Finding writings at your home in handwriting that you dont recognize.","0::10","0= Never; 10= Always","mid_205"
"mul6_206","Integer","","Recommended","206. Having flashbacks of poor episodes of your favorite TV show.","0::10","0= Never; 10= Always","mid_206"
"mul6_207","Integer","","Recommended","207. Hearing a voice in your head that calls you no good, worthless, or a failure.","0::10","0= Never; 10= Always","mid_207"
"mul6_208","Integer","","Recommended","208. Having a very angry part that comes out and says and does things that you would never do or say.","0::10","0= Never; 10= Always","mid_208"
