"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"campus17","Integer","","Recommended","","Please indicate the category that best fits what you are receiving accommodations for due to a disability: ADD or ADHD","0;1","0= No; 1= Yes","sdis_13__7"
"campus18","Integer","","Recommended","","Please indicate the category that best fits what you are receiving accommodations for due to a disability: Autism spectrum disorder","0;1","0= No; 1= Yes","sdis_13__8"
"campus19","Integer","","Recommended","","Please indicate the category that best fits what you are receiving accommodations for due to a disability: Cognitive difficulties or intellectual disability","0;1","0= No; 1= Yes","sdis_13__9"
"campus20","Integer","","Recommended","","Please indicate the category that best fits what you are receiving accommodations for due to a disability: Health impairment/condition, including chronic conditions","0;1","0= No; 1= Yes","sdis_13__10"
"campus21","Integer","","Recommended","","Please indicate the category that best fits what you are receiving accommodations for due to a disability: Emotional/behavioral, mental health, or psychological condition","0;1","0= No; 1= Yes","sdis_13__11"
"campus22","Integer","","Recommended","","Please indicate the category that best fits what you are receiving accommodations for due to a disability: Other","0;1","0= No; 1= Yes","sdis_13__12"
"campus23","Integer","","Recommended","","What kind of housing do you currently have?","1 :: 5","1= On Campus residence hall, apartment; 2= On, Off Campus fraternatiy, sorority house; 3= On, Off campus co operative house; 4= Off campus apartment or house; 5= Other","sdis_14"
"campus24","Integer","","Recommended","","Whom do you live with? Alone","0;1;-900;-300","0= No; 1= Yes; -900 = Missing; -300 = N/A","sdis_15__1"
"campus25","Integer","","Recommended","","Whom do you live with? Spouse, partner, or significant other","0;1;-900;-300","0= No; 1= Yes; -900 = Missing; -300 = N/A","sdis_15__2"
"campus26","Integer","","Recommended","","Whom do you live with? Roomate(s)","0;1;-900;-300","0= No; 1= Yes; -900 = Missing; -300 = N/A","sdis_15__3"
"campus27","Integer","","Recommended","","Whom do you live with? Children","0;1;-900;-300","0= No; 1= Yes; -900 = Missing; -300 = N/A","sdis_15__4"
"acq_demo1","Integer","","Recommended","","Your present age in years:","0 :: 100","Age in Years","sdis_1"
"campus28","Integer","","Recommended","","Whom do you live with? Parent(s) or Guardian(s)","0;1","0= No; 1= Yes","sdis_15__5"
"campus29","Integer","","Recommended","","Whom do you live with? Family","0;1","0= No; 1= Yes","sdis_15__6"
"campus30","Integer","","Recommended","","Whom do you live with? Other","0;1;-900;-300","0= No; 1= Yes; -900 = Missing; -300 = N/A","sdis_15__7"
"campus31","String","100","Recommended","","If other whom you live with, please specify:","","","sdis_15_1"
"campus32","Integer","","Recommended","","Do you currently participate in any of the following organized athletic activities?","1 :: 3","1= Intramural; 2= Club; 3= Varsity or NCAA Athlete","sdis_16"
"campus33","Integer","","Recommended","","Please indicate your level of involvement in organized extra-curricular activities (e.g., sports, clubs, student government, etc.)","0 :: 3","0= None; 1= Rarely Participate; 2= Occasionally Participate; 3= Regularly Participate","sdis_17"
"campus34","Integer","","Recommended","","What is the average number of hours you work per week during the school year (paid employment only)?","0 :: 5","0= 0; 1= 1 to 10; 2= 11 to 20; 3=21 to 30; 4= 31 to 40; 5= 40 or more","sdis_18"
"campus35","Integer","","Recommended","","Have you ever served in any branch of the US military (active duty, veteran, National Guard or reserves) or are a currently participating in ROTC?","0;1","0= No; 1= Yes","sdis_19"
"campus36","Integer","","Recommended","","Are you the first generation in your family to attend college?","0;1","0= No; 1= Yes","sdis_20"
"campus37","Integer","","Recommended","","How would you describe your financial situation right now?","1 :: 5","1= Always stressful; 2= Often stressful; 3= Sometimes stressful; 4= Rarely stressful; 5= Never stressful","sdis_21"
"nimh_rv_dem_03","Integer","","Recommended","","Current gender identity","0::11;999","0 = Male; 1 = Female; 2 = Trans male/Trans man; 3 = Trans female/Trans woman; 4 = Genderqueer or Gender non-conforming; 5 = Different identity; 6 = Non-binary; 7 = Refused/prefer not to answer; 8 = Do not know; 9 = Not listed; 10 = Multiple identities listed; 11 = Gender fluid; 999 = Missing","sdis_4"
"campus38","Integer","","Recommended","","How would you describe your financial situation growing up?","1 :: 5","1= Always stressful; 2= Often stressful; 3= Sometimes stressful; 4= Rarely stressful; 5= Never stressful","sdis_22"
"campus03","Integer","","Recommended","","What is your relationship status?","1 :: 7","1= Single; 2= Serious dating or committed relationship; 3= Civil union, domestic partner, or equivalent; 4= Married; 5= Divorced; 6= Separated; 7= Widowed","sdis_7"
"campus04","Integer","","Recommended","","What is your current academic status?","1 :: 7","1= Freshman; 2= Sophomore; 3= Junior; 4= Senior; 5= Graduate/Professional Student; 6= Non Degree Student; 7= Other","sdis_8"
"campus05","String","100","Recommended","","If academic status other; please specify:","","","sdis_8_1"
"campus06","Integer","","Recommended","","Are you currently in good academic standing with the university?","0;1;9","0= No; 1= Yes; 9= Unsure","sdis_9"
"campus07","Float","","Recommended","","What is your current GPA?","","Round to 2 decimal places","sdis_10"
"studyphase","Integer","","Recommended","","Study Phase","1::6; -888; -999","1=Phase 1: Treatment as Usual(TAU); 2=Phase 2: Screening Only; 3=Phase 3: Intervention; 4=Focus Groups; 5=Open Trial; 6=Randomized Trial; -888=Not Applicable; -999=Missing;",""
"treatment","Integer","","Recommended","","Any persons living at home who have been treated by a mental health professional?","0::4;-99;77;88","0=No; 1=Yes; -99=N/A; 88=Missing; 77=Refused",""
"treatmentgroup","String","30","Recommended","","Treatment condition","","",""
"demos_gender_identity_2___4","Integer","","Recommended","","Which of the following identities describe your gender identity? Cis","0;1","0 = Unchecked/not present; 1 = Checked/present",""
"gender_ident7bc","Integer","","Recommended","","If you had to select one or more of the gender identities below, which one(s) would you currently identify with (select all that apply)? Transgender","0;1","0 = Unchecked/not present/No; 1 = Checked/present/Yes",""
"gender07","Integer","","Recommended","","What terms best express how you describe your gender identity? (Check all that apply): Genderfluid","0::1; 99","0 = Unchecked/not present/No; 1 = Checked/present/Yes",""
"demos_gender_identity_2___7","Integer","","Recommended","","Which of the following identities describe your gender identity? Agender","0;1","0 = Unchecked/not present; 1 = Checked/present",""
"gender_ident7bf","Integer","","Recommended","","If you had to select one or more of the gender identities below, which one(s) would you currently identify with (select all that apply)? Another identity not listed","0;1","0 = Unchecked/not present/No; 1 = Checked/present/Yes",""
"demos_bio_mar_stat","Integer","","Recommended","","What is your biological parents'' marital status?","1::6","1 = Unmarried, single; 2 = Unmarried, in a committed partnership, but not living with partner; 3 = Unmarried, living with partner; 4 = Married (please check even if the marriage is not legally recognized); 5 = Divorced, single; 6 = Divorced, remarried",""
"demos_res_mar_stat","Integer","","Recommended","","What is your residential parents'' (parents you live with) marital status?","1::6","1 = Unmarried, single; 2 = Unmarried, in a committed partnership, but not living with partner; 3 = Unmarried, living with partner; 4 = Married (please check even if the marriage is not legally recognized); 5 = Divorced, single; 6 = Divorced, remarried",""
"mann_sibs01","Integer","","Recommended","","How many siblings do you have?","","Number of Siblings",""
"demos_siblings_household","Integer","","Recommended","","Total number of siblings in household:","","",""
"householdtot","Integer","","Recommended","","Number of People Living in your household (including you)?","","",""
"demos_households","Integer","","Recommended","","How many households do you live in?","1::4","1=1; 2=2; 3=3 ;4= 4 or more",""
"demos_hhvisitors","Integer","","Recommended","","How many people outside of your household visit you more than twice a week?","0::3","0 = 0; 1 = 1-3; 2 = 4-6; 3 = 7 or more",""
"demos_ses1","Integer","","Recommended","","Do you qualify for free or reduced lunches from school?","0; 1; 9; 99","0= No; 1 = Yes; 9 = Don''t Know; 99 = Prefer not to answer",""
"demos_ses2","Integer","","Recommended","","The next question is about a parent, guardian, or the most important person raising you. Does this person receive public assistance? By public assistance, we mean: welfare, food stamps, disability benefits, Medicaid, Rite-care, etc.","0; 1; 9; 99","0 = No; 1 = Yes; 9 = Don''t Know; 99 = Prefer not to answer",""
"demos_kids","Integer","","Recommended","","If you are a parent, how many children do you have?","0::4; 99","0 = 0 (I am not a parent); 1 = I have 1 child of my own; 2 = I have 2 children of my own; 3 = I have 3 children of my own; 4 = I have 4 or more children of my own; 99 = Prefer not to answer",""
"demos_grade","Integer","","Recommended","","What grade are you currently in?","1::10; 99","1 = 6th grade; 2 = 7th grade; 3 = 8th grade; 4 = 9th grade; 5 = 10th grade; 6 = 11th grade; 7 = 12th grade; 8 = Not in school, received high school diploma or GED; 9 = Not in school, dropped out; 10 = College; 99 = Prefer not to answer",""
"demos_lettergrades","Integer","","Recommended","","What kind of grades do you get in school (most recently)?","1::9","1 = Mostly A''s; 2 = A''s and B''s; 3 = Mostly B''s; 4 = B''s and C''s; 5 = Mostly C''s; 6 = C''s and D''s; 7 = Mostly D''s; 8 = D''s and F''s; 9 = Mostly F''s",""
"demos_school_attendance","Integer","","Recommended","","Generally, how often do you attend school?","1::5","1 = Every day; 2 = 3-4 days a week; 3 = 1-2 days a week; 4 = Less than once a week; 5 = N/A- Not currently in school (suspended, expelled, quit)",""
"employment","Integer","","Recommended","","Do you have a job?","0;1","0 = No ;  1 = Yes",""
"demos_job_hours","Float","","Recommended","","If you work, how many hours per week do you work, on average?","","",""
"baseline_b_005","Integer","","Recommended","","Do you consider yourself to be","1::9; -888; -999","1 = Heterosexual or straight; 2 = Gay or lesbian; 3 = Bisexual; 4 =Refused; 5= Other; 6= Bisexual or pansexual; 7= Asexual; 8= Not sure; 9 = None of the above;  -888=Not Applicable; -999=Missing",""
"demos_disability","Integer","","Recommended","","Do you have any illness, disability, or handicap?","0;1","0= No; 1= Yes",""
"demos_soq_2","Integer","","Recommended","","In the PAST 6 MONTHS, who have you had sex with?","1::5","1 = Men only; 2 = Women only; 3 = Both men and women; 4 = I have not had sex; 5 = Other",""
"smart1","Integer","","Recommended","","People are different in their sexual attraction to other people. Which best describes your feelings? Are you...?","1::7","1 = Only attracted to females; 2 = Mostly attracted to females; 3 = Equally attracted to females and males; 4 = Mostly attracted to males; 5 = Only attracted to males; 6 = Not yet sure; 7 = I'm not sure what this question is asking",""
"demos_gender_identity_1","Integer","","Recommended","","When a person''s sex and gender do not match, they might think of themselves as transgender. Sex is what a person is born with. Gender is how a person feels. What one response best describes you?","1::5","1 = I identify as a boy or man; 2 = I identify as a girl or woman; 3 = I identify in some other way; 4 = I do not know what this question is asking; 5 = I do not know if I am transgender",""
"demos_gender_identity_2___1","Integer","","Recommended","","Which of the following identities describe your gender identity? Girl","0;1","0 = Unchecked/not present; 1 = Checked/present",""
"demos_gender_identity_2___2","Integer","","Recommended","","Which of the following identities describe your gender identity? Boy","0;1","0 = Unchecked/not present; 1 = Checked/present",""
"gender_ident7bd","Integer","","Recommended","","If you had to select one or more of the gender identities below, which one(s) would you currently identify with (select all that apply)? Non-binary","0;1","0 = Unchecked/not present/No; 1 = Checked/present/Yes",""
