"ksadx2_181","Integer","","Recommended","Grandiosity, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_182","Integer","","Recommended","Grandiosity, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_183","Integer","","Recommended","Pressured Speech, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_184","Integer","","Recommended","Pressured Speech, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_185","Integer","","Recommended","Racing Thoughts, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_186","Integer","","Recommended","Racing Thoughts, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_187","Integer","","Recommended","Flight of Ideas, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_188","Integer","","Recommended","Flight of Ideas, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_189","Integer","","Recommended","Increased Goal Directed Activity, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_190","Integer","","Recommended","Increased Goal Directed Activity, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_191","Integer","","Recommended","Increased Energy, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_192","Integer","","Recommended","Increased Energy, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_193","Integer","","Recommended","Psychomotor Agitation in Bipolar Disorder, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_194","Integer","","Recommended","Psychomotor Agitation in Bipolar Disorder, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_195","Integer","","Recommended","Distractibility, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_196","Integer","","Recommended","Increased Distractibility, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_197","Integer","","Recommended","Distractibility, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_198","Integer","","Recommended","Increased Distractibility,Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_199","Integer","","Recommended","Excessive Involvement in high risk activities, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_200","Integer","","Recommended","Excessive Involvement in high risk activities, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_201","Integer","","Recommended","Impairment in functioning due to bipolar, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_202","Integer","","Recommended","Impairment in functioning due to bipolar, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_203","Integer","","Recommended","Hospitalized due to Bipolar Disorder, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_204","Integer","","Recommended","Hospitalized due to Bipolar Disorder, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_205","Integer","","Recommended","Lasting at least one week, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_206","Integer","","Recommended","Lasting at least one week, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_207","Integer","","Recommended","Lasting at least 4 days, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_208","Integer","","Recommended","Lasting at least 4 days, Past","0;1","1 = Yes ; 0 = No",""
"ksadx2_798","Integer","","Recommended","Bipolar I Disorder, current episode manic (F31.1x)","0;1","1 = Yes ; 0 = No",""
"ksadx2_799","Integer","","Recommended","Bipolar I Disorder, current episode depressed, F31.3x","0;1","1 = Yes ; 0 = No",""
"ksadx2_800","Integer","","Recommended","Bipolar I Disorder, most recent episode manic (F31.9)","0;1","1 = Yes ; 0 = No",""
"ksadx2_801","Integer","","Recommended","Bipolar II Disorder, currently hypomanicF31.81","0;1","1 = Yes ; 0 = No",""
"ksadx2_802","Integer","","Recommended","Bipolar II Disorder, most recent episode hypomanicF31.81","0;1","1 = Yes ; 0 = No",""
"ksadx2_803","Integer","","Recommended","Other Specified Bipolar and Related Disorder (F31.9) Meets criteria for Bipolar II disorder except duration criteria","0;1","1 = Yes ; 0 = No",""
"ksadx2_930","Integer","","Recommended","Bipolar II Disorder, Currently Depressed F31.81","0;1","1 = Yes ; 0 = No",""
"ksadx2_931","Integer","","Recommended","Other Specified Bipolar and Related Disorder (F31.9) Meets criteria for Bipolar II disorder except never had major depressive episode","0;1","1 = Yes ; 0 = No",""
"ksadx2_932","Integer","","Recommended","Other Specified Bipolar and Related Disorder (F31.9) Recurrent manic or hypomanic episodes of shorter duration than minimum criteria","0;1","1 = Yes ; 0 = No",""
"ksadx2_933","Integer","","Recommended","Bipolar II Disorder, Currently Depressed (in partial remission) F31.81","0;1","1 = Yes ; 0 = No",""
"ksadx2_937","Integer","","Recommended","Bipolar I Disorder, Currently Depressed (in partial remission) F31.3x","0;1","1 = Yes ; 0 = No",""
"ksadx2_940","Integer","","Recommended","Explosive Irritablity DSM","0;1","1 = Yes ; 0 = No",""
"ksadx2_948","Integer","","Recommended","Hypersexuality, Present","0;1","1 = Yes ; 0 = No",""
"ksadx2_949","Integer","","Recommended","Hypersexuality, Past","0;1","1 = Yes ; 0 = No",""
"ksadx3_212","Integer","","Recommended","Temper outbursts occur 3 or more times per week","0;1","1 = Yes ; 0 = No",""
"ksadx3_213","Integer","","Recommended","Temper outbursts 3 or more times per week: Present at least 12 months","0;1","1 = Yes ; 0 = No",""
"ksadx3_214","Integer","","Recommended","Temper outbursts 3 or more times per week: No 3 month period without symptoms","0;1","1 = Yes ; 0 = No",""
"ksadx3_215","Integer","","Recommended","Temper/irritability present in at least 2 settings","0;1","1 = Yes ; 0 = No",""
"ksadx3_804","Integer","","Recommended","Disruptive Mood Dysregulation Disorder (DMDD) Current (F34.8)","0;1","1 = Yes ; 0 = No",""
"ksadx4_13","Integer","","Recommended","Hallucinations, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_14","Integer","","Recommended","Hallucinations, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_15","Integer","","Recommended","Persecutory Delusions, Past two weeks, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_16","Integer","","Recommended","Persecutory Delusions, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_216","Integer","","Recommended","Auditory Hallucinations, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_217","Integer","","Recommended","Auditory Hallucinations, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_218","Integer","","Recommended","Other Hallucinations, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_219","Integer","","Recommended","Other Hallucinations, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_220","Integer","","Recommended","Location of voices/noises outside of one's head, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_221","Integer","","Recommended","OtherHallucinationsALTW, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_222","Integer","","Recommended","OtherHallucinationsAP, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_223","Integer","","Recommended","Hallucinations occur frequently, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_224","Integer","","Recommended","Hallucinations occur frequently, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_225","Integer","","Recommended","Hallucinations associated with possible affective Illness, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_226","Integer","","Recommended","Hallucinations associated with drug use, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_227","Integer","","Recommended","Impairment in functioning due to hallucinations, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_228","Integer","","Recommended","Other Delusions past two weeks, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_229","Integer","","Recommended","Other Delusions, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_230","Integer","","Recommended","Associated Psychotic Symptoms, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_231","Integer","","Recommended","Associated Psychotic Symptoms, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_232","Integer","","Recommended","Disorganized Speech, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_233","Integer","","Recommended","Grossly disorganized or catatonic behavior, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_234","Integer","","Recommended","Negative Symptoms, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_235","Integer","","Recommended","No three month interval without associated psychotic symptoms, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_775","Integer","","Recommended","Hallucinations (Present)","0;1","1 = Yes ; 0 = No",""
"ksadx4_776","Integer","","Recommended","Hallucinations (Past)","0;1","1 = Yes ; 0 = No",""
"ksadx4_777","Integer","","Recommended","Delusions (Present)","0;1","1 = Yes ; 0 = No",""
"ksadx4_778","Integer","","Recommended","Delusions (Past)","0;1","1 = Yes ; 0 = No",""
"ksadx4_805","Integer","","Recommended","Schizophrenia (F20.9)","0;1","1 = Yes ; 0 = No",""
"ksadx4_806","Integer","","Recommended","Schizophreniform Disorder (F20.81)","0;1","1 = Yes ; 0 = No",""
"ksadx4_807","Integer","","Recommended","Schizoaffective Disorder (F25.0) (F25.1)","0;1","1 = Yes ; 0 = No",""
"ksadx4_808","Integer","","Recommended","Other Specified Psychotic Disorder, does not meet full criteria F29 (Current)","0;1","1 = Yes ; 0 = No",""
"ksadx4_941","Integer","","Recommended","Tenacity of Belief, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_942","Integer","","Recommended","Tenacity of Belief, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_943","Integer","","Recommended","Frequency of Delusions, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_944","Integer","","Recommended","Frequency of Delusions, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_945","Integer","","Recommended","Hallucination rule out Trauma, Present","0;1","1 = Yes ; 0 = No",""
"ksadx4_946","Integer","","Recommended","Hallucination rule out Trauma, Past","0;1","1 = Yes ; 0 = No",""
"ksadx4_947","Integer","","Recommended","Cultural Acceptance, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_17","Integer","","Recommended","Panic Attacks, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_18","Integer","","Recommended","Panic Attacks, Past","0;1","1 = Yes ; 0 = No",""
"ksadx5_236","Integer","","Recommended","Panic Symptoms, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_237","Integer","","Recommended","Panic Symptoms, Past","0;1","1 = Yes ; 0 = No",""
"ksadx5_238","Integer","","Recommended","Persistent worry about additional attacks or their consequences, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_239","Integer","","Recommended","Persistent worry about additional attacks or their consequences, Past","0;1","1 = Yes ; 0 = No",""
"ksadx5_240","Integer","","Recommended","Maladaptive change in behavior due to attacks, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_241","Integer","","Recommended","Maladaptive change in behavior due to attacks, Past","0;1","1 = Yes ; 0 = No",""
"ksadx5_242","Integer","","Recommended","Duration of worry or maladaptive behavior at least 1 month, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_243","Integer","","Recommended","Attacks not attributable to substance use, Present","0;1","1 = Yes ; 0 = No",""
"ksadx5_814","Integer","","Recommended","Panic Disorder (F41.0) PRESENT","0;1","1 = Yes ; 0 = No",""
"ksadx5_815","Integer","","Recommended","Panic Disorder (F41.0) PRESENT, in partial remission","0;1","1 = Yes ; 0 = No",""
"ksadx5_816","Integer","","Recommended","Panic Disorder (F41.0) PAST","0;1","1 = Yes ; 0 = No",""
"ksadx5_865","Integer","","Recommended","Other Specified Anxiety Disorder (Panic Disorder, impairment, does not meet full criteria), F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx5_866","Integer","","Recommended","Other Specified Anxiety Disorder, PAST, (Panic Disorder, impairment, does not meet full criteria), F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx5_951","Integer","","Recommended","Life Event or Stressor Panic, Present","0;1","1 = Yes ; 0 = No",""
"ksadx6_19","Integer","","Recommended","Agoraphobic of at least 2 situations, Present","0;1","1 = Yes ; 0 = No",""
"ksadx6_20","Integer","","Recommended","Agoraphobic of at least 2 situations, Past","0;1","1 = Yes ; 0 = No",""
"ksadx6_245","Integer","","Recommended","Reason for agoraphobic avoidance, Present","0;1","1 = Yes ; 0 = No",""
"ksadx6_246","Integer","","Recommended","Reason for agoraphobic avoidance, Past","0;1","1 = Yes ; 0 = No",""
"ksadx6_247","Integer","","Recommended","Impairment in functioning due to Agoraphobia, Present","0;1","1 = Yes ; 0 = No",""
"ksadx6_248","Integer","","Recommended","Impairment in functioning due toAgoraphobia, Past","0;1","1 = Yes ; 0 = No",""
"ksadx6_249","Integer","","Recommended","Clinically significant distress due to Agoraphobia, Present","0;1","1 = Yes ; 0 = No",""
"ksadx6_250","Integer","","Recommended","Clinically significant distress due to Agoraphobia, Past","0;1","1 = Yes ; 0 = No",""
"ksadx6_817","Integer","","Recommended","Agoraphobia (F40.00) PRESENT","0;1","1 = Yes ; 0 = No",""
"ksadx6_818","Integer","","Recommended","Agoraphobia (F40.00) PAST","0;1","1 = Yes ; 0 = No",""
"ksadx6_867","Integer","","Recommended","Other Specified Anxiety Disorder (Agoraphobia, impairment, does not meet full criteria), F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx6_952","Integer","","Recommended","Life Event or Stressor Agoraphobia, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_21","Integer","","Recommended","Distress upon separation from home/attachment figures, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_22","Integer","","Recommended","Distress upon separation from home/attachment figures, Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_23","Integer","","Recommended","School Reluctance/Refusal, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_24","Integer","","Recommended","School Reluctance/Refusal, Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_252","Integer","","Recommended","Fears calamitous event that will cause separation, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_253","Integer","","Recommended","Fears calamitous event that will cause separation, Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_254","Integer","","Recommended","Worry about harm befalling attachment figure, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_255","Integer","","Recommended","Worry about harm befalling attachment figure, Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_256","Integer","","Recommended","Fear of being alone without attachment figure, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_257","Integer","","Recommended","Fear of being alone without attachment figure, Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_258","Integer","","Recommended","Refusal to sleep without attachment figure near, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_259","Integer","","Recommended","Refusal to sleep without attachment figure near,Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_260","Integer","","Recommended","Nightmares about separation themes, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_261","Integer","","Recommended","Nightmares about separation themes, Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_262","Integer","","Recommended","Physical symptoms when separated from attachment figure, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_263","Integer","","Recommended","Physical symptoms when separated from attachment figure,Past","0;1","1 = Yes ; 0 = No",""
"ksadx7_264","Integer","","Recommended","Impairment in functioning due to separation anxiety, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_265","Integer","","Recommended","Clinically significant distress due to separation anxiety, Present","0;1","1 = Yes ; 0 = No",""
"ksadx7_819","Integer","","Recommended","Separation Anxiety Disorder (F93.00) PRESENT","0;1","1 = Yes ; 0 = No",""
"ksadx7_820","Integer","","Recommended","Separation Anxiety Disorder (F93.00) PAST","0;1","1 = Yes ; 0 = No",""
"ksadx7_868","Integer","","Recommended","Other Specified Anxiety Disorder (Separation Anxiety Disorder, impairment, does not meet full criteria), F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx7_869","Integer","","Recommended","Other Specified Anxiety Disorder (Separation Anxiety Disorder, impairment, does not meet full criteria) PAST, F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx7_953","Integer","","Recommended","Life Event or Stressor Seperation, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_27","Integer","","Recommended","Fear of Social Situations, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_28","Integer","","Recommended","Fear of Social Situations: Duration (at least 6 months), Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_29","Integer","","Recommended","Fear of Social Situations, Past","0;1","1 = Yes ; 0 = No",""
"ksadx8_266","Integer","","Recommended","Social situations invariably provoke anxiety, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_267","Integer","","Recommended","Social situations invariably provoke anxiety, Past","0;1","1 = Yes ; 0 = No",""
"ksadx8_268","Integer","","Recommended","Social situations avoided or endured with distress, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_269","Integer","","Recommended","Social situations avoided or endured with distress, Past","0;1","1 = Yes ; 0 = No",""
"ksadx8_272","Integer","","Recommended","Social fear is excessive given threat or sociocultural context, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_273","Integer","","Recommended","Impairment in functioning due to social anxiety, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_274","Integer","","Recommended","Impairment in functioning due to social anxiety, Past","0;1","1 = Yes ; 0 = No",""
"ksadx8_275","Integer","","Recommended","Clinically significant distress due to Social Anxiety, Present","0;1","1 = Yes ; 0 = No",""
"ksadx8_276","Integer","","Recommended","Clinically significant distress due to Social Anxiety, Past","0;1","1 = Yes ; 0 = No",""
"ksadx8_277","Integer","","Recommended","Clinically significant distress due to Social Anxiety, Duration (at least 6 months), Past","0;1","1 = Yes ; 0 = No",""
"ksadx8_821","Integer","","Recommended","Social Anxiety Disorder (F40.10) PRESENT","0;1","1 = Yes ; 0 = No",""
"ksadx8_822","Integer","","Recommended","Social Anxiety Disorder (F40.10) PAST","0;1","1 = Yes ; 0 = No",""
"ksadx8_870","Integer","","Recommended","Other Specified Anxiety Disorder (Social Anxiety Disorder, impairment, does not meet minimum duration) F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx8_871","Integer","","Recommended","Other Specified Anxiety Disorder (Social Anxiety Disorder, impairment, does not meet minimum duration), PAST,F41.8","0;1","1 = Yes ; 0 = No",""
"ksadx8_954","Integer","","Recommended","Life Event or Stressor Social, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_32","Integer","","Recommended","Marked fear of phobic object, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_33","Integer","","Recommended","Marked fear of phobic object, Past","0;1","1 = Yes ; 0 = No",""
"ksadx9_34","Integer","","Recommended","Phobic Object Special Case, Past","0;1","1 = Yes ; 0 = No",""
"ksadx9_35","Integer","","Recommended","Active avoidance of phobic object, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_36","Integer","","Recommended","Active avoidance of phobic object, Past","0;1","1 = Yes ; 0 = No",""
"ksadx9_37","Integer","","Recommended","Impairment due to fear or avoidance of phobic object, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_38","Integer","","Recommended","Impairment due to fear or avoidance of phobic object, Past","0;1","1 = Yes ; 0 = No",""
"ksadx9_39","Integer","","Recommended","Distress due to fear or avoidance of phobic object, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_40","Integer","","Recommended","Duration of phobia at least 6 months, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_41","Integer","","Recommended","Duration of past phobia at least 6 months, Present","0;1","1 = Yes ; 0 = No",""
"ksadx9_825","Integer","","Recommended","Specific Phobia PRESENT (F40.2XX)","0;1","1 = Yes ; 0 = No",""
"ksadx9_826","Integer","","Recommended","Specific Phobia PAST (F40.2XX)","0;1","1 = Yes ; 0 = No",""
"ksadx10_42","Integer","","Recommended","Excessive worries more days than not, Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_43","Integer","","Recommended","Excessive worries more days than not, Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_44","Integer","","Recommended","Worrying has lasted at least 6 months, Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_282","Integer","","Recommended","Excessive worries across breadth of domains, Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_283","Integer","","Recommended","Excessive worries across breadth of domains, Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_284","Integer","","Recommended","Worry associated with defined symptom(s), Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_285","Integer","","Recommended","Worry associated with defined symptom(s), Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_286","Integer","","Recommended","Difficulty controlling worries, Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_287","Integer","","Recommended","Difficulty controlling worries, Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_288","Integer","","Recommended","Impairment in functioning due to worries, Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_289","Integer","","Recommended","Impairment in functioning due to worries, Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_290","Integer","","Recommended","Clinically significant distress due to worries, Present","0;1","1 = Yes ; 0 = No",""
"ksadx10_291","Integer","","Recommended","Clinically significant distress due to worries, Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_292","Integer","","Recommended","Worrying has lasted at least 6 months, Past","0;1","1 = Yes ; 0 = No",""
"ksadx10_827","Integer","","Recommended","Generalized Anxiety Disorder, Present (F41.1)","0;1","1 = Yes ; 0 = No",""
"ksadx10_828","Integer","","Recommended","Generalized Anxiety Disorder, Past (F41.1)","0;1","1 = Yes ; 0 = No",""
"ksadx10_872","Integer","","Recommended","Other Specified Anxiety Disorder (Generalized Anxiety Disorder, impairment, does not meet minimum duration) F41.8","0;1","1 = Yes ; 0 = No",""
