"rnua16","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT drinking or LIMITING your drinking? 16. I worry about becoming an alcoholic.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum01","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 1. I have seen the negative effects of someone elses marijuana use.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum02","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 2. I like to feel in control of myself.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum03","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 3. Using marijuana heavily is a sign of personal weakness.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum04","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 4. I do not want to get high.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum05","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 5. I was brought up not to use marijuana.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum06","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 6. My religion discourages or is against using marijuana.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum07","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 7. I am not old enough to use recreational marijuana legally.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum08","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 8. I am part of a group that does not use marijuana much.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum09","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 9. Using marijuana interferes with my studies or job.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum10","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 10. I would not want to disappoint my parents.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum11","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 11. Using marijuana recreationally is not legal where I live.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum12","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 12. Using marijuana is not healthy.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum13","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 13. I want to do well in school.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum14","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 14. I do not want to get in trouble.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum15","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 15. I do not want to lose control while high.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum16","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 16. I do not want my friends to think badly of me.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rnum17","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT using marijuana or LIMITING your marijuana use? 17. I worry about becoming addicted.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rfnd9","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT drinking or LIMITING your drinking? - Drinking reduces my performance in sports","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
"rfnd12","Integer","","Recommended","How important would you say each of the following is to you as a reason for NOT drinking or LIMITING your drinking? - Drinking is something that bad kids do.","1::4","1 = Not true; 2 = True, but not all that important; 3 = True and fairly important; 4 = True and very important",""
