"smwrss6b","Integer","","Recommended","You and your female partner are looking to buy a house. After looking at a house together with the realtor, the realtor fails to schedule an appointment to view another house that she represents. How likely is it that the realtor failed to schedule an appointment because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss7a","Integer","","Recommended","A few of your female coworkers regularly try to set you up with men but they never try to set you up with women. How anxious/concerned would you be that they may be doing this because they don't accept your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss7b","Integer","","Recommended","A few of your female coworkers regularly try to set you up with men but they never try to set you up with women. How likely is it that they are doing this because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss8a","Integer","","Recommended","You are hanging out with a group of heterosexual female coworkers, and the subject turns to boyfriends and husbands. How anxious/concerned would you be that they may treat you differently because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss8b","Integer","","Recommended","You are hanging out with a group of heterosexual female coworkers, and the subject turns to boyfriends and husbands. How likely is it that they would treat you differently because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss9a","Integer","","Recommended","A new female friend of yours makes negative remarks about lesbians. How anxious/concerned would you be that she may not want to be friends if she knew of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss9b","Integer","","Recommended","A new female friend of yours makes negative remarks about lesbians. How likely is it that she wouldn't want to be friends if she knew of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss10a","Integer","","Recommended","You disclose your sexual orientation to a new friend. Your friend doesn't express concern about it, but your friendship soon drifts apart. How anxious/concerned would you be that the drifting apart of this friendship is because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss10b","Integer","","Recommended","You disclose your sexual orientation to a new friend. Your friend doesn't express concern about it, but your friendship soon drifts apart. How likely is it that your friendship drifted apart because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss11a","Integer","","Recommended","You walk into a locker room at the gym and begin to change. A woman near you moves to a different part of the locker room. How anxious/concerned would you be that she may have moved because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss11b","Integer","","Recommended","You walk into a locker room at the gym and begin to change. A woman near you moves to a different part of the locker room. How likely is it that she may have moved because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss12a","Integer","","Recommended","Your supervisor begins raising concerns about your performance at work for the first time after you bring your female partner to a company picnic. How anxious/concerned would you be that your supervisor may be raising concerns about your performance at work because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss12b","Integer","","Recommended","Your supervisor begins raising concerns about your performance at work for the first time after you bring your female partner to a company picnic. How likely is it that your supervisor is raising concerns about your performance at work because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss13a","Integer","","Recommended","You notice your relatives looking at you and your female partner at a family reunion, but they don't come over to talk to you. How anxious/concerned would you be that they may have not come over to talk to you because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss13b","Integer","","Recommended","You notice your relatives looking at you and your female partner at a family reunion, but they don't come over to talk to you. How likely is it that they didn't come over to talk to you because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss14a","Integer","","Recommended","You and your female partner are getting married. Several of your coworkers do not come to the wedding ceremony. How anxious/concerned would you be that they may not have come because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss14b","Integer","","Recommended","You and your female partner are getting married. Several of your coworkers do not come to the wedding ceremony. How likely is it that they did not come because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss15a","Integer","","Recommended","The principal at your child's elementary school has never spoken to you and your partner at school events, but you often see him speaking with other parents. How anxious/concerned would you be that he may not have spoken to you because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss15b","Integer","","Recommended","The principal at your child's elementary school has never spoken to you and your partner at school events, but you often see him speaking with other parents. How likely is it that he doesn't speak to you because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
"smwrss16a","Integer","","Recommended","During a lecture on sexual orientation, your professor includes several stereotypes about lesbian and bisexual women as if they were facts. After the lecture, you approach the professor and politely point out the incorrect aspects of the lecture. You receive a lower grade than you expected in the class. How anxious/concerned would you be that you may have received a lower grade in the class because of your sexual orientation?","1::7","1 = Very unconcerned; 7 = Very concerned",""
"smwrss16b","Integer","","Recommended","During a lecture on sexual orientation, your professor includes several stereotypes about lesbian and bisexual women as if they were facts. After the lecture, you approach the professor and politely point out the incorrect aspects of the lecture. You receive a lower grade than you expected in the class. How likely is it that you received a lower grade in the class because of your sexual orientation?","1::7","1= Very unlikely; 7 = Very likely",""
