"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"key_questions_q1","Integer","","Recommended","","At what age did the behavior first occur? Age in months","","",""
"key_questions_q2","String","100","Recommended","","Does the behavior occur in all settings?","","",""
"key_questions_q3","String","100","Recommended","","Could the behavior be the result of another handicapping condition?","","",""
"key_questions_q3a","String","100","Recommended","","If so, what condition(s)?","","",""
"key_questions_q3b","String","100","Recommended","","Have any evaluations been done to rule out the other condition?","","",""
"key_questions_q3c","String","100","Recommended","","What evaluations?","","",""
"key_questions_q4","String","100","Recommended","","Who has evaluated the person and what were the results?","","",""
"key_questions_q5","String","100","Recommended","","What assessment/evaluations have been done?","","",""
"key_questions_q6","String","100","Recommended","","Are disturbances noted in all four areas of the definition for autism?","","",""
"key_questions_q7","String","100","Recommended","","What areas of disturbance are most affected?","","",""
"key_questions_q7a","String","100","Recommended","","What are the symptoms?","","",""
"key_questions_q8","String","100","Recommended","","How severe are the symptoms?","","",""
"key_questions_q8a","String","100","Recommended","","How do the symptoms interfere with normal functioning?","","",""
"key_questions_q9","String","100","Recommended","","What information needs to be collected?","","",""
"key_questions_q9a","String","100","Recommended","","Who can supply the information?","","",""
"key_questions_q10","String","100","Recommended","","What resources are available for further evaluation?","","",""
"comments","String","4000","Recommended","","Comments about assessment","","",""
"stereot_behav_ss","Integer","","Required","","Stereotyped Behaviors. Standard Score","1::20","",""
"communication_ss","Integer","","Required","","Communication. Standard Score","1::20;999","999 = Missing value",""
"social_interact_ss","Integer","","Required","","Social Interaction. Standard Score","1::20","",""
"dev_disturb_ss","Integer","","Required","","Developmental. Standard Score","1::20","",""
"stereot_behav_perc","Float","","Recommended","","Stereotyped Behaviors. Percentile","","",""
"communication_perc","Float","","Recommended","","Communication. Percentile","","",""
"social_interact_perc","Float","","Recommended","","Social Interaction. Percentile","","",""
"dev_disturb_perc","Float","","Recommended","","Developmental. Percentile","","",""
"sum_ss","Integer","","Required","","Sum of Standard Scores","","",""
"aut_quotient_ss","Integer","","Required","","Autism Quotient. Standard Score","0::200","",""
"aut_quotient_perc","Float","","Recommended","","Autism Quotient. Percentile","","",""
