"lbs16","Integer","","Recommended","During my free time, I almost always have something to do","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs2","Integer","","Recommended","In the community where I live, I am aware of exciting things to do in my free time","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs3","Integer","","Recommended","I know of places where there are lots of things to do","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs5","Integer","","Recommended","I like free time activities that are a little beyond my ability","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs6","Integer","","Recommended","If I think I might fail at an activity during my free time, I won't do it","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs7","Integer","","Recommended","When I know I'm going to have free time, I generally feel anxious","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs9","Integer","","Recommended","I like a challenge in my free time","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs10","Integer","","Recommended","The worst feeling is when I have free time and don't have anything planned","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs11","Integer","","Recommended","I usually become very absorbed by what I do in my free time","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs12","Integer","","Recommended","I've never really given much thought to whether free time could be good for me","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs14","Integer","","Recommended","I am willing to try the unknown in my free time","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs15","Integer","","Recommended","I get uptight when I have a whole weekend with nothing to do","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs16","Integer","","Recommended","My friends and I often talk about how bored we are","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs17","Integer","","Recommended","My community lacks thinks for people my age to do","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs18","Integer","","Recommended","I feel good when my free time activities challenge my skills","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
"t1lbs19","Integer","","Recommended","I feel relaxed about free time when I don't have any plans","1::5","1=Strongly disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree",""
