"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"afeq31","Integer","","Recommended","My child is good at sharing with others","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq32","Integer","","Recommended","My child has to have his/her own way","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq33","Integer","","Recommended","My child is aware of other people's needs","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq34","Integer","","Recommended","My child gets invited to birthday parties","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq35","Integer","","Recommended","My child plays with other children","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq36","Integer","","Recommended","I have to go with my child to supervise play with other children","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq37","Integer","","Recommended","My child is happy","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq38","Integer","","Recommended","My child is anxious","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq39","Integer","","Recommended","My child is tolerant of mistakes","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq40","Integer","","Recommended","My child is calm","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq41","Integer","","Recommended","My child is angry","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq42","Integer","","Recommended","My child is unpredictable","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq43","Integer","","Recommended","My child can let me know what he/she is upset about","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq44","Integer","","Recommended","My child understands appropriate behaviour in familiar social situations","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq45","Integer","","Recommended","My child knows the difference between family members and strangers","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq46","Integer","","Recommended","My child acts differently with family members compared to strangers","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq47","Integer","","Recommended","My child is embarrassing when going out","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
"afeq48","Integer","","Recommended","My child has repetitive behaviors that make day to day life impossible","1::5; -99","1=Always; 2=Often; 3=Sometimes; 4=Rarely; 5=Never; -99=N/A",""
