"selfepa14","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Engage in effective and open communication about sex and romance with your teen","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa15","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: When your teen has demonstrated responsible or otherwise praiseworthy behavior, provide appropriate rewards and acknowledgement","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_01","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Recognize when your adolescent is struggling","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_02","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Behave in front of your adolescent's friends in a way that is sensitive to your adolescent's tendency to feel embarrassed by you","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_03","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Guide your adolescent to succeed academically","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_04","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Help your adolescent make the academic choices that are right for them (e.g., picking out classes)","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_05","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Encourage your adolescent to ask for help when they need it at school (e.g., asking the teacher for help)","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_06","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Do things to help your adolescent stay out of trouble at school","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_07","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Guide your adolescent to make decisions that are supportive of their future career interests and goals","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_08","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Do things to help prepare your adolescent for the transition into college or the workforce","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_09","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Encourage your adolescent to independently navigate conflicts or concerns with teachers","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_10","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Teach your adolescent the skills required to begin to become financially independent","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_11","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Do things to support your adolescent academically (e.g., help with homework or hire a tutor)","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
"selfepa_12","Integer","","Recommended","Each of the following questions describes a caregiving behavior and asks you to indicate how certain you are of your capability to perform that behavior with your teen: Respond appropriately when your adolescent's behavior is defiant or rebellious","1::4","1=Very difficult; 2=Difficult; 3=Easy; 4=Very easy",""
