"hs_active_sat","Integer","","Recommended","Have you felt more active than usual? On which days were these feelings present? Saturday","0;1","0=No; 1=Yes",""
"hs_active_sun","Integer","","Recommended","Have you felt more active than usual? On which days were these feelings present? Sunday","0;1","0=No; 1=Yes",""
"hs_talkative","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking?","0::2","0=No; 1=Yes, a little; 2=Yes, a lot",""
"hs_talkative_mon","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Monday","0;1","0=No; 1=Yes",""
"hs_talkative_tue","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Tuesday","0;1","0=No; 1=Yes",""
"hs_talkative_wed","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Wednesday","0;1","0=No; 1=Yes",""
"hs_talkative_thu","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Thursday","0;1","0=No; 1=Yes",""
"hs_talkative_fri","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Friday","0;1","0=No; 1=Yes",""
"hs_talkative_sat","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Saturday","0;1","0=No; 1=Yes",""
"hs_talkative_sun","Integer","","Recommended","Have you felt more talkative than usual, or a pressure to keep on talking? On which days were these feelings present? Sunday","0;1","0=No; 1=Yes",""
"hs_thoughts","Integer","","Recommended","Have your thoughts raced?","0::2","0=No; 1=Yes, a little; 2=Yes, a lot",""
"hs_thoughts_mon","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Monday","0;1","0=No; 1=Yes",""
"hs_thoughts_tue","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Tuesday","0;1","0=No; 1=Yes",""
"hs_thoughts_wed","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Wednesday","0;1","0=No; 1=Yes",""
"hs_thoughts_thu","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Thursday","0;1","0=No; 1=Yes",""
"hs_thoughts_fri","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Friday","0;1","0=No; 1=Yes",""
"hs_thoughts_sat","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Saturday","0;1","0=No; 1=Yes",""
"hs_thoughts_sun","Integer","","Recommended","Have your thoughts raced? On which days were these feelings present? Sunday","0;1","0=No; 1=Yes",""
"hs_talents","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities?","0::2","0=No; 1=Yes, a little; 2=Yes, a lot",""
"hs_talents_mon","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Monday","0;1","0=No; 1=Yes",""
"hs_talents_tue","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Tuesday","0;1","0=No; 1=Yes",""
"hs_talents_wed","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Wednesday","0;1","0=No; 1=Yes",""
"hs_talents_thu","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Thursday","0;1","0=No; 1=Yes",""
"hs_talents_fri","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Friday","0;1","0=No; 1=Yes",""
"hs_talents_sat","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Saturday","0;1","0=No; 1=Yes",""
"hs_talents_sun","Integer","","Recommended","Have you felt that you are a specially important person with special talents or abilities? On which days were these feelings present? Sunday","0;1","0=No; 1=Yes",""
"hs_sleep","Integer","","Recommended","Have you felt the need for less sleep?","0::2","0=No; 1=Yes, a little; 2=Yes, a lot",""
"hs_sleep_mon","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Monday","0;1","0=No; 1=Yes",""
"hs_sleep_tue","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Tuesday","0;1","0=No; 1=Yes",""
"hs_sleep_wed","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Wednesday","0;1","0=No; 1=Yes",""
"hs_sleep_thu","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Thursday","0;1","0=No; 1=Yes",""
"hs_sleep_fri","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Friday","0;1","0=No; 1=Yes",""
"hs_sleep_sat","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Saturday","0;1","0=No; 1=Yes",""
"hs_sleep_sun","Integer","","Recommended","Have you felt the need for less sleep? On which days were these feelings present? Sunday","0;1","0=No; 1=Yes",""
"hs_concentrate","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you?","0::2","0=No; 1=Yes, a little; 2=Yes, a lot",""
"hs_concentrate_mon","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Monday","0;1","0=No; 1=Yes",""
"hs_concentrate_tue","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Tuesday","0;1","0=No; 1=Yes",""
"hs_concentrate_wed","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Wednesday","0;1","0=No; 1=Yes",""
"hs_concentrate_thu","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Thursday","0;1","0=No; 1=Yes",""
"hs_concentrate_fri","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Friday","0;1","0=No; 1=Yes",""
"hs_concentrate_sat","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Saturday","0;1","0=No; 1=Yes",""
"hs_concentrate_sun","Integer","","Recommended","Have you had trouble concentrating because your attention keeps jumping to unimportant things around you? On which days were these feelings present? Sunday","0;1","0=No; 1=Yes",""
