"cit_scale_25","Integer","","Recommended","I learned something new yesterday","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_26","Integer","","Recommended","Learning new things is important to me","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_27","Integer","","Recommended","I always learn something everyday","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_28","Integer","","Recommended","I am achieving most of my goals","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_29","Integer","","Recommended","I am fulfilling my ambitions","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_30","Integer","","Recommended","I am on track to reach my dreams","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_31","Integer","","Recommended","I can succeed if I put my mind to it","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_32","Integer","","Recommended","I am confident that I can deal with unexpected events","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_33","Integer","","Recommended","I believe that I am capable in most things","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_34","Integer","","Recommended","What I do in life is valuable and worthwhile","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_35","Integer","","Recommended","The things I do contribute to society","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_36","Integer","","Recommended","The work I do is important for other people","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_37","Integer","","Recommended","Other people decide most of my life decisions (R)","1::5","1=Strongly Agree; 2=Agree; 3=Neither Agree nor Disagree; 4=Disagree; 5=Strongly Disagree",""
"cit_scale_38","Integer","","Recommended","The life choices I make are not really mine (R)","1::5","1=Strongly Agree; 2=Agree; 3=Neither Agree nor Disagree; 4=Disagree; 5=Strongly Disagree",""
"cit_scale_39","Integer","","Recommended","Other people decide what I can and cannot do (R)","1::5","1=Strongly Agree; 2=Agree; 3=Neither Agree nor Disagree; 4=Disagree; 5=Strongly Disagree",""
"cit_scale_40","Integer","","Recommended","My life has a clear sense of purpose","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_41","Integer","","Recommended","I have found a satisfactory meaning in life","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_42","Integer","","Recommended","I know what gives meaning to my life","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_43","Integer","","Recommended","I am optimistic about my future","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_44","Integer","","Recommended","I have a positive outlook on life","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_45","Integer","","Recommended","I expect more good things in my life than bad","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_46","Integer","","Recommended","In most ways my life is close to my ideal","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_47","Integer","","Recommended","I am satisfied with my life","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_48","Integer","","Recommended","My life is going well","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_49","Integer","","Recommended","I feel positive most of the time","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_50","Integer","","Recommended","I feel happy most of the time","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_51","Integer","","Recommended","I feel good most of the time","1::5","1=Strongly Disagree; 2=Disagree; 3=Neither Agree nor Disagree; 4=Agree; 5=Strongly Agree",""
"cit_scale_52","Integer","","Recommended","I feel negative most of the time (R)","1::5","1=Strongly Agree; 2=Agree; 3=Neither Agree nor Disagree; 4=Disagree; 5=Strongly Disagree",""
"cit_scale_53","Integer","","Recommended","I experience unhappy feelings most of the time (R)","1::5","1=Strongly Agree; 2=Agree; 3=Neither Agree nor Disagree; 4=Disagree; 5=Strongly Disagree",""
"cit_scale_54","Integer","","Recommended","I feel bad most of the time (R)","1::5","1=Strongly Agree; 2=Agree; 3=Neither Agree nor Disagree; 4=Disagree; 5=Strongly Disagree",""
