"pes_pos32","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Maternity leave policy related to benefits","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_pos33","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Maternity leave policy related to job security","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_pos34","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? How much the baby is moving","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_pos35","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Thinking about the baby''s appearance","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_pos36","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Thoughts about whether the baby is normal","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_pos37","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Thinking about your own previous pregnancies or births","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_pos38","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Hearing about friends/acquaintances pregnancies or births","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_pos39","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Changes in social status or network as a result of being pregnant","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_posb40","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Feelings about being pregnant at this time","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_pos41","Integer","","Recommended","How much has this made you feel happy, positive, or uplifted? Spiritual feelings about being pregnant","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg1","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Clothes/Shoes don't fit","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg2","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Your weight","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg3","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Getting enough sleep","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg4","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Baby Showers for you","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg5","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Baby's sex","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg6","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Ability to do physical tasks/chores","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg7","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Driving a car","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg8","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Making or thinking about nursery arrangements","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg9","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Purchasing infant equipment","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg10","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Childbirth classes","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg11","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Visits to obstetrician/midwife","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg12","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Body changes due to pregnancy","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg13","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Physical intimacy","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg14","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Normal discomforts of pregnancy (heartburn, incontinence)","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg15","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Concerns about physical symptoms (pain, spotting, etc.)","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg16","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with spouse about baby names","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg17","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with own family about baby name","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg18","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with in-laws about baby names","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg19","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with spouse about pregnancy/childbirth issues","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg20","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with own family about pregnancy/childbirth issues","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg21","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with in-laws about pregnancy/childbirth issues","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg22","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with spouse about childcare/childrearing issues","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg23","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with own family about childcare/childrearing issues","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg24","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Discussions with in-laws about childcare/childrearing issues","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg25","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Impact of pregnancy/new baby on dealings with other children","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg26","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Changes in parenting due to pregnancy","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg27","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Comments from others about your pregnancy/appearance","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg28","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Other people touching your abdomen","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg29","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Other women telling you about their experiences with labor and delivery","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg30","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Thinking about your labor and delivery","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg31","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Courtesy/assistance from others because you''re pregnant","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg32","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Maternity leave policy related to benefits","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg33","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Maternity leave policy related to job security","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg34","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? How much the baby is moving","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg35","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Thinking about the baby''s appearance","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pesb_neg36","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Thoughts about whether the baby is normal","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg37","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Thinking about your own previous pregnancies or births","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg38","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Hearing about friends/acquaintances pregnancies or births","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg39","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Changes in social status or network as a result of being pregnant","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg40","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Feelings about being pregnant at this time","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
"pes_neg41","Integer","","Recommended","How much has this made you feel unhappy, negative, or upset? Spiritual feelings about being pregnant","0::3","0=Not at all; 1=Somewhat; 2=Quite a bit; 3=A great deal",""
