"aarrsi21","Integer","","Recommended","Someone asks you if all your friends are Asians/Asian Americans.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi22","Integer","","Recommended","Someone asks you if you can teach him/her karate.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi23","Integer","","Recommended","Someone tells you that ''you people are all the same.''","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi24","Integer","","Recommended","Someone tells you that all Asian people look alike.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi25","Integer","","Recommended","Someone tells you that Asians/Asian Americans are not targets of racism.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi26","Integer","","Recommended","Someone you do not know asks you to help him/her fix his computer.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi27","Integer","","Recommended","You are told that ''you speak English so well.''","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi28","Integer","","Recommended","Someone asks you what your real name is.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi29","Integer","","Recommended","You are asked where you are really from.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi06_alt","Integer","","Recommended","Someone tells you that Asian/Asian American spaces (e.g., kitchens, restaurants, homes) smell and are dirty.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi15_alt","Integer","","Recommended","A student you do not know well asks you for help on their schoolwork.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi18_alt","Integer","","Recommended","Someone assumes or jokes that you or your family eat dog meat.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi22_alt","Integer","","Recommended","Someone asks you if you can teach them martial arts.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_mathscience","Integer","","Recommended","Someone assumes or jokes that you are good at math or science.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_smart","Integer","","Recommended","Someone tells you that all Asians/Asian Americans are smart.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_celebrity","Integer","","Recommended","Someone tells you that you look just like an Asian/Asian American celebrity even though you do not think you do.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_accent","Integer","","Recommended","Someone mocks an Asian language or makes fun of Asian accents (e.g., ching-chong).","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_disease","Integer","","Recommended","Someone assumes or jokes that you have a disease (e.g., COVID-19)","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_instrument","Integer","","Recommended","Someone assumes or jokes that you play violin or piano.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_pocworse","Integer","","Recommended","Someone tells you that other people of color experience much worse than Asians/Asian Americans.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_attractive","Integer","","Recommended","Someone tells you that you are really attractive for an Asian/Asian American.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_strict","Integer","","Recommended","Someone assumes or jokes that your parents are really strict.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_shy","Integer","","Recommended","Someone tells you that Asians/Asian Americans are shy and reserved.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_food","Integer","","Recommended","Someone makes a mean comment about your food.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_goodgrade","Integer","","Recommended","Someone is surprised that you did not get a really good grade.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_nonacademic","Integer","","Recommended","Someone is surprised that you like things that are not related to academics (e.g., sports).","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_physical","Integer","","Recommended","Someone makes fun of Asian physical features (e.g., eyes, skin color).","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_occupation","Integer","","Recommended","Someone assumes or jokes that you want to be a doctor, lawyer, or engineer in the future.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_permission","Integer","","Recommended","Someone asks you for permission to make racial jokes or stereotypes about Asians/Asian Americans around you.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_language","Integer","","Recommended","Someone asks you to say something in an Asian language.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
"aarrsi_mixup","Integer","","Recommended","Someone mixes you up with another Asian/Asian American.","1::5","1= This has never happened to me; 2= This event happened but did not bother me; 3= This event happened and I was slightly bothered; 4= This event happened and I was upset; 5= This event happened and I was extremely upset.",""
