"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"esdmddp_11","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Control the intensity of anger with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_12","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Control the intensity of anger at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_13","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Return quickly to baseline mood and behavior when frustrated at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_14","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Return quickly to baseline mood and behavior when frustrated with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_15","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Return quickly to baseline mood and behavior when frustrated at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_16","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Handle anger when you do not get what you want at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_17","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Handle anger when you do not get what you want with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_18","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Handle anger when you do not get what you want at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_19","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Handle frustration on a day-to-day basis at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_20","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Handle frustration on a day-to-day basis with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_21","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Handle frustration on a day-to-day basis at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_22","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or limit temper tantrums at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_23","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or limit temper tantrums with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_24","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Avoid or limit temper tantrums at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_25","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Exhibit a good mood throughout the day, most days of the week at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_26","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Exhibit a good mood throughout the day, most days of the week with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_27","Integer","","Recommended","Compared to other people your age, in recent weeks, how well do you most of the time: Exhibit a good mood throughout the day, most days of the week at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_28","Integer","","Recommended","Compared to other children of the same age, over the past year, how well have you maintained appropriate mood and behavior at home","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_29","Integer","","Recommended","Compared to other children of the same age, over the past year, how well have you maintained appropriate mood and behavior with friends","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
"esdmddp_30","Integer","","Recommended","Compared to other children of the same age, over the past year, how well have you maintained appropriate mood and behavior at school","1 :: 7","1= Far Below Average; 2= Below Average; 3= Slightly Below Average; 4= About Average; 5= Slightly Above Average; 6= Above Average; 7= Far Above Average",""
