"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","45","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"ress_16","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Telling others exactly how I felt","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_17","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Going over the emotional event again and again in my mind","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_18","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Looking at the emotional event from a different perspective","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_19","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Expressing my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_20","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Identifying different angles to see the situation","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_21","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Thinking of other ways to interpret the situation","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_22","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Engaging in something else to keep busy","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_23","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Showing that I was upset","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_24","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Looking at the situation from several angles","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_25","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Hiding my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_26","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Being sure to hide what I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_27","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Taking deep breaths","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_28","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Continually trying to decide what went wrong","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_29","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Engaging in activities to distract myself","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_30","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Decreasing the tension in my body","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_31","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Making an effort to hide my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ress_32","Integer","","Recommended","At the time I experience a negative emotion, I usually respond to it right away by: Concealing how I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_1","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Thinking repeatedly about the positive emotion","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_2","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Using facial expressions to show the positive emotion","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_3","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Acting like I was not experiencing the positive emotions","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_4","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Letting my emotions show","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_5","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Vocalizing how I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_6","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Focusing on slowing my heart rate and breathing","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_7","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Showing my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_8","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Trying to slow my heart rate and breathing","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_9","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Immediately working on something to keep myself busy","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_10","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Continually thinking about what led to my positive emotions","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_11","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Outwardly showing what I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_12","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Making sure no one could tell what I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_13","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Doing something else to distract myself","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_14","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Trying to see the emotional event from a different perspective","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_15","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Pretending I was not experiencing positive emotions","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_16","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Telling others exactly how I felt","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_17","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Going over the emotional event again and again in my mind","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_18","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Looking at the emotional event from a different perspective","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_19","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Expressing my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_20","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Identifying different angles to see the situation","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_21","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Thinking of other ways to interpret the situation","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_22","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Engaging in something else to keep busy","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_23","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Showing that I was experiencing positive emotions","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_24","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Looking at the situation from several angles","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_25","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Hiding my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_26","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Being sure to hide what I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_27","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Taking deep breaths","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_28","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Continually trying to decide why I was experiencing positive emotions","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_29","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Engaging in activities to distract myself","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_30","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Decreasing the tension in my body","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_31","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Making an effort to hide my feelings","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
"ressp_32","Integer","","Recommended","At the time I experience a positive emotion, I usually respond to it right away by: Concealing how I was feeling","1::5; 999","1 = Never; 2 = Sometimes; 3 = Half of the Time; 4 = Most of the Time; 5 = Always; 999 = Prefer not to respond",""
