"msrs_14_b","Integer","","Recommended","In the past month, I felt the positive impact of my religious and/or spiritual beliefs in many areas of my life. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_15_a","Integer","","Recommended","In the past month, I took active steps to emotionally recover from stressful situations.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_15_b","Integer","","Recommended","In the past month, I took active steps to emotionally recover from stressful situations. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_16_a","Integer","","Recommended","In the past month, I provided emotional, financial, or other types of support or donations to those in need.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_16_b","Integer","","Recommended","In the past month, I provided emotional, financial, or other types of support or donations to those in need. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_17_a","Integer","","Recommended","In the past month, I offered support to others.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_17_b","Integer","","Recommended","In the past month, I offered support to others. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_18_a","Integer","","Recommended","In the past month, I slowed myself down ''in the moment'' to handle intensely negative emotional reactions.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_18_b","Integer","","Recommended","In the past month, I slowed myself down ''in the moment'' to handle intensely negative emotional reactions. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_19_a","Integer","","Recommended","In the past month, I worked to forgive myself or others for doing something that was not in line with my values.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_19_b","Integer","","Recommended","In the past month, I worked to forgive myself or others for doing something that was not in line with my values. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_20_a","Integer","","Recommended","In the past month, I dedicated time to my hobbies or interests.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_20_b","Integer","","Recommended","In the past month, I dedicated time to my hobbies or interests. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_21_a","Integer","","Recommended","In the past month, I took the time to learn new skills or things that interest me.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_21_b","Integer","","Recommended","In the past month, I took the time to learn new skills or things that interest me. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_22_a","Integer","","Recommended","In the past month, I made an effort to exercise.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_22_b","Integer","","Recommended","In the past month, I made an effort to exercise. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_23_a","Integer","","Recommended","In the past month, I held on to my sense of connection with a higher power or deity.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_23_b","Integer","","Recommended","In the past month, I held on to my sense of connection with a higher power or deity. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
"msrs_24_a","Integer","","Recommended","In the past month, I sought solace in spiritual practices such as prayer, meditation, or faith meetings.","0::4","0 = Not at all true; 1 = Rarely true; 2 = Sometimes true; 3 = Frequently true; 4 = Almost always true",""
"msrs_24_b","Integer","","Recommended","In the past month, I sought solace in spiritual practices such as prayer, meditation, or faith meetings. - How useful/effective was this strategy?","0::4","0 = Not at all useful/effective; 1 = Slightly useful/effective; 2 = Moderately useful/effective; 3 = Very useful/effective; 4 = Completely useful/effective",""
