"ext_145","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I put a lot of thought into ideas before I took any action.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_189","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I examined every single option before making a selection.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_291","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Major decisions took months of careful consideration to arrive at a choice.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_35","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I made decisions only after I had all the information I could get.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_438","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I carefully weighed out the pros and cons before I made any decision.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_457","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I took time to consider all possible outcomes before making any decision.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_104","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People told me that I was too perfectionistic.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_500","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My desire for things to be flawless kept me from getting everything done.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_300","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I strove for perfection, even when others said that I should move on.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_301","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt that my work must be flawless.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_302","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I demanded perfection from myself.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_73","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I refused to budge as a matter of principle, even on small matters.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_305","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I continued to do things the same way, even though my approach clearly wasn't working.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_306","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was very set in my ways.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_307","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I refused to compromise because I knew I was right.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_309","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was rigid and inflexible in my approach to doing things.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_165","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I went out of my way to avoid risks.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_515","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was cautious.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_34","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I preferred to do things the safest way possible.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_35","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did not like taking chances.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_37","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was very cautious about taking risks.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_39","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I avoided taking risks at all costs.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_131","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was something of a workaholic.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_278","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Even on days off, I found myself thinking about work.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_371","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was so focused on being productive that I had less time for friends and family.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_397","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My work success was the most valuable aspect of my life.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_99","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People told me that I work too much.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_103","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was not all that concerned with other peoples' needs.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_127","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did not really care how others felt.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_212","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did not have much sympathy for others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_367","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People told me I was coldhearted.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_402","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did not concern myself with helping people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_5","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Some people thought I was uncaring and unfeeling.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_303","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I said things that were not true.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_395","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was willing to tell a small lie to make things easier for myself.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_432","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I believed it was fine to tell a little lie in order to get out of trouble.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_444","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I lied about myself to other people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_101","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I tried to con or cheat other people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_22","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I found it easy to deceive others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_262","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I found it easy to manipulate others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_38","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I made people believe almost anything.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_50","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I liked having power.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_17","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - It was very important for me to take the lead.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_18","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I liked being the person who has the authority.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_19","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - When in a group, I liked to be in control.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_21","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Things went best when I told others what to do.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_23","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was the dominant person in my relationships.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_136","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was selfish.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_175","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I deserved special treatment.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_216","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My needs and wants came first.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_255","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Some people thought I was self-centered.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_370","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I expected to get treated better than others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_381","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was jealous of what other people have.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_11","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I liked attracting the attention of others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_16","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I enjoyed being the center of attention.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_577","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did things to get others to notice me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_581","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I dressed so as to call attention to myself.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_9","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - When in public, I liked to stand out.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_219","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People admired me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_380","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I recognized that I had a lot of special qualities.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_41","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I enjoyed thinking about my future and the great things it would bring.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_43","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I enjoyed looking in the mirror.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_441","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Most people would have liked to be like me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_498","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was very confident in myself around other people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_171","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I mocked people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_173","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I tried to break up someone else's friendship or romantic relationship.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_400","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I insulted others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_420","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People said I could be a bully.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_67","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I spread rumors about other people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_74","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I taunted others.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_121","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I enjoyed rebelling against authority figures (e.g., police, teachers, bosses).","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_230","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Life felt too short to follow other peoples' rules.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_280","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was a rule breaker.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_310","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I didn't care whether my behavior was considered proper or not.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_396","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I didn't pay much attention to social standards of behavior.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_512","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did things on purpose that were against the rules.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_13","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was never on time.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_320","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had trouble planning and keeping to schedules.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_361","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I paid my bills late or missed other important deadlines.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_374","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I lost things that I needed.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_429","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I could have improved on my organizational skills.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_442","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I missed appointments because I forgot about them.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_97","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was a messy person.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_135","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I kept gaming, even though it caused problems at work or school.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_350","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I turned down social invitations so that I could spend more time gaming.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_45","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I looked for ways to make time for gaming.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_65","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My mood was negatively affected when I was unable to game as long as I wanted.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_20","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was unable to resist the impulse to gamble.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_210","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - It was hard to stop gambling once I started.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_26","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I kept gambling even though it caused problems in my relationships.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_261","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I bet more money than I could really afford to lose.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_269","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Gambling caused me to go into debt.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_11","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I quit working (my job, homework, or housework) before I was finished.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_197","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I could not return to a task after getting distracted.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_256","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I quit tasks that became too challenging.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_257","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was unable to concentrate on a task when it was uninteresting to me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_297","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I became disinterested in tasks easily.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_102","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I made decisions quickly without thinking them through.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_166","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I said things without thinking.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_264","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I acted on impulse.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_476","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I did something spontaneous that I later regretted.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_56","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I failed to consider the consequences of an action.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_238","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I found it hard to resist the urge to shop.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_281","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I bought much more than I needed.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_384","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I kept my shopping a secret.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_407","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I spent more money shopping than I could afford.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_229","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt restless when I had to sit still for more than ten minutes.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_352","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had a hard time staying in my seat when I was supposed to be seated.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_418","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt the need to stand up when I should have been sitting down.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_460","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I avoided activities where I would need to sit down for long.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_310","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had trouble sitting still.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_425","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was a thrill-seeker.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_495","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People would describe me as a risk-taker.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
